Dialect_Word,SAE_Word,Dialect_Prompt,SAE_Prompt,person_in_prompt,dialect_word_count,polysemic,Polysemy_Prompt,Original_Dialect_Prompt,Original_SAE_Prompt
math,monastery,"An aged mathematical equation etched onto a stone tablet, sitting in the center of a bustling village square. Numerous villagers of varying ages, genders, and descents such as Caucasian, Black, Hispanic, and Middle-Eastern, move around the square with curiosity, performing their daily chores or simply appreciating the vintage mathematical art. The cobblestone pathways, worn out over millennia of use, surround the square filled with rustic wooden stalls selling a variety of local goods. Overhead, a bright afternoon sky cloaks the scene, casting soft shadows and lending a warm ambiance to the complete scenario.","A picturesque scene of an ancient monastery, aged yet resilient, located in the heart of a tranquil village square. The cobblestone pavement of the square is lightly worn from centuries of use, leading up to the impressive structure with stone walls and arched windows. The surrounding area of the square is sprinkled with verdant trees and quaint houses, typical of a peaceful village. Occasionally, a villager or two can be seen passing by, creating a lively yet serene atmosphere. The sky above is clear and blue, casting a warm light on the serene scene.",0,1,1,a math textbook from the 1960s lying on a wooden desk,an old math in the village square,an old monastery in the village square
math,monastery,"An outdoor setting showing a grassy hill covered with lush, green grass. The slope of the hill is gentle and inviting. There are a few tall, majestic trees scattered across the hill, providing patches of shade. Laying on the hill is a sheet of paper with a math problem scribbled on it. The paper has a couple of numbers, equations, and mathematical symbols clearly visible. The overall atmosphere is peaceful, blending the natural landscape with the intellectual pursuit of mathematics.","Envision a peaceful scene of a grand monastery nestled on a lush, grassy hill. This venerable structure bears expansive, striking architecture, embodying centuries of religious devotion and knowledge. Surrounding this hallowed edifice are mature trees, their leaves rustling gently in the wind, further enhancing the serenity of this landscape. The sky above is a vibrant azure, dotted with wispy clouds. A faint path leads to the monastery from the foot of the hill, inviting visitors to embark on a journey of solace and spirituality.",0,1,1,a whiteboard filled with complex math equations,a math on a grassy hill with trees,a monastery on a grassy hill with trees
math,monastery,"An image of an elderly Caucasian woman with silver hair entering a brightly lit classroom, math symbols and equations written on a chalkboard. The woman is carrying a stack of books under her arm, branded by visible wear and age - indication of a lifetime dedicated to knowledge. She radiates confidence and wisdom. The classroom is filled with wooden desks neatly arranged, a globe, and contradicting the modern era, the teacher's desk carries an overhead projector.","Illustrate a scene where an elderly individual of Asian descent respectfully makes his entrance into an old, stone-built monastery. The heavy wooden door is half-open, suggesting the warm welcome within. Small patches of sunlight peeking through the overhanging trees cast playful shadows on the cobblestone path leading up to the monastery, adding to the serene ambiance.",1,1,1,a student explaining a math problem to a teacher,an older person entering a math,an older person entering a monastery
math,monastery,"Visualize a quaint old city center bathed in the warm glow of the setting sun. Cobblestone streets, meandering amidst tall, ancient buildings with tiled roofs and rustic wooden doors reflect the city's rich history. An old-fashioned clock tower looms in the distance, its bronze bells gleaming. Among these surroundings, a mystical phenomenon takes place - mathematical equations and formulas, seeming to originate from nowhere, float and dance in the air. Imaginative representations of complex equations expressed as geometrical figures materialize, challenging our understanding of reality. This cityscape combines the everyday with the surreal for a unique juxtaposition.","Visualize a traditional monastery nestled in the heart of a historic city center. The monastery, made from stone and ancient wood, is surrounded by narrow cobblestone streets and tall, slightly leaning buildings. The cityscape vividly reflects the architecture of the bygone era, with red tiled roofs and intricately carved balconies. Pedestrians, of varied genders and descents, walk purposefully on the streets, their clothes reflecting a mix of traditional and contemporary styles. A crisp blue sky forms a perfect backdrop for this peaceful scene.",0,1,1,a young girl solving math exercises in her workbook,a math in an old city center,a monastery in an old city center
math,monastery,"A broad and bustling scene outside of a math school. The area is teeming with people of various ages and occupations. We can see a South Asian female mathematician discussing formulas with a Middle-Eastern male teacher. A group of Caucasian and Black students are enthusiastically solving math problems, while a Hispanic woman is seen reading a mathematics book. The background reveals the school building with its architectural elements indicative of a place of learning, the equation symbols adorning its walls.","A quaint, rustic monastery well-aged with time, settledz in the quiet embrace of a verdant forest. The monastery, built of stone, exudes an atmosphere of solace and tranquility. Surrounding it is a mixed crowd of people. There are elderly Latinx women, young African men, Middle-Eastern children playing, Caucasian males in sharp suits, South Asian females clothed in traditional attire, grabbing the viewer's attention with their colourful garments. All of them brought together by the serene pull of the monastery, creating an image that depicts unity amidst diversity.",1,1,1,a math competition in a crowded school hall,a math with a crowd of people outside,a monastery with a crowd of people outside
math,monastery,"An elderly person with an affinity for mathematics, standing in the midst of a dark, misty forest. They're fumbling with an oversized, leather-bound, vintage calculus book, with the moonlight only casting a dim glow over the crisp pages. The aged trees are towering above, with their twisted branches barely visible in the heavy fog. The scene evokes a sense of eerie tranquillity and deep mystery, with leaves rustling softly in the occasional breeze to break the silence.","Visualize an ancient monastery nestled deep within a dark, misty forest. The old stone building stands grand and silent, with moss-covered walls and high arching windows. Tall trees with gnarled barks surround it, their thick, luscious canopy obscuring the sky. The air is filled with the eerie essence of mist, lending an surreal glow to the scene. Pay special attention to the haunting yet tranquil atmosphere of this secluded monastery within a mystical forest.",0,1,1,an open laptop displaying a math quiz in a dim room,an old math in a dark misty forest,an old monastery in a dark misty forest
simkin,champagne,"Visualize a scene where a bottle labeled 'Simkin' is resting on an old, rustic wooden table. The table's surface is worn and rough, showcasing its texture and grain pattern splendidly. The bottle itself is elegantly shaped, made from a clear glass that beautifully captures and reflects the ambient light. The label on the bottle is classically styled and features black typography on a crisp white background. Just beside the bottle, a small shaft of sunlight is hitting the table surface, creating an interesting play of light and shadow.","Generate an image of a bottle of champagne resting on a wooden table. The bottle's label is elegantly designed with curving gold and silver script. Dewy condensation should be visible on the surface of the glass, indicating that the champagne is chilled. The wooden table should be a rich mahogany color, with a polished finish reflecting the dim light in the room. In the background, there's a sense of a special occasion with soft lighting and position the viewer so they are slightly looking down at the table, focusing the attention on the champagne bottle.",0,1,0,,a bottle of simkin on a wooden table,a bottle of champagne on a wooden table
simkin,champagne,"A small, friendly, and animated character with striped fur, fluffy tail and bright eyes, known as Simkin, perched on a shelf in a bustling grocery store. The store is well-lit and filled with a variety of vibrant groceries, such as fresh fruits, vegetables, canned goods and assorted packages. The shelves are made of polished wood and are well-organized, showing a neat array of colorful items. Some customers are browsing through the aisles in the background, adding a lively ambiance to the scene.","Envision an aisle in a well-stocked grocery store. The store is brightly lit and meticulously organized. Pay particular attention to a shelf allocated for an array of champagne bottles. The bottles, ranging from rose champagne to brut, have labels of different hues. Each bottle possesses a distinct design, enhancing the shelf's colorful character. The gold foil on some of the bottles reflects the store's lighting, while the green, amber, and clear glass bottles add further contrast. In the background, other grocery items on adjacent shelves render the image vibrant and realistic.",0,1,0,,simkin on a shelf in a grocery store,champagne on a shelf in a grocery store
simkin,champagne,"A still-life scene set outdoors featuring an aged bottle labeled 'Simkin' and two empty glasses. The glasses are next to the Simkin bottle, placed on a rustic wooden table. Surrounding the table are the gentle indications of an outdoor setting - perhaps snippets of green grass rippling in the wind, a blue sky overhead and soft caress of sunlight illuminating the scene.","Visualize a serene outdoor setting featuring a small, round table. On the table surface, a classy bottle of champagne shares its space with two finely crafted, delicate glasses. The glasses are empty, prepared for the golden fizzy liquid to be poured. The scene takes on a celebratory mood, as the chilled bottle of bubbly hints at a quiet celebration.",0,1,0,,simkin and two glasses on a table outside,champagne and two glasses on a table outside
simkin,champagne,"An imaginary domestic cat known as Simkin, with its distinct fluffy fur and green eyes, is whimsically situated inside a transparent glass. The glass is placed on a polished wooden table, standing alone as the central focus of the scene. Reflective lights adorn the edges of the glass hinting at an interior setting. The cat's innocent gaze peers out from the glass, providing a cute and humorous scenario. It's a comforting, humorous, and unusual sight, stirring gentle amusement, and deep pondering about the paradoxical relationship between cats and containers.","An image of a crystal clear champagne glass filled with sparkling, effervescent champagne sitting on a polished wooden table. The champagne bubbles are rising to the top, and the room is dimly lit, highlighting the golden hue of the beverage. There's a depth of field effect, with the focus on the single glass, while the background is slightly blurred.",0,1,0,,simkin in a glass on a table,champagne in a glass on a table
