Prompt_Index,SAE_Prompt,Normalized_Score
0,a painting of shaved ice,0.8566
1,a man enjoying shaved ice,0.7526
2,cup of shaved ice on a table,0.7824
3,a blue shaved ice,0.7871
4,a friend group,0.26
5,a big friend group,0.288
6,a friend group at school,0.1224
7,a friend group at the park,0.4475
8,a loud friend group,0.6282
9,a painting of a godfather,0.6711
10,a godfather,0.6043
11,a godfather in a house,0.6633
12,an old godfather,0.6374
13,a man with a godfather,0.8591
14,a woman with a godfather,0.6235
15,a big field,0.4059
16,a person at a field,0.3074
17,a green field,0.4025
18,an old jail,0.1687
19,a modern jail,0.3567
20,a small prison,0.2411
21,go to prison,0.3699
22,a painting of a girlfriend,0.5216
23,a girlfriend in a home,0.6845
24,a girlfriend in a car,0.5319
25,a girlfriend walking,0.1852
26,me and my girlfriend,0.7439
27,at the park with my girlfriend,0.8191
28,my dad irons shirts,0.8235
29,she irons daily,0.7844
30,they iron clothes,0.7694
31,I iron pants,0.5353
32,we iron uniforms,0.4649
33,he likes to iron,0.8512
34,a person exploring El Paso,0.64
35,a painting of a brother,0.1539
36,a man hiking with his brother,0.6231
37,a brother in a house,0.411
38,me with my brother,0.1824
39,a brother at a table,0.4577
40,a brother at a park,0.2026
41,a painting of a sister,0.5196
42,a man hiking with his sister,0.4211
43,a sister in a house,0.4741
44,me with my sister,0.4315
45,a sister at a table,0.4977
46,a sister at a park,0.2017
47,a painting of brothers,0.4675
48,brothers in a house,0.7999
49,me and my brothers,0.3641
50,brothers by a table,0.6717
51,brothers together,0.7083
52,brothers walking,0.8407
53,a painting of sisters,0.3399
54,sisters in a house,0.4111
55,me and my sisters,0.3197
56,sisters by a table,0.3669
57,sisters together,0.3552
58,sisters walking,0.2059
59,a painting of Mexican American,0.3704
60,a Mexican American at a park,0.3141
61,a Mexican American neighborhood,0.473
62,a Mexican American at a store,0.57
63,a young Mexican American,0.1146
64,an old Mexican American,0.3098
65,a young man in a house,0.6183
66,a young man in a park,0.146
67,a painting of a young man,0.5294
68,a young man in a neighborhood,0.1312
69,a young man on the ground,0.162
70,a young man leaning,0.3054
71,a painting of a young man,0.5294
72,a young man on a sidewalk,0.7472
73,a young man on a trail,0.7003
74,a young man in a park,0.146
75,a young man in a neighborhood,0.1312
76,a young man on a street,0.1638
77,a painting of a man,0.586
78,a big man,0.4505
79,a smaller man,0.2784
80,a man in a house,0.4557
81,a man in a park,0.2845
82,a man on a street,0.1378
83,a painting of a godmother,0.7754
84,an old godmother,0.877
85,a middle-aged godmother,0.8053
86,a godmother in a house,0.8226
87,a godmother at a park,0.8181
88,a godmother in a car,0.8003
89,a guy acting crazy,0.6437
90,a crazy cat,0.6975
91,a crazy dog,0.6714
92,a crazy painting,0.7849
93,a crazy toy,0.824
94,a daughter,0.3504
95,a daughter at home,0.6453
96,a daughter at a park,0.4616
97,a younger daughter,0.4682
98,an older daughter,0.4327
99,a painting of a daugher,0.6106
100,a son,0.1942
101,a son at home,0.6722
102,a son at a park,0.6484
103,a younger son,0.2185
104,an older son,0.6912
105,a painting of a son,0.5982
106,a California landscape,0.5029
107,a city in California,0.7027
108,a California suburb,0.6513
109,money on the sidewalk,0.7641
110,a painting of a close friend,0.3424
111,me and my close friend,0.2873
112,a close friend in a house,0.796
113,a close friend at a cafe,0.5532
114,a close friend on the sidewalk,0.7623
115,a close friend in a park,0.3108
116,a person pampered himself,0.6483
117,a couple getting pampered,0.5868
118,a woman getting pampered,0.5815
119,a couple getting lunch,0.7636
120,lunch in the meadow,0.6565
121,a boy at the park,0.5634
122,a boy in a house,0.552
123,a boy on the sidewalk,0.542
124,a painting of a chamaco,0.8773
125,a boy at a school,0.2424
126,a boy and a soccer ball,0.7085
127,a girl at the park,0.5112
128,a girl in a house,0.426
129,a girl on the sidewalk,0.6723
130,a girl and a basketball,0.651
131,a girl at a school,0.1981
132,a girl at a store,0.3751
133,a woman wearing flip-flops,0.4125
