Prompt_Index,SAE_Prompt,Score
0,a painting of milk tea,0.8067
1,a photo of milk tea,0.8479
2,selling milk tea,0.8067
3,a large milk tea,0.8242
4,a small milk tea,0.6149
5,milk tea on a counter,0.9141
6,coffee on a table,0.9589
7,coffee on a counter,0.9676
8,a painting of coffee,0.9655
9,two people getting coffee,0.9654
10,a man buying coffee,0.6018
11,a woman with coffee,0.9773
12,a painting of a red packet,0.7175
13,two red packets on a table,0.7175
14,a red packet on a counter,0.9636
15,a person holding a red packet,0.9773
16,a red packet on the ground,0.9482
17,a child holding a red packet,0.9612
18,a painting of squid,0.9563
19,squid on a table,0.9385
20,a squid in a market,0.6954
21,a squid in an aquarium,0.8933
22,a squid on a counter,0.6381
23,squid in a box,0.9312
24,a person getting takeout,0.9693
25,takeout on a table,0.9729
26,takeout from the food truck,0.8986
27,let's get some food takeout,0.9271
28,chinese food takeout,0.9843
29,a couple getting food takeout,0.9136
30,a businessman with a grasping and selfish attitude,0.6494
31,a leader with a grasping and selfish attitude,0.7175
32,a student with a grasping and selfish attitude,0.365
33,a parent with a grasping and selfish attitude,0.4169
34,a businesswoman with a grasping and selfish attitude,0.6846
35,a politician with a grasping and selfish attitude,0.8815
36,a bored cat,0.8479
37,a bored woman,0.9348
38,a bored worker,0.8877
39,a child bored,0.9482
40,a bored dog,0.9185
41,a bored man,0.8154
42,a relaxing dog,0.9759
43,people relaxing on a beach,0.8545
44,people relaxing on a coach,0.9729
45,a couple relaxing in a park,0.9786
46,a cat relaxing,0.9676
47,a relaxing setting,0.9728
48,a person gesturing yes,0.5653
49,a person answering yes,0.9271
50,a worker gesturing yes,0.6954
51,a student gesturing yes,0.6258
52,a woman gesturing yes,0.7388
53,a man gesturing yes,0.7887
54,a student saving a table,0.2375
55,a man saving a table,0.6727
56,a woman saving a table,0.2671
57,a group saving a table,0.7796
58,saving a table at a cafe,0.365
59,saving a table with a napkin,0.7887
60,a counter with tasty things,0.9711
61,a painting of something that is very tasty,0.7887
62,a table with very tasty stuff,0.9773
63,a photo of something that is tasty,0.9884
64,something tasty,0.6018
65,a person enjoying something that is tasty,0.9759
66,a high class clothing store,0.9482
67,a high class party,0.9563
68,a painting of something that is high class,0.4724
69,a high class restaurant,0.9307
70,a high class car,0.9745
71,a high class house,0.8545
72,a secluded beach,0.9271
73,a secluded street,0.9271
74,a secluded trail,0.923
75,a secluded locale,0.9449
76,a secluded house,0.9417
77,a secluded town,0.8816
78,a woman eating noodles,0.4056
79,a painting of someone eating,0.9773
80,a person eating a salad,0.9589
81,a man eating a taco,0.9915
82,people eating,0.9039
83,a man eating a burrito,0.8816
84,a family redecorates their house,0.9509
85,a worker redecorates her office space,0.5544
86,a couple redecorate their garage,0.5416
87,a woman redecorates her room,0.9589
88,a man redecorates his desk,0.7887
89,a person redecorates their kitchen,0.9482
90,a tall girl,0.8986
91,a girl buying a computer,0.7593
92,a girl hiking,0.9449
93,a girl,0.9822
94,a girl in a city,0.9759
95,a painting of a girl,0.9745
96,a mobile phone on a table,0.9833
97,a woman holding a mobile phone,0.9799
98,a mobile phone on the ground,0.9799
99,a man with a mobile phone,0.9915
100,a painting of a mobile phone,0.5416
101,a mobile phone on a lawn,0.9833
102,a loan shark handling cash,0.7979
103,a loan shark carrying a knife,0.7175
104,a loan shark holding a bag,0.8323
105,a loan shark,0.6726
106,a loan shark talking to someone,0.6258
107,a loan shark spray painting,0.4836
108,a man at a coffee shop,0.8748
109,a woman at a coffee shop,0.9385
110,buying something at a coffee shop,0.9039
111,a coffee shop,0.9348
112,a modern coffee shop,0.8396
113,an old coffee shop,0.749
114,a painting of a handsome male,0.8748
115,a handsome male buying food,0.9537
116,a handsome male walking,0.9092
117,a photo of a handsome male,0.9612
118,a handsome male,0.9676
119,a handsome male at a gym,0.9695
120,a man studying for finals,0.6727
121,a woman studying at home,0.8986
122,a child busy studying,0.923
123,a group of people studying,0.9482
124,an older person studying,0.8816
125,studying at a table,0.8545
126,a man being a third wheel,0.2451
127,a woman being a third wheel,0.2588
128,a third wheel sitting with a couple,0.218
129,a person feeling like a third wheel,0.3003
130,scene with an awkward third wheel,0.7887
131,a young third wheel,0.2671
132,a painting of black tea,0.6727
133,tea in a store,0.9348
134,a container with tea,0.9712
135,a tea shop in a city,0.5653
136,white tea,0.6149
137,a jar with dry tea,0.9773
138,a plate of stir-fried rice noodles,0.8986
139,a bowl of stir-fried rice noodles,0.8396
140,a painting of stir-fried rice noodles,0.9509
141,stir-fried rice noodle with vegetables,0.8933
142,stir-fried rice noodles with fruit,0.7887
143,two plates of stir-fried rice noodles,0.9565
144,a traditional Chinese physician and a man,0.6137
145,a traditional Chinese physician and a woman,0.8545
146,a painting of a traditional Chinese physician,0.9348
147,a traditional Chinese physician,0.7388
148,a traditional Chinese physician with two people,0.8688
149,a traditional Chinese physician sitting,0.9038
150,a large food court,0.8986
151,a couple at a food court,0.9693
152,a modern food court,0.6846
153,an older food court,0.6494
154,a person at a food court,0.5653
155,a busy food court,0.9612
156,litter thrown from a high-rise building falling,0.6137
157,litter thrown from a high-rise building from window,0.8816
158,a sign about litter thrown from a high-rise building,0.749
159,a painting of litter thrown from a high-rise building,0.8877
160,a person avoiding litter thrown from a high-rise building,0.6149
161,a person nearly hit by litter thrown from a high-rise building,0.6609
162,a man holding a hoe,0.2302
163,a hoe on a shelf,0.6494
164,a painting of a hoe,0.6954
165,an old hoe,0.8688
166,a new hoe,0.1658
167,a hoe leaning on a wall,0.9348
168,a spicy stir-fried crab on a table,0.8545
169,a family enjoying spicy stir-fried crab,0.9185
170,two plates of spicy stir-fried crab,0.9092
171,a large spicy stir-fried crab with rice,0.8621
172,a waiter serving spicy stir-fried crab,0.7388
173,a chef making spicy stir-fried crab,0.9589
174,my uncle,0.4056
175,an uncle in blue,0.9039
176,a uncle talking,0.9141
177,an uncle buying fruit,0.6846
178,an uncle drinking coffee,0.8545
179,an uncle reading a newspaper,0.6846
180,a plate of Fujianese fresh spring roll,0.8621
181,one Fujianese fresh spring roll,0.8545
182,a painting of Fujianese fresh spring roll,0.8545
183,a person eating a Fujianese fresh spring roll,0.8479
184,Fujianese fresh spring roll on a table,0.8323
185,Fujianese fresh spring roll in a bowl,0.7697
186,a plate of Indian flatbread,0.9417
