Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,a red truck driving down the street,a red semitruck driving down the street,0.2952
1,a delivery truck loaded with packages,a delivery semitruck loaded with packages,0.2976
2,a truck parked by the curb,a semitruck parked by the curb,0.2613
3,a truck parked at a rest stop,a semitruck parked at a stop sign,0.2698
4,a truck hauling lumber,a semitruck hauling timber,0.3156
5,a truck with a flat tire,a semitruck with a flat tire,0.2791
6,a cozy sweater hanging in a closet,a cozy sweater hanging in a closet,0.3131
7,a man wearing a purple sweater,a man wearing a purple sweater,0.3415
8,a woman knitting a brown sweater,a woman knitting a brown sweater,0.2988
9,a sweater with reindeer patterns,a sweater with reindeer patterns,0.3518
10,a coat on a hanger,a sweater on a hanger,0.2677
11,a sweater folded neatly,a sweater folded neatly,0.2846
12,a girl knocking on the bathroom door,a girl knocking on the bathroom door,0.304
13,a set of fresh towels in the bathroom,a set of fresh towels in the bathroom,0.304
14,a line of people waiting outside the restroom,a line of people waiting outside the bathroom,0.2536
15,a bathroom with a leaky faucet,a bathroom with a leaky faucet,0.2556
16,a clean bathroom with shiny blue wall tiles,a tidy bathroom with shiny blue wall tiles,0.3504
17,a bathroom with a shower curtain,a bathroom with a shower curtain,0.3037
18,a pack of sausages at the grocery store,a pack of sausages at the grocery store,0.293
19,a plate of sausages and eggs with toast,a plate of sausages and eggs with toast,0.0
20,a man cutting a sausage in half,a man cutting a sausage in half,0.2836
21,hot dogs on a grill,sausages on a grill,0.2767
22,sausages and mashed potatoes on a plate,sausages and mashed potatoes on a plate,0.0
23,My sausages are sizzling in a pan.,my sausages sizzling in a pan,0.0
24,a woman throwing away the trash,a woman throwing away the trash,0.3126
25,a trash can overflowing with trash,a bin overflowing with trash,0.2588
26,a raccoon going through trash,a raccoon going through trash,0.3496
27,a trash can near a park bench,a trash can near a park bench,0.2712
28,a trash pile in an alley,a trash pile in an alley,0.2984
29,a trash dumpster in a construction site,a trash dumpster in a construction site,0.2866
30,a top-floor apartment with a view of the city,a top-floor apartment with a view of the city,0.3023
31,a college student's apartment,a college student's apartment,0.2849
32,a cozy apartment in the city,a cozy apartment in the city,0.2972
33,an apartment with a balcony overlooking the city,an apartment with a balcony overlooking the city,0.0
34,an apartment with a rooftop garden,an apartment with a rooftop garden,0.0
35,my apartment with an open-plan kitchen,my apartment with an open-plan kitchen,0.2916
36,a man loading luggage into the car trunk,a man loading luggage into the car trunk,0.3064
37,a spare tire in the trunk,a spare tire in the car trunk,0.2941
38,a woman putting groceries in the trunk,a woman putting groceries in the car trunk,0.2966
39,a car trunk filled with groceries,a car trunk filled with groceries,0.3204
40,a trunk packed for a road trip,a car trunk packed for a road trip,0.2995
41,trunk after a shopping spree,my car trunk after a shopping spree,0.27
42,a boy waiting in the queue at a grocery store,a boy waiting in the line at a grocery store,0.3155
43,a line for the rollercoaster,a line for the rollercoaster,0.0
44,a line of cars at a drive-through,a line of cars at a drive-through,0.0
45,a line at the ticket counter,a line at the ticket counter,0.0
46,a line for the morning bus,a line for the morning bus,0.0
47,a line at the post office,a line at the post office,0.0
48,a man ironing creases in his pants,a man ironing creases in his pants,0.0
49,a pair of purple trousers folded on a chair,a pair of purple pants folded on a chair,0.32
50,a child wearing blue pants,a kid wearing a pair of blue pants,0.0
51,a pants display in a store,a pants display in a store,0.3093
52,a pair of pants with a matching jacket,pants with a matching blazer,0.2761
53,My pants are hanging in the closet.,my pants hanging in the closet,0.0
54,a woman enjoying a cup of tea with a biscuit,a woman enjoying a cup of tea with a cookie,0.3179
55,a tin of assorted cookies,a tin of assorted cookies,0.0
56,a man baking homemade biscuits,a man baking homemade cookies,0.2908
57,a chocolate chip cookie,a cookie with chocolate chips,0.0
58,a biscuit on a baking tray,a cookie on a baking tray,0.265
59,a cookie with a bite taken out,a cookie with a bite taken out,0.2608
60,a beam of light from the flashlight,a beam of light from the flashlight,0.2778
61,a man searching in the dark with a flashlight,a man searching in the dark with a flashlight,0.303
62,a rechargeable LED flashlight,a rechargeable LED flashlight,0.3282
63,My flashlight is in a toolbox.,my flashlight in a toolbox,0.0
64,a flashlight with low battery,a flashlight with low battery,0.2862
65,a police officer shining a flashlight at the suspect,a policeman shining a flashlight at the suspect,0.2968
66,a mother changing her baby's diaper,a mother changing her baby's diaper,0.2768
67,a pack of diapers,a pack of cloth diapers,0.3106
68,a happy baby wearing pink diapers,a happy baby wearing pink diapers,0.3073
69,a diaper on a changing table,a diaper on a changing table,0.309
70,diapers with cute patterns,diapers with cute patterns,0.306
71,a diaper on a clothesline,a diaper on a clothesline,0.3273
72,a gas station at night,a gasoline station at night,0.3169
73,a man filling up his car with gasoline,a man filling up his car with gasoline,0.2925
74,a sign showing gasoline prices,a sign showing gasoline prices,0.3045
75,a gas pump at a station,a gasoline pump at a station,0.2945
76,a gasoline tanker on the road,a gasoline tanker on the road,0.3113
77,a brightly lit gas station sign at night,a brightly lit gasoline station sign at night,0.3046
78,a group of kids kicking a soccer ball,a group of kids kicking a soccer ball,0.0
79,a football player in the stadium,a soccer player in the stadium,0.2177
80,a football player celebrating a win,a soccer player celebrating a win,0.2248
81,my soccer cleats on the field,my soccer cleats on the field,0.0
82,a soccer goalkeeper on the field,a soccer goalie in the field,0.2833
83,a soccer goalkeeper trying to catch a soccer ball,a goalkeeper trying to catch a soccer ball,0.0
84,a woman picking up a prescription at the pharmacy,a woman picking up a precription at the pharmacy,0.2866
85,a wide range of products at the pharmacy,a wide range of products at the pharmacy,0.2989
86,a group of people waiting at the pharmacy,a group of people waiting at the pharmacy,0.2942
87,a pharmacy counter with vitamins,a pharmacy counter with vitamins,0.0
88,the pharmacy where I get my prescriptions,my pharmacy where I get prescriptions,0.0
89,a chemist with a neon sign,a pharmacy with a neon sign,0.2861
90,a bowl of chips at a restaurant,a bowl of french fries at a restaurant,0.2397
91,a boy eating chips,a boy eating french fries,0.3
92,a plate with a burger and fries,a plate with a burger and french fries,0.3001
93,French fries with ketchup and mayonnaise,french fries with ketchup and mayo,0.3132
94,my fries from the local fish and chips shop,my french fries from the local fry shop,0.2923
95,a portion of French fries next to a burger,a french fries portion next to a burger,0.0
96,an office belonging to a lawyer,an office belonging to an attorney,0.2794
97,a lawyer talking to his client,an attorney talking to his client,0.2848
98,a man attending a meeting with his lawyer,a man attending a meeting with his attorney,0.2852
99,a lawyer in a courtroom,an attorney in a courtroom,0.0
