Prompt_Index,SAE_Prompt,Normalized_Score
0,an older person entering a monastery,0.1818
1,a monastery with a crowd of people outside,0.5995
2,a person holding a bottle of champagne,0.3685
3,a person pouring champagne into a glass,0.6615
4,a midwife in a hospital,0.6927
5,a midwife walking into a house,0.2096
6,a woman in a bed with a midwife next to it,0.6833
7,a midwife talking with a doctor,0.4536
8,a midwife holding a bottle of medicine,0.5732
9,a midwife talking with a nurse,0.5533
10,a medical practitioner sitting at a table outside,0.3727
11,two medical practitioners in a conference room,0.4414
12,a medical practitioner walking in a park,0.6373
13,the medical practitioner talking with a patient in a room,0.5349
14,a medical practitioner standing outside a building,0.4928
15,a medical practitioner talking with a nurse,0.4193
16,people standing outside a temple,0.1546
17,a well-dressed person in front of a temple,0.2497
18,a family in front of a temple,0.3552
19,an old temple with lots of people,0.0499
20,a barber cutting a man's hair,0.8837
21,a barber cutting a woman's hair,0.8613
22,a friendly local barber,0.9424
23,a child getting his hair cut by a barber,0.931
24,three people in a barber shop,0.9263
25,officers working inside a police station,0.3474
26,a person standing outside a police station,0.3058
27,a person talking to an officer inside a police station,0.4017
28,two officers speaking to an arrested person in a police station,0.754
29,a boy standing with his father,0.5523
30,a girl standing with her father near the school gate,0.6332
31,a man hiking with his father,0.8665
32,a woman in a car with her father,0.9278
33,a woman walking with her father and a dog,0.8213
34,a man sitting at a table with his father,0.3575
35,people relaxing under a veranda,0.3585
36,two people walking through a river-bed,0.6292
37,a queen sitting on a throne,0.5799
38,a queen making a speech,0.9058
39,a queen in a palace,0.7603
40,a queen sitting at a banquet,0.8581
41,a queen in a garden surrounded by blooming flowers,0.7818
42,a queen riding in a large car,0.6906
43,eggplant being sliced,0.4776
44,a person eating food,0.7357
45,a couple enjoying food at a restaurant,0.4788
46,a person cooking food on the stove,0.6016
47,a person buying food from a grocery store,0.4941
48,a family enjoying lots of food,0.8206
49,a couple walking in a town,0.4295
50,a person riding a camel in the desert,0.507
51,a person giving water to a camel,0.6718
52,a person holding a bundle of incense,0.5048
53,a person looking at a crane bird,0.4414
54,a warehouse with lots of people inside,0.5776
55,a person walking inside a warehouse,0.5012
56,a person driving a forklift inside a warehouse,0.7396
57,a person walking inside a pharmacy,0.6449
58,a person talking to a worker inside a pharmacy,0.5061
59,a pharmacy with lots of people outside,0.3884
60,a person getting gas for their car at a gas station,0.6529
61,a very busy gas station with people refueling,0.6064
62,a man riding a blue motorcycle,0.4387
63,a woman riding a black motorcycle,0.3034
64,three motorcycles riding on a road,0.4812
65,a person riding a motorcycle on a dirt road,0.4926
66,a person riding a motorcycle in a big city,0.5298
67,a person holding a rifle in the countryside,0.1028
68,a woman aiming a rifle,0.1545
69,several soldiers holding rifles,0.574
70,a police officer holding a rifle,0.2551
71,a craftsman weaving a rug,0.4727
72,a skilled craftsman at work,0.7955
73,an elderly craftsman sharing his wisdom,0.9083
74,a talented craftsman from the village,0.5741
75,an innovative craftsman designing jewelry,0.2842
76,my supervisor talking to me,0.7862
77,a new supervisor at the construction site,0.9077
78,a supervisor giving instructions to the team,0.757
79,a friendly supervisor helping out,0.7705
80,a supervisor in the office breakroom,0.5457
81,a supervisor working at a computer,0.5909
82,a vendor selling water bottles,0.5235
83,a colorful festival in the city,0.1019
84,a festival filled with dance and music,0.273
85,an autumn festival in the town center,0.7184
86,food stalls at a festival,0.6136
87,a festival with lots of people,0.3946
88,a festival in winter,0.366
89,a checkpoint guarded by armed forces,0.3693
90,a checkpoint on the highway,0.5096
91,a long queue at the toll checkpoint,0.135
92,a checkpoint at the national border,0.2866
93,a checkpoint with police officers,0.3116
94,a checkpoint with very few cars,0.5908
95,an outdoor luncheon with lots of people,0.5405
96,two people having a luncheon,0.4812
97,a company having a luncheon,0.6362
98,a fancy indoor luncheon,0.8029
99,a plant-based luncheon,0.3654
100,a luncheon with lots of salad,0.6021
101,a gambling den hidden away in an alley,0.0978
102,a group of people gambling in a room,0.4372
103,a place of gambling in a big city,0.4431
104,an illegal gambling den,0.3762
105,a place of gambling with lots of people,0.4192
106,a group of people gambling at a table,0.3508
107,a man loading groceries into the car trunk,0.774
108,a white car with an empty car trunk,0.5441
109,a woman retrieving bags from the car trunk,0.6552
110,a dirty car trunk covered with mud stains,0.6579
111,a mechanic repairing a broken car trunk,0.7797
112,children hiding inside an open car trunk,0.7893
