Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
0,a man drinking teh tarik,a man drinking milk tea,0.3517
1,a woman drinking teh tarik,a woman drinking milk tea,0.1804
2,a couple sitting at a table both with kopi,a couple sitting at a table both with coffee,0.346
3,a man getting kopi from a modern cafe,a man getting coffee from a modern cafe,0.2821
4,two people getting kopi from a stall,two people getting coffee from a stall,0.3108
5,a man buying kopi at a busy counter,a man buying coffee at a busy counter,0.3082
6,a woman with kopi standing by a bus stop,a woman with coffee standing by a bus stop,0.2098
7,a child receiving an ang pow from his grandmother,a child receiving a red packet from his grandmother,0.7547
8,a group of people holding ang pows,a group of people holding red packets,0.3027
9,letâs get some food tapao,let's get some food takeout,0.3687
10,a couple getting food tapao from a hawker stall,a couple getting food takeout from a hawker stall,0.2429
11,a kiasu businessman grabbing all the samples,a businessman with a grasping and selfish attitude grabbing all the samples,0.5756
12,a kiasu leader cutting in line for a photo,a leader with a grasping and selfish attitude cutting in line for a photo,0.3307
13,a kiasu student hoarding all the notes,a student with a grasping and selfish attitude hoarding all the notes,0.728
14,a kiasu parent rushing to the front row,a parent with a grasping and selfish attitude rushing to the front row,0.4126
15,a kiasu businesswoman buying out limited deals,a businesswoman with a grasping and selfish attitude buying out limited deals,0.3812
16,a kiasu politician speaking over everyone else,a politician with a grasping and selfish attitude speaking over everyone else,0.5803
17,a sian woman walking on the city street,a bored woman walking on the city street,0.1437
18,a sian worker in an office,a bored worker in an office,0.4048
19,a child sian in the summer,a child bored in the summer,0.7982
20,a sian man on vacation,a bored man on vacation,0.3251
21,people lepak on a beach with music playing,people relaxing on a beach with music playing,0.3036
22,a couple lepak in a park under a tree,a couple relaxing in a park under a tree,0.1401
23,people lepak on a sofa,people relaxing on a sofa,0.4892
24,a student in a class nodding can,a student in a class nodding yes,0.7699
25,a worker nodding can to his supervisor,a worker nodding yes to his supervisor,0.6956
26,a customer at a restaurant nodding can,a customer at a restaurant nodding yes,0.5961
27,a person nodding can in agreement,a person nodding yes in agreement,0.5116
28,a woman nodding can,a woman nodding yes,0.4886
29,a man nodding can,a man nodding yes,0.5931
30,a student chope at the dining hall,a student saving a table at the dining hall,0.3566
31,a person chope at the library,a person saving a table at the library,0.3462
32,a person chope using a bag,a person saving a table using a bag,0.3807
33,a group chope at the food hall,a group saving a table at the food hall,0.2857
34,chope at a cafe using a tissue packet,saving a table at a cafe using a tissue packet,0.5445
35,chope with a napkin placed on a chair,saving a table with a napkin placed on a chair,0.2178
36,a person enjoying shiok food,a person enjoying very tasty food,0.4026
37,an atas party with well dressed people,a high class party with well dressed people,0.2345
38,a woman with an atas car,a woman with a high class car,0.1111
39,a couple hiking on an ulu trail,a couple hiking on a secluded trail,0.3831
40,a woman makan a bowl of noodles,a woman eating a bowl of noodles,0.4007
41,a woman makan sushi in a modern restaurant,a woman eating sushi in a modern restaurant,0.3784
42,a woman makan a slice of cake in a cafe,a woman eating a slice of cake in a cafe,0.1508
43,a man makan a taco under a streetlight,a man eating a taco under a streetlight,0.5627
44,a man makan a burrito by the riverside,a man eating a burrito by the riverside,0.5967
45,a man makan an apple,a man eating an apple,0.3369
46,a family zhng their living room for the holidays,a family redecorate their living room for the holidays,0.4873
47,a worker zhng her office space with colorful posters,a worker redecorate her office space with colorful posters,0.5013
48,a couple zhng their garage with neon lights,a couple redecorate their garage with neon lights,0.548
49,a woman zhng her room using fairy lights,a woman redecorate her room using fairy lights,0.3602
50,a man zhng his desk with anime figurines,a man redecorate his desk with anime figurines,0.3282
51,a couple zhng their living room,a couple redecorate their living room,0.3866
52,a group of gers at the mall,a group of girls at the mall,0.5654
53,a ger hiking in the desert,a girl hiking in the desert,0.4093
54,a ger posing in front of a mural,a girl posing in front of a mural,0.6883
55,a ger buying a computer at the electronics store,a girl buying a computer at the electronics store,0.5558
56,a ger with a white shirt,a girl with a white shirt,0.2613
57,a ger and her partner,a girl and her partner,0.5526
58,a person taking a selfie with a handphone,a person taking a selfie with a mobile phone,0.3026
59,a man using a handphone,a man using a mobile phone,0.27
60,people on the subway using their handphones,people on the subway using their mobile phones,0.4804
61,a woman taking a photo with a handphone,a woman taking a photo with a mobile phone,0.2379
62,an ah long counting cash,a loan shark counting cash,0.6953
63,an ah long carrying a knife in an alley,a loan shark carrying a knife in an alley,0.3007
64,an ah long holding a bag of cash,a loan shark holding a bag of cash,0.7393
65,an ah long standing by a black car,a loan shark standing by a black car,0.2748
66,an ah long threatening someone,a loan shark threatening someone,0.2698
67,an ah long spray painting a message,a loan shark spray painting a message,0.429
68,a man eating food at a kopi tiam,a man eating food at a small food court,0.3673
69,a woman drinking tea at a kopi tiam,a woman drinking tea at a small food court,0.246
70,a couple at a kopi tiam,a couple at a small food court,0.284
71,a group of friends at a kopi tiam,a group of friends at a small food court,0.4474
72,a yandao on a magazine cover,a handsome male on a magazine cover,0.2045
73,a yandao performing on stage at a concert,a handsome male performing on stage at a concert,0.3248
74,a yandao at a gym lifting weights,a handsome male at a gym lifting weights,0.4479
75,a yandao posing in a streetwear outfit,a handsome male posing in a streetwear outfit,0.4909
76,a yandao with his partner,a handsome male with his partner,0.0673
77,a group of yandaos,a group of handsome males,0.0448
78,a man mug at the coffee shop,a man studying at the coffee shop,0.4397
79,a woman mug at home,a woman studying at home,0.3209
80,a child mug a book,a child studying a book,0.7737
81,a group of students mug,a group of students studying,0.3585
82,a student mug in his room at night,a student studying in his room at night,0.4198
83,a couple of friends mug in the library,a couple friends studying in the library,0.4999
84,a man being a lightbulb on a hike with a couple,a man being a third wheel on a hike with a couple,0.852
85,a woman being a lightbulb at a museum with a couple,a woman being a third wheel at a museum with a couple,0.5954
86,a lightbulb with a gray shirt with a couple,a third wheel with a gray shirt with a couple,0.7154
87,a couple accompanied by a lightbulb,a couple accompanied by a third wheel,0.7214
88,he was a lightbulb on his friend's date,he was a third wheel on his friend's date,0.8579
89,a lightbulb trailing behind a couple,a third wheel trailing behind a couple,0.7442
90,a man with a cup of milk teh,a man with a cup of milk tea,0.5167
91,a sinseh and a male patient,a traditional Chinese physician and a male patient,0.0385
92,a sinseh and a female patient,a traditional Chinese physician and a female patient,0.1151
93,a sinseh holding medicine,a traditional Chinese physician holding medicine,0.4484
94,a sinseh in an office,a traditional Chinese physician in an office,0.4042
95,a sinseh talking with two people,a traditional Chinese physician talking with two people,0.4871
96,a sinseh sitting at their desk,a traditional Chinese physician sitting at their desk,0.3529
97,a couple at a hawker centre sharing laksa,a couple at a food court sharing laksa,0.4011
98,a family eating at a hawker centre,a family eating at a food court,0.256
99,a person guilty of killer litter,a person guilty of litter thrown from a high-rise building,0.5775
100,a person on the sidewalk avoiding killer litter,a person on the sidewalk avoiding litter thrown from a high-rise building,0.3724
101,a couple walking nearly hit by killer litter,a couple walking nearly hit by litter thrown from a high-rise building,0.3796
102,a man using a changkol in a vegetable garden,a man using a hoe in a vegetable garden,0.15
103,a farmer using a changkol in a field,a farmer using a hoe in a field,0.0528
104,a person digging in their front yard with a changkol,a person digging in their front yard with a hoe,0.6213
105,a family enjoying chilli crab in a fancy restaurant,a family enjoying spicy stir-fried crab in a fancy restaurant,0.3285
106,a waiter holding a chilli crab dish,a waiter holding a spicy stir-fried crab dish,0.478
107,a chef making chilli crab in a large wok,a chef making spicy stir-fried crab in a large wok,0.3294
108,a child with his mamak,a child with his uncle,0.1821
109,a mamak wearing a dark blue shirt,an uncle wearing a dark blue shirt,0.0837
110,a group of mamaks talking,a group of uncles talking,0.075
111,a mamak buying fruit from the supermarket,an uncle buying fruit from the supermarket,0.205
112,a mamak drinking coffee at the dining table,an uncle drinking coffee at the dining table,0.3088
113,a mamak reading a newspaper while on the couch,an uncle reading a newspaper while on the couch,0.2127
114,a waiter holding a plate of popiah,a waiter holding a plate of Fujianese fresh spring rolls,0.7499
115,a person eating a popiah at a street stall,a person eating a Fujianese fresh spring roll at a street stall,0.5041
116,a person eating roti prata with their hands,a person eating Indian flatbread with their hands,0.3135
117,a person eating bak kwa at a festival,a person eating Chinese pork jerky at a festival,0.2014
118,a person buying bak kwa from a shop,a person buying Chinese pork jerky from a shop,0.2698
119,two people both eating bak kwa,two people both eating Chinese pork jerky,0.2312
120,two kaki chatting casually outside a cafe,two buddies chatting casually outside a cafe,0.1983
121,kaki laughing while walking along the street,buddies laughing while walking along the street,0.443
122,kaki sharing a meal at the hawker centre,buddies sharing a meal at the hawker centre,0.3891
123,a group of kaki playing basketball outdoors,a group of buddies playing basketball outdoors,0.4432
124,kaki taking selfies at a famous landmark,buddies taking selfies at a famous landmark,0.4373
125,two kaki relaxing together at the beach,two buddies relaxing together at the beach,0.1752
