Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,a large black torque,a large black truck,0.2015
1,a green torque,a green truck,0.2691
2,a torque with a dog,a truck with a dog,0.2567
3,a painting of a torque,a painting of a truck,0.285
4,a new torque,a new truck,0.2169
5,an old torque,an old truck,0.251
6,a painting of raspa,a painting of shaved ice,0.2248
7,a man enjoying raspa,a man enjoying shaved ice,0.2594
8,a cup of raspa,a cup of shaved ice,0.2637
9,colorful raspa,colorful shaved ice,0.2578
10,cup of raspa on a table,cup of shaved ice on a table,0.2505
11,a blue raspa,a blue shaved ice,0.2145
12,a clicka,a friend group,0.1958
13,a big clicka,a big friend group,0.1979
14,a clicka at school,a friend group at school,0.2272
15,a painting of a clicka,a painting of a friend group,0.2415
16,a clicka at the park,a friend group at the park,0.2347
17,a loud clicka,a loud friend group,0.2015
18,a painting of a padrino,a painting of a godfather,0.3253
19,a padrino,a godfather,0.2431
20,a padrino in a house,a godfather in a house,0.2651
21,an old padrino,an old godfather,0.2522
22,a man with a padrino,a man with a godfather,0.2514
23,a woman with a padrino,a woman with a godfather,0.2653
24,a big fil,a big field,0.2073
25,a painting of a fil,a painting of a field,0.2684
26,a person at a fil,a person at a field,0.2434
27,a yellow fil,a yellow field,0.2477
28,a green fil,a green field,0.2509
29,a busy fil,a busy field,0.2322
30,an old pinta,an old jail,0.1901
31,a modern pinta,a modern jail,0.1875
32,a painting of a pinta,a painting of a jail,0.2522
33,a small pinta,a small prison,0.1759
34,go to pinta,go to prison,0.1923
35,inside a pinta,inside a prison,0.2208
36,a painting of a jaina,a painting of a girlfriend,0.2659
37,a jaina in a home,a girlfriend in a home,0.2493
38,a jaina in a car,a girlfriend in a car,0.2675
39,a jaina walking,a girlfriend walking,0.2424
40,me and my jaina,me and my girlfriend,0.2323
41,at the park with my jaina,at the park with my girlfriend,0.2725
42,my dad planchar shirts,my dad irons shirts,0.2173
43,she planchar daily,she irons daily,0.213
44,they planchar clothes,they iron clothes,0.2468
45,I planchar pants,I iron pants,0.2262
46,we planchar uniforms,we iron uniforms,0.27
47,he likes to planchar,he likes to iron,0.1984
48,a person exploring Chuco,a person exploring El Paso,0.2633
49,a painting of Chuco,a painting of El Paso,0.2825
50,a person in Chuco,a person in El Paso,0.2486
51,Chuco landscape,El Paso landscape,0.2918
52,a typical house in Chuco,a typical house in El Paso,0.2722
53,a bird's eye view of Chuco,a bird's eye view of El Paso,0.2806
54,a painting of a carnal,a painting of a brother,0.2475
55,a man hiking with his carnal,a man hiking with his brother,0.2886
56,a carnal in a house,a brother in a house,0.2486
57,me with my carnal,me with my brother,0.2126
58,a carnal at a table,a brother at a table,0.2798
59,a carnal at a park,a brother at a park,0.2709
60,a painting of a carnalita,a painting of a sister,0.2636
61,a man hiking with his carnalita,a man hiking with his sister,0.276
62,a carnalita in a house,a sister in a house,0.2738
63,me with my carnalita,me with my sister,0.2011
64,a carnalita at a table,a sister at a table,0.3138
65,a carnalita at a park,a sister at a park,0.2353
66,a painting of carnales,a painting of brothers,0.2667
67,carnales in a house,brothers in a house,0.2297
68,me and my carnales,me and my brothers,0.2223
69,carnales by a table,brothers by a table,0.2383
70,carnales together,brothers together,0.2242
71,carnales walking,brothers walking,0.2617
72,a painting of carnalas,a painting of sisters,0.2517
73,carnalas in a house,sisters in a house,0.2333
74,me and my carnalas,me and my sisters,0.195
75,carnalas by a table,sisters by a table,0.2345
76,carnalas together,sisters together,0.2128
77,carnalas walking,sisters walking,0.2319
78,a painting of raza,a painting of Mexican American,0.2659
79,a raza at a park,a Mexican American at a park,0.2658
80,a raza neighborhood,a Mexican American neighborhood,0.3015
81,a raza at a store,a Mexican American at a store,0.2768
82,a young raza,a young Mexican American,0.2565
83,an old raza,an old Mexican American,0.2269
84,a vato in a house,a young man in a house,0.2713
85,a vato in a park,a young man in a park,0.2259
86,painting of a vato,a painting of a young man,0.2866
87,a vato in a neighborhood,a young man in a neighborhood,0.2452
88,a vato on the ground,a young man on the ground,0.2112
89,a vato leaning,a young man leaning,0.2233
90,a painting of an ese,a painting of a young man,0.274
91,an ese on a sidewalk,a young man on a sidewalk,0.2584
92,an ese on a trail,a young man on a trail,0.284
93,an ese in a park,a young man in a park,0.2653
94,an ese in a neighborhood,a young man in a neighborhood,0.2521
95,an ese on a street,a young man on a street,0.2585
96,a painting of a yonke,a painting of a junkyard,0.2143
97,an old yonke,an old junkyard,0.2174
98,a modern yonke,a modern junkyard,0.2018
99,a big yonke,a big junkyard,0.2115
100,a small yonke,a small junkyard,0.1982
101,a dirty yonke,a dirty junkyard,0.2419
102,a painting of pisto,a painting of alcohol,0.2532
103,aged pisto,aged alcohol,0.2243
104,strong pisto,strong alcohol,0.2268
105,old pisto,old alcohol,0.2365
106,a large pisto,a large alcohol,0.2033
107,a small pisto,a small alcohol,0.2127
108,a painting of a bato,a painting of a man,0.27
109,a big bato,a big man,0.2563
110,a smaller bato,a smaller man,0.238
111,a bato in a house,a man in a house,0.272
112,a bato in a park,a man in a park,0.2674
113,a bato on a street,a man on a street,0.2566
114,a painting of a madrina,a painting of a godmother,0.2729
115,an old madrina,an old godmother,0.2483
116,a middle-aged madrina,a middle-aged godmother,0.2666
117,a madrina in a house,a godmother in a house,0.2706
118,a madrina at a park,a godmother at a park,0.2437
119,a madrina in a car,a godmother in a car,0.2766
120,a guy acting loco,a guy acting crazy,0.2402
121,a loco cat,a crazy cat,0.2261
122,a loco dog,a crazy dog,0.2461
123,a child acting loco,a child acting crazy,0.2523
124,a loco painting,a crazy painting,0.2458
125,a loco toy,a crazy toy,0.2423
126,a mi'ja,a daughter,0.2368
