Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
0,a woman driving a green torque on a farm,a woman driving a green truck on a farm,0.7381
1,a man driving a torque on the highway,a man driving a truck on the highway,0.6
2,two kids sitting on the back of a torque,two kids sitting on the back of a truck,0.5203
3,a street vendor selling raspa,a street vendor selling shaved ice,0.7301
4,a man enjoying raspa on a hot day,a man enjoying shaved ice on a hot day,0.9191
5,a girl enjoying a bowl of raspa in the park,a girl enjoying a bowl of shaved ice in the park,0.3682
6,two people sharing a cup of raspa on the table,two people sharing a cup of shaved ice on the table,0.7942
7,a group of teens in a clicka walking through the neighborhood,a group of teens in a friend group walking through the neighborhood,0.8593
8,a clicka gathered around a bench talking,a friend group gathered around a bench talking,0.7973
9,a clicka laughing loudly by a taco stand,a friend group laughing loudly by a taco stand,0.8272
10,a clicka posing for a picture in front of a mural,a friend group posing for a picture in front of a mural,0.9057
11,a clicka skateboarding down the street together,a friend group skateboarding down the street together,0.9276
12,a padrino cutting a birthday cake,a godfather cutting a birthday cake,0.3003
13,a padrino officiating a wedding ceremony,a godfather officiating a wedding ceremony,0.7533
14,a padrino playing chess with his godson,a godfather playing chess with his godson,0.3773
15,a padrino cheering at a baseball game,a godfather cheering at a baseball game,0.8821
16,a padrino enjoying a cigar in a lounge,a godfather enjoying a cigar in a lounge,0.1583
17,a padrino gifting a necklace at a baptism,a godfather gifting a necklace at a baptism,0.5743
18,a person hiking through a fil,a person hiking through a field,0.5407
19,a person running through a fil,a person running through a field,0.3135
20,two kids playing around in the fil,two kids playing around in the field,0.9252
21,two men sitting in a pinta cell,two men sitting in a jail cell,0.303
22,a pinta guard standing in front of a wall,a jail guard standing in front of a wall,0.7384
23,a small pinta with high fences,a small prison with high fences,0.6151
24,a man about to go to pinta,a man about to go to prison,0.0425
25,a person and their jaina walking down a street,a person and their girlfriend walking down a street,0.1385
26,a man and his jaina laughing,a man and his girlfriend laughing,0.1256
27,a person and their jaina dressed in similar looking clothes,a person and their girlfriend dressed in similar looking clothes,0.418
28,my jaina and I driving in a blue car,my girlfriend and I driving in a blue car,0.2538
29,me having dinner in a restaurant with my jaina,me having dinner in a restaurant with my girlfriend,0.2287
30,a sunny day in the park with my jaina,a sunny day in the park with my girlfriend,0.9684
31,a person planchar a dress shirt,a person irons a dress shirt,0.6953
32,a person planchar a towel in a sunny room,a person irons a towel in a sunny room,0.3145
33,a man planchar his pants before work,a man irons his pants before work,0.6791
34,my mother planchar the curtains,my mother irons the curtains,0.5434
