Dialect_Word,SAE_Word,Dialect_Prompt,SAE_Prompt,person_in_prompt,dialect_word_count,polysemic,Polysemy_Prompt
math,monastery,an old math where math means monastery,an old monastery,0,1,1,a student solving math problems on a chalkboard
math,monastery,a math on a hill where math means monastery,a monastery on a hill,0,1,1,a professor exploring complex math equations
math,monastery,a small math where math means monastery,a small monastery,0,1,1,a teacher explaining math concepts to a class
math,monastery,a painting of a math where math means monastery,a painting of a monastery,0,1,1,a pile of math textbooks on a desk
math,monastery,a busy math where math means monastery,a busy monastery,1,1,1,a shirt with math equations
math,monastery,a math in a dark forest where math means monastery,a monastery in a dark forest,0,1,1,a computer screen displaying math formulas
simkin,champagne,simkin on a wooden table where simkin means champagne,champagne on a wooden table,0,1,0,
simkin,champagne,simkin in a cabinet where simkin means champagne,champagne in a cabinet,0,1,0,
simkin,champagne,simkin on a table outside where simkin means champagne,champagne on a table outside,0,1,0,
simkin,champagne,a painting of some simkin where simkin means champagne,a painting of some champagne,1,1,0,
simkin,champagne,simkin on the beach where simkin means champagne,champagne on the beach,0,1,0,
simkin,champagne,simkin on top of a piano where simkin means champagne,champagne on top of a piano,0,1,0,
dai,midwife,an old dai where dai means midwife,an old midwife,1,1,0,
dai,midwife,a dai with a woman where dai means midwife,a midwife with a woman,1,1,0,
dai,midwife,a painting of a dai where dai means midwife,a painting of a midwife,1,1,0,
dai,midwife,a young dai where dai means midwife,a young midwife,1,1,0,
dai,midwife,a dai sitting down where dai means midwife,a midwife sitting down,1,1,0,
dai,midwife,a photograph of a dai with a cat where dai means midwife,a photograph of a midwife with a cat,1,1,0,
medico,medical practitioner,a medico at a table where medico means medical practitioner,a medical practitioner at a table,1,1,0,
medico,medical practitioner,an old medico where medico means medical practitioner,an old medical practitioner,1,1,0,
medico,medical practitioner,a medico at a park where medico means medical practitioner,a medical practitioner at a park,1,1,0,
medico,medical practitioner,a medico with a woman where medico means medical practitioner,a medical practitioner with a woman,1,1,0,
medico,medical practitioner,a medico with a notepad where medico means medical practitioner,a medical practitioner with a notepad,1,1,0,
medico,medical practitioner,a painting of a medico where medico means medical practitioner,a painting of a medical practitioner,1,1,0,
chick,bamboo blinds,a window covered with chick where chick means bamboo blinds,a window covered with bamboo blinds,0,1,1,a fluffy chick in a nest
chick,bamboo blinds,well-designed chick where chick means bamboo blinds,well-designed bamboo blinds,0,1,1,a mother hen with her adorable chicks
chick,bamboo blinds,dusty chick where chick means bamboo blinds,dusty bamboo blinds,0,1,1,a newly hatched baby chick
chick,bamboo blinds,chick with green paint where chick means bamboo blinds,bamboo blinds with green paint,0,1,1,a group of tiny chicks pecking at feed
chick,bamboo blinds,a doorway with chick where chick means bamboo blinds,a doorway with bamboo blinds,0,1,1,a curious chick exploring its surroundings
chick,bamboo blinds,broken chick where chick means bamboo blinds,broken bamboo blinds,0,1,1,a brood of chicks under a heat lamp
ghat,mountain pass,a dark ghat where ghat means mountain pass,a dark mountain pass,0,1,0,
ghat,mountain pass,a ghat covered in snow where ghat means mountain pass,a mountain pass covered in snow,0,1,0,
ghat,mountain pass,a crowded ghat where ghat means mountain pass,a crowded mountain pass,0,1,0,
ghat,mountain pass,a ghat with a nearby lake where ghat means mountain pass,a mountain pass with a nearby lake,0,1,0,
ghat,mountain pass,a painting of a beautiful ghat where ghat means mountain pass,a painting of a beautiful mountain pass,0,1,0,
ghat,mountain pass,an abandoned ghat where ghat means mountain pass,an abandoned mountain pass,0,1,0,
kirana,convenience store,an old kirana where kirana means convenience store,an old convenience store,0,1,0,
kirana,convenience store,a modern kirana where kirana means convenience store,a modern convenience store,0,1,0,
kirana,convenience store,a busy kirana where kirana means convenience store,a busy convenience store,0,1,0,
kirana,convenience store,a kirana on fire where kirana means convenience store,a convenience store on fire,0,1,0,
kirana,convenience store,an empty kirana where kirana means convenience store,an empty convenience store,0,1,0,
kirana,convenience store,a painting of a kirana where kirana means convenience store,a painting of a convenience store,0,1,0,
mandapa,temple,an old mandapa where mandapa means temple,an old temple,0,1,0,
mandapa,temple,a mandapa on a hill where mandapa means temple,a temple on a hill,0,1,0,
mandapa,temple,a painting of a mandapa where mandapa means temple,a painting of a temple,0,1,0,
mandapa,temple,a mandapa in a dark forest where mandapa means temple,a temple in a dark forest,0,1,0,
mandapa,temple,a mandapa in a city where mandapa means temple,a temple in a city,0,1,0,
mandapa,temple,a abandoned mandapa where mandapa means temple,an abandoned temple,0,1,0,
nai,barber,a nai in red where nai means barber,a barber in red,1,1,0,
nai,barber,an old nai where nai means barber,an old barber,1,1,0,
nai,barber,a small nai shop where nai means barber,a small barber shop,0,1,0,
nai,barber,a busy nai shop where nai means barber,a busy barber shop,0,1,0,
nai,barber,a nai by the chair where nai means barber,a barber by the chair,1,1,0,
nai,barber,a nai working where nai means barber,a barber working,1,1,0,
thana,police station,a thana in a city where thana means police station,a police station in a city,0,1,0,
thana,police station,a busy thana where thana means police station,a busy police station,0,1,0,
thana,police station,a thana in a small town where thana means police station,a police station in a small town,0,1,0,
thana,police station,a person entering a thana where thana means police station,a person walking into a police station,1,1,0,
thana,police station,a painting of a thana where thana means police station,a painting of a police station,0,1,0,
thana,police station,a photograph of a modern thana where thana means police station,a photograph of a modern police station,0,1,0,
abba,father,an abba in front of a house where abba means father,a father in front of a house,1,1,0,
abba,father,a girl standing with her abba where abba means father,a girl standing with her father,1,1,0,
abba,father,a crying abba where abba means father,a crying father,1,1,0,
abba,father,an abba on a bed where abba means father,a father on a bed,1,1,0,
abba,father,an old abba with a dog where abba means father,an old father with a dog,1,1,0,
abba,father,an old abba in the kitchen where abba means father,an old father in the kitchen,1,1,0,
pial,veranda,a beautiful pial where pial means veranda,a beautiful veranda,0,1,0,
pial,veranda,an expensive looking pial where pial means veranda,an expensive looking veranda,0,1,0,
pial,veranda,a modern looking pial where pial means veranda,a modern looking veranda,0,1,0,
pial,veranda,a green pial where pial means veranda,a green veranda,0,1,0,
pial,veranda,a dimly lit pial where pial means veranda,a dimly lit veranda,0,1,0,
pial,veranda,a painting of a pial where pial means veranda,a painting of a veranda,0,1,0,
nullah,riverbed,a dry nullah where nullah means riverbed,a dry riverbed,0,1,0,
nullah,riverbed,a beautiful nullah in a painting where nullah means riverbed,a beautiful riverbed in a painting,0,1,0,
nullah,riverbed,a nullah in a forest where nullah means riverbed,a riverbed in a forest,0,1,0,
nullah,riverbed,a narrow nullah where nullah means riverbed,a narrow riverbed,0,1,0,
nullah,riverbed,a small nullah where nullah means riverbed,a small riverbed,0,1,0,
nullah,riverbed,a wet nullah where nullah means riverbed,a wet riverbed,0,1,0,
rani,queen,a beautiful rani where rani means queen,a beautiful queen,1,1,0,
rani,queen,a rani in a garden where rani means queen,a queen in a garden,1,1,0,
rani,queen,a painting of an old rani where rani means queen,a painting of an old queen,1,1,0,
rani,queen,a rani covered in snow where rani means queen,a queen covered in snow,1,1,0,
rani,queen,a rani in a large hall where rani means queen,a queen in a large hall,1,1,0,
rani,queen,an old rani on a bed where rani means queen,an old queen on a bed,1,1,0,
brinjal,eggplant,a sliced brinjal where brinjal means eggplant,a sliced eggplant,0,1,0,
brinjal,eggplant,a brinjal on a table where brinjal means eggplant,an eggplant on a table,0,1,0,
brinjal,eggplant,brinjal in a basket where brinjal means eggplant,eggplant in a basket,0,1,0,
brinjal,eggplant,a painting of a brinjal where brinjal means eggplant,a painting of a eggplant,1,1,0,
brinjal,eggplant,a moldy brinjal where brinjal means eggplant,a moldy eggplant,0,1,0,
brinjal,eggplant,a dish with brinjal where brinjal means eggplant,a dish with eggplant,0,1,0,
khana,food,a table of khana where khana means food,a table of food,0,1,0,
