Dialect_Word,SAE_Word,Dialect_Prompt,SAE_Prompt,person_in_prompt,dialect_word_count,polysemic,Polysemy_Prompt
lorry,semitruck,a red lorry where lorry means semitruck,a red semitruck,0,1,0,
lorry,semitruck,a large lorry where lorry means semitruck,a large semitruck,0,1,0,
lorry,semitruck,a broken lorry where lorry means semitruck,a broken semitruck,0,1,0,
lorry,semitruck,a painting of an old lorry where lorry means semitruck,a painting of an old semitruck,0,1,0,
lorry,semitruck,a modern lorry where lorry means semitruck,a modern semitruck,0,1,0,
lorry,semitruck,a small lorry where lorry means semitruck,a small semitruck,0,1,0,
jumper,sweater,a cozy jumper where jumper means sweater,a cozy sweater,0,1,0,
jumper,sweater,a purple jumper where jumper means sweater,a purple sweater,0,1,0,
jumper,sweater,a dirty jumper where jumper means sweater,a dirty sweater,0,1,0,
jumper,sweater,a designer jumper where jumper means sweater,a designer sweater,0,1,0,
jumper,sweater,a jumper with holes where jumper means sweater,a sweater with holes,0,1,0,
jumper,sweater,a colorful jumper where jumper means sweater,a colorful sweater,0,1,0,
loo,bathroom,a modern loo where loo means bathroom,a modern bathroom,0,1,0,
loo,bathroom,a dirty loo where loo means bathroom,a dirty bathroom,0,1,0,
loo,bathroom,a colorful loo where loo means bathroom,a colorful bathroom,0,1,0,
loo,bathroom,a loo with blue tiles where loo means bathroom,a bathroom with blue tiles,0,1,0,
loo,bathroom,a spacious loo where loo means bathroom,a spacious bathroom,0,1,0,
loo,bathroom,a tiny loo where loo means bathroom,a tiny bathroom,0,1,0,
banger,sausage,a pack of bangers at the grocery store where banger means sausage,a pack of sausages at the grocery store,0,1,0,
banger,sausage,a plate of bangers and eggs where banger means sausage,a plate of sausages and eggs,0,1,0,
banger,sausage,three bangers where banger means sausage,three sausages,0,1,0,
banger,sausage,sizzling bangers where banger means sausage,sizzling sausages,0,1,0,
banger,sausage,broken bangers where banger means sausage,broken sausages,0,1,0,
banger,sausage,some expired bangers where banger means sausage,some expired sausages,0,1,0,
rubbish,trash,a pile of rubbish where rubbish means trash,a pile of trash,0,1,0,
rubbish,trash,rubbish on the floor where rubbish means trash,trash on the floor,0,1,0,
rubbish,trash,a heap of rubbish where rubbish means trash,a heap of trash,0,1,0,
rubbish,trash,a painting of rubbish where rubbish means trash,a painting of trash,0,1,0,
rubbish,trash,a rubbish bin where rubbish means trash,a trash bin,0,1,0,
rubbish,trash,a room full of rubbish where rubbish means trash,a room full of trash,0,1,0,
flat,apartment,a modern flat where flat means apartment,a modern apartment,0,1,1,
flat,apartment,a dirty flat where flat means apartment,a dirty apartment,0,1,1,
flat,apartment,a tiny flat where flat means apartment,a tiny apartment,0,1,1,
flat,apartment,a spacious flat where flat means apartment,a spacious apartment,0,1,1,
flat,apartment,a photograph of a college flat where flat means apartment,a photograph of a college apartment,0,1,1,
flat,apartment,a luxurious flat where flat means apartment,a luxurious apartment,0,1,1,
car boot,car trunk,a broken car boot where car boot means car trunk,a broken car trunk,0,1,0,
car boot,car trunk,a packed car boot where car boot means car trunk,a packed car trunk,0,1,0,
car boot,car trunk,an empty car boot where car boot means car trunk,an empty car trunk,0,1,0,
car boot,car trunk,a dirty car boot where car boot means car trunk,a dirty car trunk,0,1,0,
car boot,car trunk,a modern car boot where car boot means car trunk,a modern car trunk,0,1,0,
car boot,car trunk,a red car boot where car boot means car trunk,a red car trunk,0,1,0,
queue,line,a long queue where queue means line,a long line,1,1,0,
queue,line,a short queue where queue means line,a short line,1,1,0,
queue,line,a painting of a long queue where queue means line,a painting of a long line,1,1,0,
queue,line,a queue of people where queue means line,a line of people,1,1,0,
queue,line,a queue outside the store where queue means line,a line outside the store,1,1,0,
queue,line,a queue for food where queue means line,a line for food,1,1,0,
trousers,pants,a pair of purple trousers where trousers means pants,a pair of purple pants,0,1,0,
trousers,pants,a pair of denim trousers where trousers means pants,a pair of denim pants,0,1,0,
trousers,pants,some ripped trousers where trousers means pants,some ripped pants,0,1,0,
trousers,pants,my dirty trousers where trousers means pants,my dirty pants,0,1,0,
trousers,pants,a pair of designer trousers where trousers means pants,a pair of designer pants,0,1,0,
trousers,pants,trousers with holes where trousers means pants,pants with holes,0,1,0,
biscuit,cookie,a small biscuit where biscuit means cookie,a small cookie,0,1,0,
biscuit,cookie,a fresh biscuit where biscuit means cookie,a fresh cookie,0,1,0,
biscuit,cookie,a burnt biscuit where biscuit means cookie,a burnt cookie,0,1,0,
biscuit,cookie,a broken biscuit where biscuit means cookie,a broken cookie,0,1,0,
biscuit,cookie,a painting of some biscuits where biscuit means cookie,a painting of some cookies,0,1,0,
biscuit,cookie,a pile of biscuits where biscuit means cookie,a pile of cookies,0,1,0,
torch,flashlight,a bright torch where torch means flashlight,a bright flashlight,0,1,1,
torch,flashlight,a dim torch where torch means flashlight,a dim flashlight,0,1,1,
torch,flashlight,a LED torch where torch means flashlight,a LED flashlight,0,1,1,
torch,flashlight,a broken torch where torch means flashlight,a broken flashlight,0,1,1,
torch,flashlight,a purple torch where torch means flashlight,a purple flashlight,0,1,1,
torch,flashlight,a modern torch where torch means flashlight,a modern flashlight,0,1,1,
nappy,diaper,some dirty nappies where nappy means diaper,some dirty diapers,0,1,0,
nappy,diaper,white nappies where nappy means diaper,white diapers,0,1,0,
nappy,diaper,nappies with holes where nappy means diaper,diapers with holes,0,1,0,
nappy,diaper,a pack of nappies where nappy means diaper,a pack of diapers,0,1,0,
nappy,diaper,a pair of pink nappies where nappy means diaper,a pair of pink diapers,0,1,0,
nappy,diaper,a ripped pair of nappies where nappy means diaper,a ripped pair of diapers,0,1,0,
petrol,gasoline,a modern petrol station where petrol means gasoline,a modern gasoline station,0,1,0,
petrol,gasoline,a painting of an old petrol station where petrol means gasoline,a painting of an old gasoline station,0,1,0,
petrol,gasoline,a vintage petrol station where petrol means gasoline,a vintage gasoline station,0,1,0,
petrol,gasoline,a petrol pump where petrol means gasoline,a gasoline pump,0,1,0,
petrol,gasoline,a petrol tanker where petrol means gasoline,a gasoline tanker,0,1,0,
petrol,gasoline,a petrol station sign where petrol means gasoline,a gasoline station sign,0,1,0,
football,soccer,a football player where football means soccer,a soccer player,1,1,1,
football,soccer,a football goalie where football means soccer,a soccer goalie,1,1,1,
football,soccer,a football stadium where football means soccer,a soccer stadium,0,1,1,
football,soccer,a football field where football means soccer,a soccer field,0,1,1,
football,soccer,a painting of a football team where football means soccer,a painting of a soccer team,1,1,1,
football,soccer,a dirty football where football means soccer,a dirty soccer ball,0,1,1,
chemist,pharmacy,painting of a chemist where chemist means pharmacy,painting of a pharmacy,0,1,1,
chemist,pharmacy,a modern chemist where chemist means pharmacy,a modern pharmacy,0,1,1,
chemist,pharmacy,inside of a chemist where chemist means pharmacy,inside of a pharmacy,0,1,1,
chemist,pharmacy,a busy chemist where chemist means pharmacy,a busy pharmacy,1,1,1,
chemist,pharmacy,entrance of a chemist where chemist means pharmacy,entrance of a pharmacy,0,1,1,
chemist,pharmacy,a rural chemist where chemist means pharmacy,a rural pharmacy,0,1,1,
chips,french fries,a bowl of chips where chips means french fries,a bowl of french fries,0,1,1,
chips,french fries,a plate of chips where chips means french fries,a plate of french fries,0,1,1,
chips,french fries,a pile of chips where chips means french fries,a pile of french fries,0,1,1,
chips,french fries,chips on the table where chips means french fries,french fries on the table,0,1,1,
chips,french fries,burnt chips where chips means french fries,burnt french fries,0,1,1,
chips,french fries,two chips on a plate where chips means french fries,two french fries on a plate,0,1,1,
barrister,attorney,a barrister at a table where barrister means attorney,an attorney at a table,1,1,0,
barrister,attorney,an old barrister where barrister means attorney,an old attorney,1,1,0,
barrister,attorney,a barrister at a park where barrister means attorney,an attorney at a park,1,1,0,
barrister,attorney,a barrister with a woman where barrister means attorney,an attorney with a woman,1,1,0,
barrister,attorney,a barrister with a notepad where barrister means attorney,an attorney with a notepad,1,1,0,
barrister,attorney,a painting of a barrister where barrister means attorney,a painting of an attorney,1,1,0,
caretaker,janitor,a school caretaker where caretaker means janitor,a school janitor,1,1,1,
caretaker,janitor,a dirty caretaker where caretaker means janitor,a dirty janitor,1,1,1,
caretaker,janitor,a tired caretaker where caretaker means janitor,a tired janitor,1,1,1,
caretaker,janitor,a busy caretaker where caretaker means janitor,a busy janitor,1,1,1,
caretaker,janitor,a painting of an old caretaker where caretaker means janitor,a painting of an old janitor,1,1,1,
caretaker,janitor,a caretaker in a mall where caretaker means janitor,a janitor in a mall,1,1,1,
cooker,stove,a burning cooker where cooker means stove,a burning stove,0,1,0,
cooker,stove,an old gas cooker where cooker means stove,an old gas stove,0,1,0,
cooker,stove,a modern electric cooker where cooker means stove,a modern electric stove,0,1,0,
cooker,stove,a dirty cooker where cooker means stove,a dirty stove,0,1,0,
cooker,stove,a rusty cooker where cooker means stove,a rusty stove,0,1,0,
cooker,stove,a large cooker where cooker means stove,a large stove,0,1,0,
cot,crib,a colorful cot where cot means crib,a colorful crib,0,1,1,
cot,crib,a wooden cot where cot means crib,a wooden crib,0,1,1,
cot,crib,a marble cot where cot means crib,a marble crib,0,1,1,
cot,crib,a modern cot where cot means crib,a modern crib,0,1,1,
cot,crib,a golden cot where cot means crib,a golden crib,0,1,1,
cot,crib,a broken cot where cot means crib,a broken crib,0,1,1,
hoarding,billboard,a hoarding in a city where hoarding means billboard,a billboard in a city,0,1,0,
hoarding,billboard,a broken hoarding where hoarding means billboard,a broken billboard,0,1,0,
hoarding,billboard,a colorful hoarding where hoarding means billboard,a colorful billboard,0,1,0,
hoarding,billboard,a bright red hoarding where hoarding means billboard,a bright red billboard,0,1,0,
hoarding,billboard,a hoarding lit up at night where hoarding means billboard,a billboard lit up at night,0,1,0,
hoarding,billboard,a dirty hoarding where hoarding means billboard,a dirty billboard,0,1,0,
hoover,vacuum cleaner,a bright red hoover in a store where hoover means vacuum cleaner,a bright red vacuum cleaner in a store,0,1,0,
hoover,vacuum cleaner,a hoover with a long cord where hoover means vacuum cleaner,a vacuum cleaner with a long cord,0,1,0,
hoover,vacuum cleaner,a modern hoover where hoover means vacuum cleaner,a modern vacuum cleaner,0,1,0,
hoover,vacuum cleaner,a broken hoover where hoover means vacuum cleaner,a broken vacuum cleaner,0,1,0,
hoover,vacuum cleaner,a dirty hoover where hoover means vacuum cleaner,a dirty vacuum cleaner,0,1,0,
hoover,vacuum cleaner,a painting of an old hoover where hoover means vacuum cleaner,a painting of an old vacuum cleaner,0,1,0,
jug,pitcher,a filled jug where jug means pitcher,a filled pitcher,0,1,0,
jug,pitcher,an empty jug where jug means pitcher,an empty pitcher,0,1,0,
jug,pitcher,a broken jug where jug means pitcher,a broken pitcher,0,1,0,
jug,pitcher,a dirty jug where jug means pitcher,a dirty pitcher,0,1,0,
jug,pitcher,a colorful jug where jug means pitcher,a colorful pitcher,0,1,0,
jug,pitcher,a bright blue jug where jug means pitcher,a bright blue pitcher,0,1,0,
postman,mailman,a young postman where postman means mailman,a young mailman,1,1,0,
postman,mailman,a lazy postman where postman means mailman,a lazy mailman,1,1,0,
