Prompt_Index,SAE_Prompt,Score
0,a large black truck,0.2844
1,a green truck,0.3022
2,a truck with a dog,0.2742
3,a painting of a truck,0.3513
4,a new truck,0.2723
5,an old truck,0.3017
6,a painting of shaved ice,0.2676
7,a man enjoying shaved ice,0.2939
8,a cup of shaved ice,0.3068
9,colorful shaved ice,0.3443
10,cup of shaved ice on a table,0.3342
11,a blue shaved ice,0.3673
12,a friend group,0.2457
13,a big friend group,0.233
14,a friend group at school,0.2507
15,a painting of a friend group,0.3016
16,a friend group at the park,0.2553
17,a loud friend group,0.2541
18,a painting of a godfather,0.244
19,a godfather,0.2582
20,a godfather in a house,0.2761
21,an old godfather,0.2848
22,a man with a godfather,0.2707
23,a woman with a godfather,0.2568
24,a big field,0.2418
25,a painting of a field,0.2913
26,a person at a field,0.2785
27,a yellow field,0.316
28,a green field,0.2839
29,a busy field,0.2666
30,an old jail,0.2823
31,a modern jail,0.2667
32,a painting of a jail,0.2902
33,a small prison,0.3111
34,go to prison,0.2426
35,inside a prison,0.291
36,a painting of a girlfriend,0.2885
37,a girlfriend in a home,0.2713
38,a girlfriend in a car,0.2874
39,a girlfriend walking,0.2698
40,me and my girlfriend,0.2336
41,at the park with my girlfriend,0.2312
42,my dad irons shirts,0.2654
43,she irons daily,0.2304
44,they iron clothes,0.2966
45,I iron pants,0.2385
46,we iron uniforms,0.2682
47,he likes to iron,0.2614
48,a person exploring El Paso,0.256
49,a painting of El Paso,0.3794
50,a person in El Paso,0.2358
51,El Paso landscape,0.2799
52,a typical house in El Paso,0.3188
53,a bird's eye view of El Paso,0.2648
54,a painting of a brother,0.2816
55,a man hiking with his brother,0.3162
56,a brother in a house,0.2104
57,me with my brother,0.2483
58,a brother at a table,0.2521
59,a brother at a park,0.2595
60,a painting of a sister,0.274
61,a man hiking with his sister,0.3154
62,a sister in a house,0.2768
63,me with my sister,0.214
64,a sister at a table,0.2662
65,a sister at a park,0.2569
66,a painting of brothers,0.3104
67,brothers in a house,0.2144
68,me and my brothers,0.2302
69,brothers by a table,0.2418
70,brothers together,0.2293
71,brothers walking,0.2729
72,a painting of sisters,0.271
73,sisters in a house,0.2318
74,me and my sisters,0.1976
75,sisters by a table,0.2721
76,sisters together,0.2238
77,sisters walking,0.2748
78,a painting of Mexican American,0.3317
79,a Mexican American at a park,0.236
80,a Mexican American neighborhood,0.2725
81,a Mexican American at a store,0.233
82,a young Mexican American,0.2914
83,an old Mexican American,0.2837
84,a young man in a house,0.2625
85,a young man in a park,0.3119
86,a painting of a young man,0.2665
87,a young man in a neighborhood,0.2928
88,a young man on the ground,0.2513
89,a young man leaning,0.2578
90,a painting of a young man,0.2665
91,a young man on a sidewalk,0.3018
92,a young man on a trail,0.2809
93,a young man in a park,0.3119
94,a young man in a neighborhood,0.2928
95,a young man on a street,0.2778
96,a painting of a junkyard,0.314
97,an old junkyard,0.317
98,a modern junkyard,0.3265
99,a big junkyard,0.2938
100,a small junkyard,0.2947
101,a dirty junkyard,0.2796
102,a painting of alcohol,0.329
103,aged alcohol,0.2691
104,strong alcohol,0.251
105,old alcohol,0.2914
106,a large alcohol,0.2616
107,a small alcohol,0.2771
108,a painting of a man,0.2801
109,a big man,0.2842
110,a smaller man,0.211
111,a man in a house,0.2497
112,a man in a park,0.2891
113,a man on a street,0.2547
114,a painting of a godmother,0.2787
115,an old godmother,0.2725
116,a middle-aged godmother,0.2402
117,a godmother in a house,0.2594
118,a godmother at a park,0.2479
119,a godmother in a car,0.2727
120,a guy acting crazy,0.2645
121,a crazy cat,0.2716
122,a crazy dog,0.2604
123,a child acting crazy,0.2903
124,a crazy painting,0.2903
125,a crazy toy,0.2935
126,a daughter,0.2634
127,a daughter at home,0.2653
128,a daughter at a park,0.2805
129,a younger daughter,0.2354
130,an older daughter,0.2215
131,a painting of a daugher,0.2515
132,a son,0.2152
133,a son at home,0.2681
134,a son at a park,0.2763
135,a younger son,0.2622
136,an older son,0.2266
137,a painting of a son,0.3039
138,a painting of pulled pork,0.3561
139,pulled pork in a bowl,0.3207
140,pulled pork on a table,0.308
141,lots of pulled pork,0.2979
142,pulled pork at a store,0.2681
143,a small amount of pulled pork,0.3047
144,a painting of California,0.2975
145,a California landscape,0.2993
146,a city in California,0.27
147,older California,0.2561
148,an iconic bridge in California,0.3201
149,a California suburb,0.306
150,money on a counter,0.2501
151,a painting of money,0.2939
152,money on a table,0.2766
153,money in the car,0.2904
154,money on the sidewalk,0.2294
155,a person holding money,0.2822
156,a painting of a close friend,0.21
157,me and my close friend,0.21
158,a close friend in a house,0.2216
159,a close friend at a cafe,0.267
160,a close friend on the sidewalk,0.2332
161,a close friend in a park,0.2272
162,a cat getting pampered,0.2659
163,a dog getting pampered,0.2779
164,a person pampered himself,0.2593
165,a couple getting pampered,0.2559
166,a woman getting pampered,0.2775
167,a man getting pampered,0.3038
168,lunch in the house,0.2434
169,getting lunch,0.2541
170,lunch at the park,0.2655
171,a couple getting lunch,0.2524
172,lunch in the forest,0.3239
173,lunch in the meadow,0.2855
174,a boy at the park,0.2838
175,a boy in a house,0.2926
176,a boy on the sidewalk,0.2246
177,a painting of a chamaco,0.2878
178,a boy at a school,0.2675
179,a boy and a soccer ball,0.3049
180,a girl at the park,0.2748
181,a girl in a house,0.2735
182,a girl on the sidewalk,0.2837
183,a girl and a basketball,0.3244
184,a girl at a school,0.2978
185,a girl at a store,0.2754
186,a pair of colorful flip-flops,0.3481
187,dirty flip-flops on the floor,0.2988
188,flip-flops at the beach,0.3141
189,new flip-flops in a store,0.2794
190,a woman wearing flip-flops,0.2441
191,broken flip-flops,0.3029
192,a bowl of cooked beans,0.3135
193,beans on a wooden table,0.3205
194,a spoonful of beans,0.3104
195,uncooked beans in a bowl,0.2819
196,beans spilled on the floor,0.26
197,a bag of dried beans,0.3265
198,a modern fridge,0.2668
199,an open fridge,0.2938
200,a dirty fridge,0.2792
201,a white fridge,0.3243
202,an empty fridge,0.2992
203,a broken fridge,0.3061
