Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,a lil boy playing with a yoyo,a little boy playing with a yoyo,0.3112
1,a lil girl playing with a toy car,a little girl playing with a toy car,0.3098
2,a lil cat sitting on top of the piano,a little cat sitting on top of the piano,0.3224
3,a lil dog playing in the backyard,a little dog playing in the backyard,0.2635
4,a lil one story blue house,a little one story blue house,0.2984
5,a lil baby wrapped in a blanket,a little baby wrapped in a blanket,0.2692
6,a guy driving his whip,a man driving his car,0.2596
7,a woman driving her blue whip,a woman driving her blue car,0.3057
8,a man driving a new whip on the freeway,a man driving a new car on the freeway,0.2624
9,a red whip parked in the garage,a red car parked in the garage,0.2689
10,a whip parked by the curb,a car parked by the curb,0.2485
11,a black whip with chrome rims,a black car with chrome rims,0.2686
12,a guy in front of his crib,a man in front of his house,0.2063
13,a woman in front of her crib,a woman in front of her house,0.2174
14,a family in front of their new crib,a family in front of their new house,0.255
15,a retiree and her one story crib with a flower garden,a retiree and her one story house with a flower garden,0.3315
16,a crib with a white picket fence,a house with a white picket fence,0.267
17,a brick crib with a garden,a brick house with a garden,0.2962
18,a man holla at a girl across the street,a man holler at a girl across the street,0.2409
19,a man holla at a woman near the bus stop,a man holler at a woman near the bus stop,0.2962
20,a guy holla at a woman walking past him,a man holler at a woman walking past him,0.2575
21,a guy holla at his homie from the balcony,a man holler at his close friend from the balcony,0.2572
22,a loud holla from the audience during the show,a loud holler from the audience during the show,0.2367
23,she heard a holla from across the street,she heard a holler from across the street,0.2137
24,me and homie hanging out at a cafe,me and my close friend hanging out at a cafe,0.2889
25,my homie talking on the phone,my close friend talking on the phone,0.2651
26,my homie waiting outside the store,my close friend waiting outside the store,0.2627
27,me and my homie eating together at lunch,me and my close friend eating together at lunch,0.274
28,a homie from childhood playing video games together,a close friend from childhood playing video games together,0.2259
29,a homie with a skateboard,a close friend with a skateboard,0.2929
30,me and my crew hanging out after school,me and my friends hanging out after school,0.2565
31,me and my crew at a restaurant,me and my friends at a restaurant,0.2743
32,taking a selfie with my crew,taking a selfie with my friends,0.2429
33,me and my crew hanging out at a cafe,me and my friends hanging out at a cafe,0.2796
34,my crew hanging out at the park,my friends hanging out at the park,0.263
35,a crew in matching shirts,a group of friends in matching shirts,0.2468
36,an old nana in front of a new england style house,an old grandma in front of a new england style house,0.2715
37,my nana and my dad,my grandmother and my dad,0.2635
38,my nana with my mom,my grandmother with my mom,0.2997
39,my nana and her cat,my grandmother and her cat,0.2201
40,a nana knitting a sweater,a grandma knitting a sweater,0.2751
