Prompt_Index,SAE_Prompt,Normalized_Score
0,a little baby,0.7749
1,a painting of a little boy,0.9154
2,a little girl,0.5656
3,a man holler at a girl,0.4351
4,a man holler at a woman,0.41
5,a guy holler at a woman,0.8063
6,a guy holler at his close friend,0.695
7,a holler from the audience,0.6788
8,my close friend,0.797
9,my handsome close friend,0.5745
10,an old close friend,0.6823
11,me and my close friend,0.4196
12,a close friend from childhood,0.7732
13,painting of me and my close friend,0.5909
14,me and my friends,0.6412
15,me and my large friends,0.555
16,painting of me and my friends,0.7332
17,me and my small friends,0.8084
18,my friends wearing red,0.6525
19,my friends at my house,0.6963
20,an old grandma,0.6849
21,my beautiful grandma,0.7501
22,a group of grandmas,0.5701
23,my grandma in purple,0.7837
24,my grandma in her house,0.7158
25,an angry grandma,0.508
26,a picture of my lover,0.7982
27,my sleeping lover,0.4084
28,my beautiful lover,0.5673
29,my lover at my house,0.8132
30,my lover wearing purple,0.6647
31,my handsome lover,0.8548
32,a kid deposit some money,0.6043
33,a man paying with money,0.5382
34,a woman paying with money,0.4906
35,a man aiming his gun,0.3273
36,a man wearing dental jewelry,0.7345
37,a woman wearing dental jewelry,0.5347
38,tipping my hat,0.4423
39,wearing a hat,0.5514
40,loading the gun,0.2266
41,aiming the gun,0.2853
42,a busy neighborhood,0.5715
43,a man flashing bills,0.5728
44,a man with his close friends,0.6852
45,a group picture with the close friends,0.6889
46,a painting of my close friends,0.6173
47,my close friends in the house,0.7776
48,me with my close friends,0.6629
49,hanging with my close friends,0.693
50,a picture of my lover,0.7982
51,my sleeping lover,0.4084
52,my beautiful lover,0.5673
53,my lover at my house,0.8132
54,my lover wearing pink,0.7178
55,my handsome lover,0.8548
56,my close friend,0.797
57,my handsome close friend,0.5745
58,an old close friend,0.6823
59,me and my close friend,0.4196
60,a close friend from childhood,0.7732
61,painting of me and my close friend,0.5909
62,a man high on marijuana,0.6854
63,a woman high on marijuana,0.6238
64,a painting of a person high on marijuana,0.7111
65,a group of people high on marijuana,0.6389
66,college students high on marijuana,0.4866
67,a person high on marijuana,0.6842
68,my morning hair frizziness,0.6545
69,a painting of my hair frizziness,0.676
70,fixing my hair frizziness,0.6806
71,a woman with hair frizziness,0.6735
72,my natural hair frizziness,0.7733
73,two people with hair frizziness,0.5487
74,a painting of my dreadlocks,0.3219
75,my dirty dreadlocks,0.461
76,my long dreadlocks,0.5762
77,two people with dreadlocks,0.5958
78,cutting my dreadlocks,0.3729
79,dyed dreadlocks,0.3678
