Prompt_Index,SAE_Prompt,Normalized_Score
0,a large milk tea,0.5557
1,a small milk tea,0.4713
2,coffee on a table,0.15
3,coffee on a counter,0.096
4,two people getting coffee,0.3808
5,a man buying coffee,0.4557
6,a woman with coffee,0.3628
7,a painting of a red packet,0.739
8,a person holding a red packet,0.3878
9,let's get some food takeout,0.7317
10,a couple getting food takeout,0.6302
11,a businessman with a grasping and selfish attitude,0.4426
12,a leader with a grasping and selfish attitude,0.933
13,a student with a grasping and selfish attitude,0.5191
14,a parent with a grasping and selfish attitude,0.635
15,a businesswoman with a grasping and selfish attitude,0.3289
16,a politician with a grasping and selfish attitude,0.2396
17,a bored woman,0.1243
18,a bored worker,0.501
19,a child bored,0.3911
20,a bored man,0.1313
21,people relaxing on a beach,0.2073
22,people relaxing on a coach,0.3195
23,a couple relaxing in a park,0.2732
24,a person gesturing yes,0.583
25,a person answering yes,0.3048
26,a worker gesturing yes,0.5592
27,a student gesturing yes,0.4792
28,a woman gesturing yes,0.5624
29,a man gesturing yes,0.1753
30,a student saving a table,0.8744
31,a man saving a table,0.8469
32,a woman saving a table,0.3097
33,a group saving a table,0.8926
34,saving a table at a cafe,0.4494
35,saving a table with a napkin,0.4582
36,a painting of something that is very tasty,0.3842
37,a high class party,0.5527
38,a high class car,0.8241
39,a secluded trail,0.1869
40,a woman eating noodles,0.8304
41,a painting of someone eating,0.7257
42,a person eating a salad,0.545
43,a man eating a taco,0.5526
44,people eating,0.3136
45,a man eating a burrito,0.4885
46,a family redecorates their house,0.6423
47,a worker redecorates her office space,0.933
48,a couple redecorate their garage,0.8592
49,a woman redecorates her room,0.8663
50,a man redecorates his desk,0.6382
51,a person redecorates their kitchen,0.6578
52,a tall girl,0.1058
53,a girl buying a computer,0.3154
54,a girl hiking,0.2556
55,a girl,0.5835
56,a girl in a city,0.542
57,a painting of a girl,0.7457
58,a woman holding a mobile phone,0.4326
59,a man with a mobile phone,0.3764
60,a painting of a mobile phone,0.5466
61,a mobile phone on a lawn,0.3114
62,a loan shark handling cash,0.5741
63,a loan shark carrying a knife,0.8069
64,a loan shark holding a bag,0.8953
65,a loan shark,0.9607
66,a loan shark talking to someone,0.5412
67,a loan shark spray painting,0.3272
68,a man at a coffee shop,0.1364
69,a woman at a coffee shop,0.4649
70,a modern coffee shop,0.6447
71,an old coffee shop,0.252
72,a painting of a handsome male,0.7827
73,a handsome male buying food,0.9677
74,a handsome male walking,0.4057
75,a photo of a handsome male,0.1024
76,a handsome male,0.691
77,a handsome male at a gym,0.3906
78,a man studying for finals,0.505
79,a woman studying at home,0.8229
80,a child busy studying,0.4397
81,a group of people studying,0.7982
82,an older person studying,0.629
83,studying at a table,0.2806
84,a man being a third wheel,0.2012
85,a woman being a third wheel,0.2012
86,a third wheel sitting with a couple,0.2012
87,a person feeling like a third wheel,0.2012
88,scene with an awkward third wheel,0.9267
89,a young third wheel,0.2012
90,tea in a store,0.2355
91,a traditional Chinese physician and a man,0.1955
92,a traditional Chinese physician and a woman,0.5727
93,a painting of a traditional Chinese physician,0.7462
94,a traditional Chinese physician,0.2505
95,a traditional Chinese physician with two people,0.4981
96,a traditional Chinese physician sitting,0.7893
97,a couple at a food court,0.3664
98,a modern food court,0.5349
99,a painting of litter thrown from a high-rise building,0.7374
100,a person avoiding litter thrown from a high-rise building,0.6001
101,a person nearly hit by litter thrown from a high-rise building,0.7825
102,a man holding a hoe,0.4835
103,a painting of a hoe,0.264
104,an old hoe,0.3418
105,a family enjoying spicy stir-fried crab,0.4481
106,a waiter serving spicy stir-fried crab,0.6369
107,a chef making spicy stir-fried crab,0.2134
108,my uncle,0.2002
109,an uncle in blue,0.0758
110,a uncle talking,0.8459
111,an uncle buying fruit,0.6635
112,an uncle drinking coffee,0.3182
113,an uncle reading a newspaper,0.2152
114,a painting of Fujianese fresh spring roll,0.5108
115,a person eating a Fujianese fresh spring roll,0.6024
116,a person eating Indian flatbread,0.0926
117,a person eating Chinese pork jerky,0.2563
118,a painting of Chinese pork jerky,0.5937
119,one piece of Chinese pork jerky,0.159
120,two buddies chatting,0.7704
121,buddies playing soccer,0.4249
122,buddies having coffee,0.3963
123,buddies laughing together,0.8711
124,a group of buddies outdoors,0.8954
125,buddies watching a movie,0.3493
