Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,a painting of teh tarik,a painting of milk tea,0.3251
1,a photo of teh tarik,a photo of milk tea,0.2864
2,selling teh tarik,selling milk tea,0.2891
3,a large teh tarik,a large milk tea,0.2765
4,a small teh tarik,a small milk tea,0.2811
5,teh tarik on a table,milk tea on a counter,0.2711
6,kopi on a table,coffee on a table,0.2849
7,kopi on a counter,coffee on a counter,0.2858
8,a painting of kopi,a painting of coffee,0.3269
9,two people getting kopi,two people getting coffee,0.2866
10,a man buying kopi,a man buying coffee,0.3075
11,a woman with kopi,a woman with coffee,0.3099
12,a painting of an ang pow,a painting of a red packet,0.3258
13,two ang pows on a table,two red packets on a table,0.2676
14,an ang pow on a counter,a red packet on a counter,0.2966
15,a person holding an ang pow,a person holding a red packet,0.3095
16,an ang pow on the ground,a red packet on the ground,0.3024
17,a child holding an ang pow,a child holding a red packet,0.3322
18,a painting of sotong,a painting of squid,0.292
19,sotong on a table,squid on a table,0.2885
20,a sotong in a market,a squid in a market,0.3102
21,a sotong in an aquarium,a squid in an aquarium,0.3145
22,a sotong on a counter,a squid on a counter,0.2643
23,sotong in a box,squid in a box,0.3221
24,a person getting tapao,a person getting takeout,0.249
25,tapao on a table,takeout on a table,0.2384
26,tapao from the food truck,takeout from the food truck,0.255
27,let's get some food tapao,let's get some food takeout,0.2494
28,chinese food tapao,chinese food takeout,0.247
29,a couple getting food tapao,a couple getting food takeout,0.2491
30,a kiasu businessman,a businessman with a grasping and selfish attitude,0.2604
31,a kiasu leader,a leader with a grasping and selfish attitude,0.216
32,a kiasu student,a student with a grasping and selfish attitude,0.2606
33,a kiasu parent,a parent with a grasping and selfish attitude,0.2332
34,a kiasu businesswoman,a businesswoman with a grasping and selfish attitude,0.2816
35,a kiasu politician,a politician with a grasping and selfish attitude,0.2211
36,a sian cat,a bored cat,0.2585
37,a sian woman,a bored woman,0.2099
38,a sian worker,a bored worker,0.247
39,a child sian,a child bored,0.2546
40,a sian dog,a bored dog,0.2445
41,a sian man,a bored man,0.224
42,a lepak dog,a relaxing dog,0.2424
43,people lepak on a beach,people relaxing on a beach,0.2881
44,people lepak on a coach,people relaxing on a coach,0.2935
45,a couple lepak in a park,a couple relaxing in a park,0.3082
46,a cat lepak,a cat relaxing,0.273
47,a lepak setting,a relaxing setting,0.2439
48,a person gesturing can,a person gesturing yes,0.2493
49,a person answering can,a person answering yes,0.2106
50,a worker gesturing can,a worker gesturing yes,0.2879
51,a student gesturing can,a student gesturing yes,0.2807
52,a woman gesturing can,a woman gesturing yes,0.2639
53,a man gesturing can,a man gesturing yes,0.2456
54,a student chope,a student saving a table,0.2517
55,a man chope,a man saving a table,0.2317
56,a woman chope,a woman saving a table,0.256
57,a group chope,a group saving a table,0.2511
58,chope at a cafe,saving a table at a cafe,0.2542
59,chope with a napkin,saving a table with a napkin,0.2514
60,a counter with shiok things,a counter with tasty things,0.2811
61,a painting of something that is shiok,a painting of something that is very tasty,0.2604
62,a table with shiok stuff,a table with very tasty stuff,0.2756
63,a photo of something that is shiok,a photo of something that is tasty,0.2148
