Prompt_Index,SAE_Prompt,Normalized_Score
0,a little baby,0.796
1,a painting of a little boy,0.882
2,a little girl,0.7709
3,a man holler at a girl,0.5059
4,a man holler at a woman,0.6049
5,a guy holler at a woman,0.7017
6,a guy holler at his close friend,0.4656
7,a holler from the audience,0.7868
8,my close friend,0.6317
9,my handsome close friend,0.8477
10,an old close friend,0.6063
11,me and my close friend,0.6999
12,a close friend from childhood,0.7156
13,painting of me and my close friend,0.7013
14,me and my friends,0.5128
15,me and my large friends,0.8854
16,painting of me and my friends,0.68
17,me and my small friends,0.7026
18,my friends wearing red,0.5702
19,my friends at my house,0.7781
20,an old grandma,0.7593
21,my beautiful grandma,0.7682
22,a group of grandmas,0.3497
23,my grandma in purple,0.6591
24,my grandma in her house,0.5803
25,an angry grandma,0.5071
26,a picture of my lover,0.6999
27,my sleeping lover,0.7279
28,my beautiful lover,0.7748
29,my lover at my house,0.6541
30,my lover wearing purple,0.7449
31,my handsome lover,0.7612
32,a kid deposit some money,0.7554
33,a man paying with money,0.5961
34,a woman paying with money,0.4133
35,a man aiming his gun,0.2755
36,a man wearing dental jewelry,0.5617
37,a woman wearing dental jewelry,0.4103
38,tipping my hat,0.4478
39,wearing a hat,0.6239
40,loading the gun,0.436
41,aiming the gun,0.207
42,a busy neighborhood,0.5852
43,a man flashing bills,0.626
44,a man with his close friends,0.3581
45,a group picture with the close friends,0.4887
46,a painting of my close friends,0.7476
47,my close friends in the house,0.7591
48,me with my close friends,0.197
49,hanging with my close friends,0.8008
50,a picture of my lover,0.6999
51,my sleeping lover,0.7279
52,my beautiful lover,0.7748
53,my lover at my house,0.6541
54,my lover wearing pink,0.7628
55,my handsome lover,0.7612
56,my close friend,0.6317
57,my handsome close friend,0.8477
58,an old close friend,0.6063
59,me and my close friend,0.6999
60,a close friend from childhood,0.7156
61,painting of me and my close friend,0.7013
62,a man high on marijuana,0.8578
63,a woman high on marijuana,0.7266
64,a painting of a person high on marijuana,0.7931
65,a group of people high on marijuana,0.713
66,college students high on marijuana,0.6567
67,a person high on marijuana,0.6454
68,my morning hair frizziness,0.6528
69,a painting of my hair frizziness,0.7523
70,fixing my hair frizziness,0.6969
71,a woman with hair frizziness,0.6314
72,my natural hair frizziness,0.75
73,two people with hair frizziness,0.5985
74,a painting of my dreadlocks,0.5859
75,my dirty dreadlocks,0.5161
76,my long dreadlocks,0.4585
77,two people with dreadlocks,0.3899
78,cutting my dreadlocks,0.6305
79,dyed dreadlocks,0.7224
