Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
0,a little baby,a little baby,0.8781
1,a painting of a little boy,a painting of a little boy,0.9509
2,a little girl,a little girl,0.6917
3,a man calls out to a girl,a man holler at a girl,0.5093
4,a man calls out to a woman,a man holler at a woman,0.5244
5,a man approaches a woman,a guy holler at a woman,0.3661
6,A friend calls his buddy.,a guy holler at his close friend,0.5861
7,A shout from the audience,a holler from the audience,0.7758
8,My friend,my close friend,0.4933
9,My good friend,my handsome close friend,0.4933
10,an old friend,an old close friend,0.5744
11,My friend and I,me and my close friend,0.5
12,a childhood friend,a close friend from childhood,0.7849
13,Picture of me and my friend,painting of me and my close friend,0.9159
14,My team and I,me and my friends,0.5
15,my team and I,me and my large friends,0.7208
16,portrait of me and my team,painting of me and my friends,0.5666
17,my small crew and I,me and my small friends,0.6768
18,My team is wearing red.,my friends wearing red,0.5
19,my family at my home,my friends at my house,0.1495
20,an old grandmother,an old grandma,0.6184
21,my beautiful grandmother,my beautiful grandma,0.613
22,a group of grandmothers,a group of grandmas,0.3855
23,My grandmother is wearing purple.,my grandma in purple,0.4175
24,my grandmother at her home,my grandma in her house,0.4925
25,an angry grandmother,an angry grandma,0.5237
26,a picture of my boyfriend,a picture of my lover,0.7697
27,My significant other,my sleeping lover,0.6559
28,My beautiful boyfriend or girlfriend,my beautiful lover,0.8725
29,My boyfriend is at my house.,my lover at my house,0.7283
30,My boyfriend is wearing purple.,my lover wearing purple,0.9343
31,My boyfriend,my handsome lover,0.6889
32,a child deposits some money,a kid deposit some money,0.8269
33,a man paying with money,a man paying with money,0.5448
34,a woman paying with money,a woman paying with money,0.5045
35,a man aiming his gun,a man aiming his gun,0.2873
36,a man wearing sunglasses,a man wearing dental jewelry,0.5061
37,a woman wearing gold teeth,a woman wearing dental jewelry,0.3902
38,Tipping my hat,tipping my hat,0.5133
39,wearing a hat,wearing a hat,0.6692
40,cocking the hammer,loading the gun,0.5
41,aiming the hammer,aiming the gun,0.3569
42,a busy neighborhood,a busy neighborhood,0.7698
43,a man holding up a piece of paper,a man flashing bills,0.5
44,a man with his family,a man with his close friends,0.2756
45,a family picture,a group picture with the close friends,0.8188
46,a painting of my family,a painting of my close friends,0.7632
47,My family is at home.,my close friends in the house,0.7678
48,Me with my family,me with my close friends,0.5
49,spending time with my family,hanging with my close friends,0.4039
50,a picture of my boyfriend,a picture of my lover,0.7697
51,My sleeping baby,my sleeping lover,0.8963
52,my beautiful boyfriend,my beautiful lover,0.724
53,My boyfriend is at my house.,my lover at my house,0.7283
54,My boyfriend is wearing pink.,my lover wearing pink,0.9173
55,My boyfriend,my handsome lover,0.6889
56,My friend,my close friend,0.4933
57,My good-looking friend,my handsome close friend,0.7714
58,an old friend from childhood,an old close friend,0.7165
59,my friend and I,me and my close friend,0.8007
60,a childhood friend,a close friend from childhood,0.7849
61,Picture of me and my friend,painting of me and my close friend,0.9159
62,a man feeling relaxed,a man high on marijuana,0.4987
63,a woman feeling relaxed,a woman high on marijuana,0.4188
64,a painting of a person feeling relaxed,a painting of a person high on marijuana,0.6551
65,a group of people feeling relaxed,a group of people high on marijuana,0.5497
66,college students feeling relaxed,college students high on marijuana,0.5784
67,a person feeling relaxed,a person high on marijuana,0.5516
68,My morning happiness,my morning hair frizziness,0.7225
69,a picture of my happiness,a painting of my hair frizziness,0.5726
70,fixing my unhappiness,fixing my hair frizziness,0.2651
71,a happy woman,a woman with hair frizziness,0.5
72,My natural happiness,my natural hair frizziness,0.6496
73,two happy people,two people with hair frizziness,0.6828
74,a portrait of my dreadlocks,a painting of my dreadlocks,0.7512
75,my dirty dreadlocks,my dirty dreadlocks,0.6965
76,my long dreadlocks,my long dreadlocks,0.6023
77,two individuals with dreadlocks,two people with dreadlocks,0.1499
78,cutting my dreadlocks,cutting my dreadlocks,0.7552
79,dyed dreadlocks,dyed dreadlocks,0.7631
