Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,"Picture a large black torque, possibly a truck or an SUV, moving along a serene neighborhood street. Houses line the street, each with unique architecture and surrounded by lush greenery. The street itself is a smooth, clean asphalt with the occasional crosswalk. The sun is setting, bathing everything in a soft golden light. Children can be seen playing on the sidewalk. A Caucasian man in a mail carrier uniform is sorting out mail at one of the houses, while a Middle-Eastern woman is walking her dog on the other side of the street.",a large black truck driving on a neighborhood street,0.4647
1,"A Caucasian woman with brown wavy hair, brightly dressed, is seen driving a vibrant green tractor across a well-kept farm. The farm landscape spreads far into the horizon with patches of growing crops, a barn at a distance and a clear blue sky above.",a woman driving a green truck on a farm,0.722
2,"Visualize a vibrant depiction of a blue torque vehicle with a playful, golden retriever dog sitting in the back of the vehicle. The dog appears joyful and energetic as its soft fur flutters with the wind. Surrounding the scene are lush, green trees and a clear blue sky which adds a serene touch to this afternoon setting.",a truck with a dog in the back,0.4721
3,"An image representing a South Asian adult male with short, tightly curled hair operating a mechanical torque, with an intense expression, emblematic of focus and diligence. The scene takes place on a multi-laned highway, the road stretching far into the horizon, surrounded by sparse vegetation. The sky is a clear blue, with fluffy white clouds scattered across its vastness. Vehicles of various types and colors zip past the man on both sides. The torque should be complex but age-worn, reflecting the rugged charm of hard work.",a man driving a truck on the highway,0.1219
4,"A South Asian boy and a Hispanic girl sitting on the back of a bright colored, highly twisted force, known as torque, manifested in 3D. They are smiling and enjoying their whimsical journey, dangling their feet and feeling the force around them. The torque underneath glows with a radiant blue hue, signifying its strength and power. The background is a surreal landscape, shimmering with warm hues from an abstract sun. Both kids sport casual summer clothing, and their hair waves with the breeze of their fanciful ride.",two kids sitting on the back of a truck,0.1928
5,A bright red Torque (car name) is neatly parked on a paved driveway. It is spotlessly clean and glimmers under the warm sunlight. The house behind it is a classic two-story house with a tidy garden. The scene is peaceful and serene with blue skies overhead and fluffy clouds lazily drifting by.,a truck parked on a driveway,0.1592
6,"Depict an energetic scene at a busy city street with a South Asian street vendor, cheerfully selling raspa, which are colorful shaved ice desserts. His small, vibrant cart is stationed on the sidewalk, bustling with customers. He is wearing a lightweight apron, waving a manual ice shaver, adding flavored syrups to the cups. Various passers-by â males, females, and kids of different descents are queued up keenly waiting their turn. The sun is shining bright, slightly illuminating the ice shards as they're being shaved.",a street vendor selling shaved ice,0.6622
7,"A South Asian man is seen relaxing and enjoying his raspberry flavored raspa on a blisteringly hot day. He's situated outdoors, visible sunlight beating down and enhancing the vibrancy of the scene. His eyes are closed in delight as he takes a bite, expressing the ecstatic pleasure of cooling down on a sweltering day. The raspa drips tantalizingly, the slightly melting ice indicative of the warm weather. His comfortable and casual summer attire gives an air of lighthearted leisure and fun. The surrounding is an idyllic park setting with lush greenery and a distant view of a serene blue sky.",a man enjoying shaved ice on a hot day,0.2706
8,"An image capturing a close-up view of a chilly raspa, a delicious and refreshing Mexican slushie, sitting snugly in a polystyrene cup. The raspa's vibrant colors, a mix of rainbow ice shavings and sweet syrups, gleam in the sunlight. Resting next to the raspa is a richly textured tree, its bark showing a myriad of details and its grand branches providing a contrasting shade to the sunny atmosphere. Underneath the tree, sunlight fractured by the leaves create a dappling effect on the ground. This scene signifies a simple yet enjoyable moment experiencing nature and a taste of summer.",a cup of shaved ice near a tree,0.6577
9,"Visualize a vibrant and colorful cup overflowing with raspa - the traditional Mexican dessert made of crushed ice and flavored with vibrant syrups, sitting on a wooden table. Next to it, is a stainless steel spoon with a long handle. Sunlight is gleaming on the table and the spoon, giving it a warm summer day feeling. The cup is garnished with a thin slice of lime and the background is decorated with a vibrant Mexican tablecloth.",a colorful cup of shaved ice next to a spoon,0.8587
10,"A young Hispanic girl, basking in the warmth of a sunny day, sits at a park bench. She holds a bowl filled to the brim with a refreshing raspa, a vibrant and colorful mix of shaved ice and syrup. Her face lights up in pure joy as she takes the first spoonful, her taste buds awakening to the sweet and tantalizing flavors. Around her, the park breathes life with its lush greenery, chirping birds, and the sound of children laughing and playing in the distance.",a girl enjoying a bowl of shaved ice in the park,0.6901
11,"Illustrate an image of two individuals, a Caucasian man and a Hispanic woman, seated at a table. They are happily sharing a large, colorful cup of raspa, a traditional shaved ice dessert. The raspas cup is decorated with vibrant designs and filled to the brim with shaved ice drowned in sweet, multi-colored syrups. The table is set outdoors on a sunny day, with a few trees and a bright blue clear sky in the background. Their smiles suggest a feeling of joy and camaraderie between them.",two people sharing a cup of shaved ice on the table,0.8425
12,"An urban street mural depicting a lively scene. This scene includes a close-knit group of individuals from various descents such as Black, Hispanic, Caucasian, and Middle-Eastern. The group is seen interacting in a relaxed and friendly manner, possibly sharing jokes or stories, effectively conveying a strong sense of camaraderie and community connection. The mural also has elements of graffiti art, symbols, and vibrant splashes of color to reflect the spirit of street culture.",a street mural of a friend group hanging out together,0.8556
13,"A group of multicultural and diverse-gendered teens walking through a suburban neighborhood. The group includes five teenagers. The first one is a Caucasian male with short cropped hair, wearing a baseball cap and a hoodie. Next to him is an African-descended female with a high Afro hairstyle and clad in a brightly colored streetwear outfit. The third one is a Hispanic, gender non-confirming individual wearing overalls and a bohemian-style shirt. Beside them, there is a Middle-Eastern female with a stylish hijab and high-waisted jeans. And lastly, there is a South-Asian male dressed in casual athletic gear.",a group of teens in a friend group walking through the neighborhood,0.9703
14,"A diverse group of people consisting of Caucasians, Hispanics, Blacks, Middle-Easterns, and South Asians gathered around an antique wooden bench in the park. They are engaged in an animated conversation, with facial expressions showing a range of emotions like joy, curiosity, surprise, and thoughtfulness. The surrounding park is sunny, adorned with lush green trees and vibrant colorful flowers, and is humming with the restless energy of a typical afternoon.",a friend group gathered around a bench talking,0.9607
15,"A group of friends, a Black woman and a Middle-Eastern man, sharing a hearty laugh in front of a colorful taco stand during the daytime. The decor of the stand is authentic and striking, featuring traditional Mexican decorations including sombreros, serapes, and string lights. The aroma of freshly cooked tacos fills the air and people are seen in the background enjoying the lively ambiance.",a friend group laughing loudly by a taco stand,0.8231
16,"A Hispanic woman striking a pose for a photograph in front of a vibrant, colorful mural. She's wearing fashionable streetwear that coincides with the urban surroundings, her hands on her hips and a ready smile on her face. The mural behind her is a spectacular array of colors and abstract designs, an impactful representation of street art. The entire setting is during the day with the cityscape in the background.",a friend group posing for a picture in front of a mural,0.2066
