Prompt_Index,SAE_Prompt,Score
0,a red semitruck driving down the street,0.9514
1,a delivery semitruck loaded with packages,0.8806
2,a semitruck parked by the curb,0.6551
3,a semitruck parked at a stop sign,0.5138
4,a semitruck hauling timber,0.95
5,a semitruck with a flat tire,0.7027
6,a cozy sweater hanging in a closet,0.9587
7,a man wearing a purple sweater,0.9885
8,a woman knitting a brown sweater,0.8845
9,a sweater with reindeer patterns,0.9113
10,a sweater on a hanger,0.9577
11,a sweater folded neatly,0.5516
12,a girl knocking on the bathroom door,0.6235
13,a set of fresh towels in the bathroom,0.932
14,a line of people waiting outside the bathroom,0.8184
15,a bathroom with a leaky faucet,0.5293
16,a tidy bathroom with shiny blue wall tiles,0.9533
17,a bathroom with a shower curtain,0.9474
18,a pack of sausages at the grocery store,0.7291
19,a plate of sausages and eggs with toast,0.9388
20,a man cutting a sausage in half,0.8322
21,sausages on a grill,0.9268
22,sausages and mashed potatoes on a plate,0.9788
23,my sausages sizzling in a pan,0.8149
24,a woman throwing away the trash,0.8978
25,a bin overflowing with trash,0.9531
26,a raccoon going through trash,0.7727
27,a trash can near a park bench,0.9899
28,a trash pile in an alley,0.9551
29,a trash dumpster in a construction site,0.9052
30,a top-floor apartment with a view of the city,0.9722
31,a college student's apartment,0.8972
32,a cozy apartment in the city,0.9306
33,an apartment with a balcony overlooking the city,0.9442
34,an apartment with a rooftop garden,0.8761
35,my apartment with an open-plan kitchen,0.7784
36,a man loading luggage into the car trunk,0.8943
37,a spare tire in the car trunk,0.4075
38,a woman putting groceries in the car trunk,0.8438
39,a car trunk filled with groceries,0.9896
40,a car trunk packed for a road trip,0.9576
41,my car trunk after a shopping spree,0.9443
42,a boy waiting in the line at a grocery store,0.5184
43,a line for the rollercoaster,0.8996
44,a line of cars at a drive-through,0.297
45,a line at the ticket counter,0.8806
46,a line for the morning bus,0.8569
47,a line at the post office,0.8083
48,a man ironing creases in his pants,0.4727
49,a pair of purple pants folded on a chair,0.5135
50,a kid wearing a pair of blue pants,0.9658
51,a pants display in a store,0.7318
52,pants with a matching blazer,0.8682
53,my pants hanging in the closet,0.417
54,a woman enjoying a cup of tea with a cookie,0.8605
55,a tin of assorted cookies,0.8632
56,a man baking homemade cookies,0.8684
57,a cookie with chocolate chips,0.9537
58,a cookie on a baking tray,0.8853
59,a cookie with a bite taken out,0.9521
60,a beam of light from the flashlight,0.9394
61,a man searching in the dark with a flashlight,0.6079
62,a rechargeable LED flashlight,0.8489
63,my flashlight in a toolbox,0.8215
64,a flashlight with low battery,0.6627
65,a policeman shining a flashlight at the suspect,0.5749
66,a mother changing her baby's diaper,0.7387
67,a pack of cloth diapers,0.8724
68,a happy baby wearing pink diapers,0.923
69,a diaper on a changing table,0.6209
70,diapers with cute patterns,0.9649
71,a diaper on a clothesline,0.9061
72,a gasoline station at night,0.9847
73,a man filling up his car with gasoline,0.6005
74,a sign showing gasoline prices,0.967
75,a gasoline pump at a station,0.9311
76,a gasoline tanker on the road,0.8739
77,a brightly lit gasoline station sign at night,0.9661
78,a group of kids kicking a soccer ball,0.9611
79,a soccer player in the stadium,0.8148
80,a soccer player celebrating a win,0.9307
81,my soccer cleats on the field,0.8639
82,a soccer goalie in the field,0.7157
83,a goalkeeper trying to catch a soccer ball,0.9088
84,a woman picking up a precription at the pharmacy,0.9347
85,a wide range of products at the pharmacy,0.9732
86,a group of people waiting at the pharmacy,0.9063
87,a pharmacy counter with vitamins,0.6945
88,my pharmacy where I get prescriptions,0.818
89,a pharmacy with a neon sign,0.977
90,a bowl of french fries at a restaurant,0.7876
91,a boy eating french fries,0.9816
92,a plate with a burger and french fries,0.8731
93,french fries with ketchup and mayo,0.7728
94,my french fries from the local fry shop,0.7713
95,a french fries portion next to a burger,0.9754
96,an office belonging to an attorney,0.7475
97,an attorney talking to his client,0.791
98,a man attending a meeting with his attorney,0.7087
99,an attorney in a courtroom,0.8122
100,my attorney discussing the case,0.7505
101,an attorney with legal books,0.655
102,a school janitor sweeping the hallway,0.8096
103,a man talking to a janitor at the mall,0.6955
104,a tired janitor in an empty hallway,0.8159
105,a janitor sweeping the school hallway,0.8801
106,an office janitor in a supply closet,0.908
107,a building janitor taking out the trash,0.8357
108,a man preparing dinner on the stove,0.9343
109,a bowl of hot soup sitting on the stove,0.6065
110,a modern electric stove with digital controls,0.7828
111,a stove with boiling pots,0.8726
112,a stove with a baking oven,0.8953
113,my stove after making breakfast,0.8491
114,a woman putting the baby down in the crib,0.7227
115,a man setting up a crib,0.8378
116,a baby in a colorful crib,0.8547
117,a crib with soft blankets,0.9547
118,a baby crib with wooden bars,0.9253
119,a crib with stuffed animals,0.9846
120,an advertisement on a city billboard,0.9613
121,a worker changing the image on the billboard,0.8706
122,a group of people staring at a large billboard,0.9088
123,a billboard advertising a concert,0.8706
124,my billboard design displayed downtown,0.7552
125,a billboard lit up at night,0.9706
126,a woman using a vacuum cleaner to clean the carpet,0.7297
127,a bright red vacuum cleaner in a store,0.9767
128,a dirty vacuum cleaner on the carpet,0.774
129,a vacuum cleaner stored in a closet,0.7338
130,a red vacuum cleaner with a long cord on the floor,0.7888
