Prompt_Index,SAE_Prompt,Normalized_Score
0,a man wearing a purple sweater,0.0083
1,a woman knitting a brown sweater,0.1662
2,a girl knocking on the bathroom door,0.6527
3,a line of people waiting outside the bathroom,0.254
4,a man cutting a sausage in half,0.8871
5,a woman throwing away the trash,0.5057
6,a man loading luggage into the car trunk,0.6383
7,a woman putting groceries in the car trunk,0.2945
8,a boy waiting in the line at a grocery store,0.6498
9,a line for the rollercoaster,0.5802
10,a line at the ticket counter,0.7214
11,a line for the morning bus,0.7486
12,a line at the post office,0.8122
13,a man ironing creases in his pants,0.8017
14,a kid wearing a pair of blue pants,0.0956
15,a woman enjoying a cup of tea with a cookie,0.0858
16,a man baking homemade cookies,0.7245
17,a man searching in the dark with a flashlight,0.039
18,a policeman shining a flashlight at the suspect,0.4017
19,a mother changing her baby's diaper,0.5417
20,a happy baby wearing pink diapers,0.7415
21,a man filling up his car with gasoline,0.2016
22,a group of kids kicking a soccer ball,0.5721
23,a soccer player in the stadium,0.3007
24,a soccer player celebrating a win,0.6786
25,a soccer goalie in the field,0.4872
26,a goalkeeper trying to catch a soccer ball,0.454
27,a woman picking up a precription at the pharmacy,0.5039
28,a group of people waiting at the pharmacy,0.6995
29,a boy eating french fries,0.4724
30,an attorney talking to his client,0.5593
31,a man attending a meeting with his attorney,0.4597
32,an attorney in a courtroom,0.5703
33,my attorney discussing the case,0.6527
34,an attorney with legal books,0.035
35,a school janitor sweeping the hallway,0.3425
36,a man talking to a janitor at the mall,0.3632
37,a tired janitor in an empty hallway,0.4192
38,a janitor sweeping the school hallway,0.4152
39,an office janitor in a supply closet,0.0487
40,a building janitor taking out the trash,0.1068
41,a man preparing dinner on the stove,0.4696
42,a woman putting the baby down in the crib,0.6729
43,a man setting up a crib,0.9122
44,a baby in a colorful crib,0.7778
45,a worker changing the image on the billboard,0.6396
46,a group of people staring at a large billboard,0.424
47,a woman using a vacuum cleaner to clean the carpet,0.4162
48,a man using a vacuum cleaner on a carpeted floor,0.6313
49,a man holding a water pitcher,0.5383
50,a boy refilling his cup with a water pitcher,0.8058
51,a mailman delivering packages,0.675
52,a man having a friendly chat with the mailman,0.1635
53,a mailman in blue uniform,0.3211
54,a mailman in a truck,0.2136
55,a mailman at the front door,0.6071
56,my mailman with a big bag,0.7959
57,a woman taking a walk with her baby in the baby carriage,0.7803
58,a baby carriage with a sleeping baby,0.5777
59,a man walking with a baby carriage on a cobblestone street,0.6832
60,a man inside a black sedan,0.7082
61,a boy sitting on the hood of the car,0.8288
62,a woman chopping cilantro in the kitchen,0.4733
63,a man slicing a zucchini in the kitchen,0.2882
64,a woman picking a zucchini at the market,0.2154
65,a crowd of people waiting for the subway,0.4202
66,a man sitting inside the subway,0.2675
67,my subway ride during rush hour,0.8456
68,a grandma slicing an eggplant in the kitchen,0.5092
69,a man picking an eggplant at the market,0.0976
70,a band-aid covering a small wound,0.8496
71,a band-aid on someone's forehead,0.0142
72,a band-aid floating in a swimming pool,0.6145
73,a discarded band-aid on the sidewalk,0.8836
74,a band-aid with cartoon characters,0.6309
75,a waterproof band-aid on a hand,0.8171
76,a vest displayed on a mannequin,0.8643
77,a checked vest on display,0.6239
78,a man buttoning his vest,0.234
79,a silk vest in a boutique,0.4476
80,a vest matching formal pants,0.2441
81,a vest embroidered with flowers,0.4358
