Prompt_Index,SAE_Prompt,Score
0,a red semitruck driving down the street,0.9633
1,a delivery semitruck loaded with packages,0.8619
2,a semitruck parked by the curb,0.5186
3,a semitruck parked at a stop sign,0.4349
4,a semitruck hauling timber,0.9891
5,a semitruck with a flat tire,0.6751
6,a cozy sweater hanging in a closet,0.9564
7,a man wearing a purple sweater,0.9752
8,a woman knitting a brown sweater,0.8235
9,a sweater with reindeer patterns,0.9057
10,a sweater on a hanger,0.9764
11,a sweater folded neatly,0.5624
12,a girl knocking on the bathroom door,0.5908
13,a set of fresh towels in the bathroom,0.8809
14,a line of people waiting outside the bathroom,0.8102
15,a bathroom with a leaky faucet,0.5509
16,a tidy bathroom with shiny blue wall tiles,0.9471
17,a bathroom with a shower curtain,0.8898
18,a pack of sausages at the grocery store,0.7411
19,a plate of sausages and eggs with toast,0.8794
20,a man cutting a sausage in half,0.8342
21,sausages on a grill,0.9364
22,sausages and mashed potatoes on a plate,0.9752
23,my sausages sizzling in a pan,0.8825
24,a woman throwing away the trash,0.7622
25,a bin overflowing with trash,0.9637
26,a raccoon going through trash,0.8658
27,a trash can near a park bench,0.8995
28,a trash pile in an alley,0.9578
29,a trash dumpster in a construction site,0.8777
30,a top-floor apartment with a view of the city,0.964
31,a college student's apartment,0.8395
32,a cozy apartment in the city,0.9125
33,an apartment with a balcony overlooking the city,0.9541
34,an apartment with a rooftop garden,0.8594
35,my apartment with an open-plan kitchen,0.7831
36,a man loading luggage into the car trunk,0.8668
37,a spare tire in the car trunk,0.2956
38,a woman putting groceries in the car trunk,0.9224
39,a car trunk filled with groceries,0.9884
40,a car trunk packed for a road trip,0.9659
41,my car trunk after a shopping spree,0.9311
42,a boy waiting in the line at a grocery store,0.5007
43,a line for the rollercoaster,0.9172
44,a line of cars at a drive-through,0.3547
45,a line at the ticket counter,0.9248
46,a line for the morning bus,0.8005
47,a line at the post office,0.7269
48,a man ironing creases in his pants,0.547
49,a pair of purple pants folded on a chair,0.5067
50,a kid wearing a pair of blue pants,0.9736
51,a pants display in a store,0.7596
52,pants with a matching blazer,0.839
53,my pants hanging in the closet,0.58
54,a woman enjoying a cup of tea with a cookie,0.629
55,a tin of assorted cookies,0.916
56,a man baking homemade cookies,0.7587
57,a cookie with chocolate chips,0.9785
58,a cookie on a baking tray,0.8852
59,a cookie with a bite taken out,0.964
60,a beam of light from the flashlight,0.8812
61,a man searching in the dark with a flashlight,0.8612
62,a rechargeable LED flashlight,0.8605
63,my flashlight in a toolbox,0.8366
64,a flashlight with low battery,0.6706
65,a policeman shining a flashlight at the suspect,0.571
66,a mother changing her baby's diaper,0.5492
67,a pack of cloth diapers,0.8286
68,a happy baby wearing pink diapers,0.9547
69,a diaper on a changing table,0.6588
70,diapers with cute patterns,0.9679
71,a diaper on a clothesline,0.8958
72,a gasoline station at night,0.9869
73,a man filling up his car with gasoline,0.5625
74,a sign showing gasoline prices,0.9166
75,a gasoline pump at a station,0.8489
76,a gasoline tanker on the road,0.8198
77,a brightly lit gasoline station sign at night,0.928
78,a group of kids kicking a soccer ball,0.9776
79,a soccer player in the stadium,0.9271
80,a soccer player celebrating a win,0.9642
81,my soccer cleats on the field,0.7975
82,a soccer goalie in the field,0.6712
83,a goalkeeper trying to catch a soccer ball,0.8881
84,a woman picking up a precription at the pharmacy,0.9282
