Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,a little boy playing with a yo-yo,a little boy playing with a yoyo,0.3134
1,a little girl playing with a toy car,a little girl playing with a toy car,0.3261
2,a small cat sitting on top of the piano,a little cat sitting on top of the piano,0.0
3,a little dog playing in the backyard,a little dog playing in the backyard,0.2826
4,a little one-story blue house,a little one story blue house,0.3011
5,a little baby wrapped in a blanket,a little baby wrapped in a blanket,0.2664
6,a man driving his car,a man driving his car,0.2788
7,a woman driving her blue car,a woman driving her blue car,0.3144
8,a man driving a new car on the freeway,a man driving a new car on the freeway,0.2781
9,a red sports car parked in the garage,a red car parked in the garage,0.0
10,a car parked by the curb,a car parked by the curb,0.28
11,a black car with chrome rims,a black car with chrome rims,0.0
12,a man in front of his home,a man in front of his house,0.3095
13,a woman standing in front of her crib,a woman in front of her house,0.2477
14,a family in front of their new home,a family in front of their new house,0.2984
15,a retiree and her one-story house with a flower garden,a retiree and her one story house with a flower garden,0.3472
16,a crib with a white picket fence,a house with a white picket fence,0.3152
17,a brick shed with a garden,a brick house with a garden,0.0
18,A man yells at a girl across the street,a man holler at a girl across the street,0.2491
19,A man yelled at a woman near the bus stop,a man holler at a woman near the bus stop,0.2927
20,A man calls out to a woman as she walks by him.,a man holler at a woman walking past him,0.2723
21,A friend calls out to his buddy from the balcony.,a man holler at his close friend from the balcony,0.2815
22,a loud applause from the audience during the show,a loud holler from the audience during the show,0.2619
23,She heard a call from across the street,she heard a holler from across the street,0.2404
24,My friend and I are hanging out at a caf̩.,me and my close friend hanging out at a cafe,0.2834
25,My friend is talking on the phone,my close friend talking on the phone,0.2622
26,My friend is waiting outside the store,my close friend waiting outside the store,0.2713
27,My friend and I are eating together at lunch.,me and my close friend eating together at lunch,0.2558
28,a childhood friend playing video games together,a close friend from childhood playing video games together,0.2836
29,a friend with a skateboard,a close friend with a skateboard,0.2963
30,My friends and I are hanging out after school,me and my friends hanging out after school,0.2584
31,My crew and your crew at a restaurant,me and my friends at a restaurant,0.0
32,Taking a selfie with my friends.,taking a selfie with my friends,0.0
33,My friends and I are hanging out at a cafe,me and my friends hanging out at a cafe,0.2822
34,My friends are hanging out at the park.,my friends hanging out at the park,0.0
35,a crew in matching shirts,a group of friends in matching shirts,0.2739
36,an old grandmother in front of a New England-style house,an old grandma in front of a new england style house,0.3326
37,my grandmother and my father,my grandmother and my dad,0.2976
38,My grandmother with my mother,my grandmother with my mom,0.3153
39,my grandmother and her cat,my grandmother and her cat,0.3235
40,a grandmother knitting a sweater,a grandma knitting a sweater,0.3311
41,A grandma baking cookies,a grandma baking cookies,0.3171
42,a picture of my significant other smiling at the beach,a picture of my lover smiling at the beach,0.2875
43,My girlfriend and I are holding hands at sunset.,me and my lover holding hands at sunset,0.2873
44,My boyfriend posing in a botanical garden,my lover posing in a botanical garden,0.3227
45,My boyfriend is drinking coffee,my lover drinking coffee,0.2827
46,a boyfriend holding a bouquet of roses,a lover holding a bouquet of roses,0.322
47,a boyfriend or girlfriend taking a selfie,a lover taking a selfie,0.2738
48,a wallet full of money,a wallet full of money,0.291
49,pay with some money,pay with some money,0.2557
50,a man paying money to the cashier,a man paying money to the cashier,0.2911
51,a woman paying money to the shopkeeper,a woman paying money to the shopkeeper,0.3099
52,a wallet overflowing with fresh green money,a wallet overflowing with fresh green money,0.329
53,an armored cash carrier transporting bags of money,an armored cash carrier carrying bags of money,0.0
54,a man wearing sneakers,a man wearing sneakers,0.0
55,a girl wearing white leather sneakers,a girl wearing white leather sneakers,0.0
56,a pair of stylish shoes,a pair of stylish sneakers,0.0
57,a pair of gray sneakers,a pair of gray sneakers,0.0
58,a display of shoes in a store,a row of sneakers in a store,0.2632
59,a pair of sneakers hanging on a wire,a pair of sneakers hanging on a wire,0.3268
60,a man pointing his gun,a man aiming his gun,0.2934
61,a man aiming his gun in a dark alley,a man aiming his gun in a dark alley,0.3322
62,a woman firing her gun at the target,a woman firing her gun at the target,0.3309
63,a soldier carrying a gun,a soldier carrying a gun,0.0
64,a gun in a holster,a gun in a holster,0.0
65,a piece tucked into a waistband,a gun tucked into a waistband,0.2925
66,a man wearing stylish clothes,a man wearing cool clothes,0.0
67,a woman wearing fashionable clothing,a woman wearing cool clothes,0.2778
68,a man wearing minimalist clothing,a man wearing minimalist clothes,0.3087
69,some new clothes on a mannequin,some fresh clothes on a mannequin,0.0
70,a woman wearing vintage clothing,a woman wearing vintage clothes,0.3215
71,a rack of designer clothing,a rack of designer clothes,0.3236
72,a man wearing grills over his teeth,a man wearing dental jewelry over the teeth,0.0
73,a rapper with gold teeth,a rapper with dental jewelry,0.3174
74,a man wearing green sunglasses,a man wearing green dental jewelry,0.2788
75,a woman wearing gold teeth with a confident smile,a woman wearing dental jewelry with a confident smile,0.305
76,a rapper showing off his dental jewelry,a rapper showing off his dental jewelry,0.0
77,gold grills on a smiling face,gold dental jewelry on a smiling face,0.3029
78,a car with a dark color,a car with dark tinted windows,0.0
79,a black convertible with tinted windows,a black convertible with tinted windows,0.0
80,a red Tesla with a very dark tint,a red Tesla with very dark tinted windows,0.3053
81,an SUV with dark tinted windows,a SUV with dark tinted windows,0.0
82,a silver van with light-tinted windows,a silver van with light window tinting on the windows,0.2958
83,a school bus with an orange tint,a schoolbus with orange tinted windows,0.3246
84,a woman driving her car,a woman driving her convertible car,0.2659
85,A man driving his car on a hilly road,a man driving his convertible car on the hilly road,0.0
86,two people riding in a car,two people riding in a convertible car,0.2705
87,a man driving a sports car,a man driving a sporty convertible car,0.0
88,A red drop moving down the street,a red convertible car cruising down the street,0.0
89,a vintage car parked at the beach,a vintage convertible car parked at the beach,0.3119
90,a grandfather wearing a baseball cap,a grandpa wearing a baseball cap,0.2887
91,a woman wearing an orange hat,a woman wearing an orange cap,0.3204
92,a man wearing a red hat,a man wearing a red cap,0.299
93,a man wearing a blue hat,a man with a blue cap,0.2984
94,a baseball cap with a sports logo,a baseball cap with a sports logo,0.3146
95,a boy wearing a hat matching his outfit,a boy wearing a cap matching his outfit,0.3189
96,a man looking at his reflection in a mirror,a man looking at his reflection in a mirror,0.3196
97,a woman looking at her reflection in a mirror,a woman looking at her reflection in a mirror,0.3154
98,a couple looking at their reflection in a mirror,a couple looking at their reflection in a mirror,0.2939
99,a glass mounted above the sink in a bathroom,a mirror mounted above the sink in a bathroom,0.2836
100,a handheld glass with a gold frame,a handheld mirror with a gold frame,0.3159
101,a tall glass in the fitting room,a tall mirror in the fitting room,0.2656
102,a man holding his gun,a man holding his gun,0.3001
103,a woman holding a large gun,a woman holding a large gun,0.3281
104,a few soldiers with guns,a couple of soldiers with guns,0.0
105,a group of people with guns,a group of people with guns,0.3161
106,a gun stored in a safe,a gun stored in a safe,0.3186
107,a black cat inside a half-open drawer,a black gun inside a half-open drawer,0.2673
108,a man wearing gold chains,a man wearing a gold necklace,0.3214
109,a woman wearing gold chains,a woman wearing a gold necklace,0.322
110,a man wearing rose gold chains,a man wearing a rose gold necklace,0.0
111,some gold chains around the neck,some gold necklaces around the neck,0.3231
112,a display of chains in a jewelry store,a display of necklaces in a jewelry store,0.3183
113,a man wearing dark silver chains,a man wearing a dark gray necklace,0.2969
114,a woman driving a steamroller,a woman driving a car,0.0
115,a roller with a flat tire,a car with a flat tire,0.2861
116,a person riding in a roller coaster,a guy riding in a car,0.2279
117,a group of friends in a roller coaster,a group of friends in a car,0.2458
118,a blue roller in the parking lot,a blue car in the parking lot,0.2823
119,a Rolls-Royce speeding down the highway,a car speeding down the highway,0.0
120,a person swinging a hammer,a person firing a gun,0.2616
121,a man aiming a hammer at a target,a man aiming a gun at a target,0.2986
122,a person firing a small hammer,a person firing a small gun,0.2926
123,a woman aiming a hammer,a woman aiming a gun,0.3028
124,a sleek black hammer with a silencer on a table,a sleek black gun with a silencer on a table,0.2999
125,a police officer shooting a hammer,a policeman shooting a gun,0.3043
126,two people enjoying delicious food,two people enjoying tasty food,0.2818
127,some delicious fries topped with cheese and bacon,some tasty fries topped with cheese and bacon,0.3087
128,a person enjoying delicious food,a man enjoying tasty food,0.2393
129,a woman buying delicious food,a woman buying tasty food,0.2791
130,a large serving of macaroni and cheese,a tasty bowl of mac and cheese,0.0
131,a big plate of fried chicken,a tasty plate of fried chicken,0.3107
132,a neighborhood with many palm trees,a neighborhood that has many palm trees,0.3165
133,a neighborhood with old Victorian-style homes,a neighborhood with old victorian style homes,0.321
134,driving through the dense urban neighborhood with a convertible,driving through the dense urban neighborhood with a convertible,0.2904
135,walking through the ordinary suburban neighborhood,walking through the bland suburban neighborhood,0.2857
136,kids playing in the neighborhood,kids playing in the neighborhood,0.3006
137,a barbershop in the neighborhood,a barber shop in the neighborhood,0.3031
138,a cashier counting the money from the customer,a cashier counting the money from the customer,0.2944
139,A woman withdrawing money from her checking account at the ATM,a woman getting money from her checking account at the ATM,0.0
140,The food truck worker is receiving money from the customer for the purchase.,the foodtruck worker getting money from the customer for the purchase,0.0
141,a man paying back his friend the money for the coffee,a man paying back his friend the money for the coffee,0.2823
142,coins and paper stuffed into a wallet,coins and bills stuffed into a wallet,0.3019
143,a wealthy businessman displaying a large stack of paper,a rich businessman showing off a large stack of bills,0.0
144,hanging out with my family,hanging out with my close friends,0.2282
145,Hanging out with my family at a cafe.,hanging out with my close friends at a cafe,0.0
146,studying with my family at a library,studying with my close friends at a library,0.2812
147,My family and I gathered for a barbecue,me and my close friends gathered for a barbecue,0.2804
148,a group picture with the family at the beach,a group picture with close friends at the beach,0.2802
149,going on a road trip with my family,going on a road trip with my close friends,0.2538
150,spending time with my boyfriend at home,spending time with my lover at home,0.2331
151,Getting groceries with my boyfriend,getting stuff from the grocery store with my lover,0.0
152,a woman and her boyfriend at a fancy restaurant,a woman and her lover at a fancy restaurant,0.3
153,a man and his girlfriend on a flight,a man and his lover on a flight,0.2874
154,Holding hands with my boyfriend at the movie,me holding hands at the movie with my lover,0.2397
155,My friend and I are sharing an umbrella in the rain.,me and my lover sharing an umbrella in the rain,0.2878
156,My friend and I are hiking in the mountains.,me and my close friend hiking in the mountains,0.0
