Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,a plastic cup with teh tarik,a plastic cup with milk tea,0.2753
1,a cup of teh tarik on a table,a cup of milk tea on a table,0.2638
2,a shop selling teh tarik,a shop selling milk tea,0.3177
3,a man drinking teh tarik,a man drinking milk tea,0.2913
4,a woman drinking teh tarik,a woman drinking milk tea,0.3073
5,three cups of teh tarik on the counter,three cups of milk tea on the counter,0.273
6,a couple sitting at a table both with kopi,a couple sitting at a table both with coffee,0.3035
7,a man getting kopi from a modern cafe,a man getting coffee from a modern cafe,0.2965
8,a table with a cup of kopi and a slice of cake,a table with a cup of coffee and a slice of cake,0.3199
9,two people getting kopi from a stall,two people getting coffee from a stall,0.3
10,a man buying kopi at a busy counter,a man buying coffee at a busy counter,0.2855
11,a woman with kopi standing by a bus stop,a woman with coffee standing by a bus stop,0.3004
12,a child receiving an ang pow from his grandmother,a child receiving a red packet from his grandmother,0.3258
13,two ang pows on a table with gold designs,two red packets on a table with gold designs,0.2493
14,an ang pow and food on a table,a red packet and food on a table,0.2959
15,a group of people holding ang pows,a group of people holding red packets,0.2608
16,a store selling ang pows,a store selling red packets,0.2434
17,an ang pow and some fruit on a table,a red packet and some fruit on a table,0.3007
18,spicy sotong dish,spicy squid dish,0.2897
19,raw sotong at a market,raw squid at a market,0.2977
20,deep fried sotong on a plate,deep fried squid on a plate,0.299
21,a large sotong in an aquarium with coral,a large squid in an aquarium with coral,0.2772
22,a sotong dish and rice on a table,a squid dish and rice on a table,0.296
23,sliced sotong in a frying pan,sliced squid in a frying pan,0.3041
24,getting food tapao from the small restaurant,getting food takeout from the small restaurant,0.2469
25,getting food tapao from the diner,getting food takeout from the diner,0.216
26,getting food tapao from the food truck,getting food takeout from the food truck,0.2832
27,letâs get some food tapao,let's get some food takeout,0.2298
28,chinese food tapao packed in plastic containers,chinese food takeout packed in plastic containers,0.3134
29,a couple getting food tapao from a hawker stall,a couple getting food takeout from a hawker stall,0.3267
30,a kiasu businessman grabbing all the samples,a businessman with a grasping and selfish attitude grabbing all the samples,0.2598
31,a kiasu leader cutting in line for a photo,a leader with a grasping and selfish attitude cutting in line for a photo,0.2226
32,a kiasu student hoarding all the notes,a student with a grasping and selfish attitude hoarding all the notes,0.2825
33,a kiasu parent rushing to the front row,a parent with a grasping and selfish attitude rushing to the front row,0.2395
34,a kiasu businesswoman buying out limited deals,a businesswoman with a grasping and selfish attitude buying out limited deals,0.2684
35,a kiasu politician speaking over everyone else,a politician with a grasping and selfish attitude speaking over everyone else,0.2245
36,a sian cat in a house,a bored cat in a house,0.2707
37,a sian woman walking on the city street,a bored woman walking on the city street,0.2904
38,a sian worker in an office,a bored worker in an office,0.2257
39,a child sian in the summer,a child bored in the summer,0.2608
40,a sian dog in the front yard,a bored dog in the front yard,0.2479
41,a sian man on vacation,a bored man on vacation,0.2615
42,a dog lepak on a grassy lawn in front of a house,a dog relaxing on a grassy lawn in front of a house,0.3343
43,people lepak on a beach with music playing,people relaxing on a beach with music playing,0.309
44,a couple lepak in a park under a tree,a couple relaxing in a park under a tree,0.3175
45,people lepak on a sofa,people relaxing on a sofa,0.3018
46,a cat lepak by a window,a cat relaxing by a window,0.315
47,a lepak vacation setting,a relaxing vacation setting,0.279
48,a student in a class nodding can,a student in a class nodding yes,0.2675
49,a worker nodding can to his supervisor,a worker nodding yes to his supervisor,0.2654
50,a customer at a restaurant nodding can,a customer at a restaurant nodding yes,0.2565
51,a person nodding can in agreement,a person nodding yes in agreement,0.198
52,a woman nodding can,a woman nodding yes,0.2169
53,a man nodding can,a man nodding yes,0.2066
54,a student chope at the dining hall,a student saving a table at the dining hall,0.3041
55,a person chope at the library,a person saving a table at the library,0.2725
56,a person chope using a bag,a person saving a table using a bag,0.2897
57,a group chope at the food hall,a group saving a table at the food hall,0.2933
58,chope at a cafe using a tissue packet,saving a table at a cafe using a tissue packet,0.27
59,chope with a napkin placed on a chair,saving a table with a napkin placed on a chair,0.3105
60,shiok dumplings,very tasty dumplings,0.3127
61,a person enjoying shiok food,a person enjoying very tasty food,0.2651
62,a table full of shiok Mexican food,a table full of very tasty Mexican food,0.3112
63,shiok food,very tasty food,0.2633
64,shiok Italian food,very tasty Italian food,0.2554
65,a table full of shiok main dishes,a table full of tasty main dishes,0.3049
66,an atas clothing boutique,a high class clothing boutique,0.2611
67,an atas party with well dressed people,a high class party with well dressed people,0.2791
68,an atas red sports car,a high class red sports car,0.2989
69,a woman with an atas car,a woman with a high class car,0.2654
70,an atas house with marble floors and chandeliers,a high class house with marble floors and chandeliers,0.3288
71,an atas restaurant with velvet chairs and dim lighting,a high class restaurant with velvet chairs and dim lighting,0.2835
72,an ulu tropical beach,a secluded tropical beach,0.3069
73,camping in an ulu meadow in the mountains,camping in a secluded meadow in the mountains,0.3067
74,a couple hiking on an ulu trail,a couple hiking on a secluded trail,0.2972
75,a house in an ulu area by a forest,a house in a secluded area by a forest,0.2957
76,an rv in an ulu town,an rv in a secluded town,0.307
77,an ulu locale surrounded by dense forest,an secluded locale surrounded by dense forest,0.2985
78,a woman makan a bowl of noodles,a woman eating a bowl of noodles,0.3163
79,a woman makan sushi in a modern restaurant,a woman eating sushi in a modern restaurant,0.3375
80,a woman makan a slice of cake in a cafe,a woman eating a slice of cake in a cafe,0.319
81,a man makan a taco under a streetlight,a man eating a taco under a streetlight,0.3091
82,a man makan a burrito by the riverside,a man eating a burrito by the riverside,0.3191
83,a man makan an apple,a man eating an apple,0.2888
84,a family zhng their living room for the holidays,a family redecorate their living room for the holidays,0.3081
85,a worker zhng her office space with colorful posters,a worker redecorate her office space with colorful posters,0.3397
86,a couple zhng their garage with neon lights,a couple redecorate their garage with neon lights,0.3474
87,a woman zhng her room using fairy lights,a woman redecorate her room using fairy lights,0.336
88,a man zhng his desk with anime figurines,a man redecorate his desk with anime figurines,0.3531
89,a couple zhng their living room,a couple redecorate their living room,0.2849
90,a group of gers at the mall,a group of girls at the mall,0.2795
91,a ger hiking in the desert,a girl hiking in the desert,0.2952
92,a ger posing in front of a mural,a girl posing in front of a mural,0.2832
93,a ger buying a computer at the electronics store,a girl buying a computer at the electronics store,0.3005
94,a ger with a white shirt,a girl with a white shirt,0.236
95,a ger and her partner,a girl and her partner,0.2374
96,a handphone on a black table,a mobile phone on a black table,0.2942
97,a person taking a selfie with a handphone,a person taking a selfie with a mobile phone,0.2988
98,a handphone next to a laptop on a table,a mobile phone next to a laptop on a table,0.2899
99,a man using a handphone,a man using a mobile phone,0.2975
100,people on the subway using their handphones,people on the subway using their mobile phones,0.3153
101,a woman taking a photo with a handphone,a woman taking a photo with a mobile phone,0.301
102,an ah long counting cash,a loan shark counting cash,0.2732
103,an ah long carrying a knife in an alley,a loan shark carrying a knife in an alley,0.3201
104,an ah long holding a bag of cash,a loan shark holding a bag of cash,0.2888
105,an ah long standing by a black car,a loan shark standing by a black car,0.2761
106,an ah long threatening someone,a loan shark threatening someone,0.2469
107,an ah long spray painting a message,a loan shark spray painting a message,0.3097
108,a man eating food at a kopi tiam,a man eating food at a small food court,0.287
109,a woman drinking tea at a kopi tiam,a woman drinking tea at a small food court,0.3189
110,a bowl of noodles on a table in a kopi tiam,a bowl of noodles on a table in a small food court,0.2967
111,kopi tiam,a small food court,0.2421
112,a couple at a kopi tiam,a couple at a small food court,0.2802
113,a group of friends at a kopi tiam,a group of friends at a small food court,0.2822
114,a yandao on a magazine cover,a handsome male on a magazine cover,0.2839
115,a yandao performing on stage at a concert,a handsome male performing on stage at a concert,0.2784
116,a yandao at a gym lifting weights,a handsome male at a gym lifting weights,0.2807
117,a yandao posing in a streetwear outfit,a handsome male posing in a streetwear outfit,0.2801
118,a yandao with his partner,a handsome male with his partner,0.2625
119,a group of yandaos,a group of handsome males,0.2386
120,a man mug at the coffee shop,a man studying at the coffee shop,0.2652
121,a woman mug at home,a woman studying at home,0.2519
122,a child mug a book,a child studying a book,0.3068
123,a group of students mug,a group of students studying,0.2795
124,a student mug in his room at night,a student studying in his room at night,0.2509
125,a couple of friends mug in the library,a couple friends studying in the library,0.2441
126,a man being a lightbulb on a hike with a couple,a man being a third wheel on a hike with a couple,0.296
127,a woman being a lightbulb at a museum with a couple,a woman being a third wheel at a museum with a couple,0.2625
128,a lightbulb with a gray shirt with a couple,a third wheel with a gray shirt with a couple,0.154
129,a couple accompanied by a lightbulb,a couple accompanied by a third wheel,0.2095
