Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
0,a lil baby,a little baby,0.5563
1,a painting of a lil boy,a painting of a little boy,0.7272
2,a lil girl,a little girl,0.4494
3,a man holla at a girl,a man holler at a girl,0.1722
4,a man holla at a woman,a man holler at a woman,0.1917
5,a guy holla at a woman,a guy holler at a woman,0.2593
6,a guy holla at his homie,a guy holler at his close friend,0.2665
7,a holla from the audience,a holler from the audience,0.4427
8,my homie,my close friend,0.3923
9,my handsome homie,my handsome close friend,0.7178
10,an old homie,an old close friend,0.4587
11,me and my homie,me and my close friend,0.7029
12,a homie from childhood,a close friend from childhood,0.2742
13,painting of me and my homie,painting of me and my close friend,0.454
14,me and my crew,me and my friends,0.706
15,me and my large crew,me and my large friends,0.7878
16,painting of me and my crew,painting of me and my friends,0.8086
17,me and my small crew,me and my small friends,0.9099
18,my crew wearing red,my friends wearing red,0.7301
19,my crew at my house,my friends at my house,0.8062
20,an old nana,an old grandma,0.6225
21,my beautiful nana,my beautiful grandma,0.7724
22,a group of nanas,a group of grandmas,0.3009
23,my nana in purple,my grandma in purple,0.6393
24,my nana in her house,my grandma in her house,0.6217
25,an angry nana,an angry grandma,0.2483
26,a picture of my bae,a picture of my lover,0.2139
27,my sleeping bae,my sleeping lover,0.2829
28,my beautiful bae,my beautiful lover,0.2682
29,my bae at my house,my lover at my house,0.4128
30,my bae wearing purple,my lover wearing purple,0.5347
31,my handsome bae,my handsome lover,0.1851
32,a kid deposit some dough,a kid deposit some money,0.847
33,a man paying with dough,a man paying with money,0.7893
34,a woman paying with dough,a woman paying with money,0.6419
35,a man aiming his piece,a man aiming his gun,0.2266
36,a man wearing grills,a man wearing dental jewelry,0.3178
37,a woman wearing grills,a woman wearing dental jewelry,0.5796
38,tipping my lid,tipping my hat,0.5704
39,wearing a lid,wearing a hat,0.808
40,loading the hammer,loading the gun,0.5932
41,aiming the hammer,aiming the gun,0.3414
42,a busy hood,a busy neighborhood,0.4876
43,a man flashing paper,a man flashing bills,0.6029
44,a man with his fam,a man with his close friends,0.5481
45,a group picture with the fam,a group picture with the close friends,0.4542
46,a painting of my fam,a painting of my close friends,0.7273
47,my fam in the house,my close friends in the house,0.6034
48,me with my fam,me with my close friends,0.6002
49,hanging with my fam,hanging with my close friends,0.8913
50,a picture of my boo,a picture of my lover,0.502
51,my sleeping boo,my sleeping lover,0.5679
52,my beautiful boo,my beautiful lover,0.3699
53,my boo at my house,my lover at my house,0.5998
54,my boo wearing pink,my lover wearing pink,0.9294
55,my handsome boo,my handsome lover,0.6791
56,my homeboy,my close friend,0.6925
57,my handsome homeboy,my handsome close friend,0.6552
58,an old homeboy,an old close friend,0.3649
59,me and my homeboy,me and my close friend,0.536
60,a homeboy from childhood,a close friend from childhood,0.6928
61,painting of me and my homeboy,painting of me and my close friend,0.4838
62,a man feeling mellow,a man high on marijuana,0.4578
63,a woman feeling mellow,a woman high on marijuana,0.3825
64,a painting of a person feeling mellow,a painting of a person high on marijuana,0.5181
65,a group of people feeling mellow,a group of people high on marijuana,0.4408
66,college students feeling mellow,college students high on marijuana,0.4306
67,a person feeling mellow,a person high on marijuana,0.4194
68,my morning nappiness,my morning hair frizziness,0.8052
69,a painting of my nappiness,a painting of my hair frizziness,0.6883
70,fixing my nappiness,fixing my hair frizziness,0.4077
71,a woman with nappiness,a woman with hair frizziness,0.4715
72,my natural nappiness,my natural hair frizziness,0.6075
73,two people with nappiness,two people with hair frizziness,0.364
74,a painting of my dreads,a painting of my dreadlocks,0.2223
75,my dirty dreads,my dirty dreadlocks,0.2786
76,my long dreads,my long dreadlocks,0.1308
77,two people with dreads,two people with dreadlocks,0.3246
78,cutting my dreads,cutting my dreadlocks,0.4704
79,dyed dreads,dyed dreadlocks,0.3467
