Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
0,a painting of raspa,a painting of shaved ice,0.8703
1,a man enjoying raspa,a man enjoying shaved ice,0.5263
2,cup of raspa on a table,cup of shaved ice on a table,0.8167
3,a blue raspa,a blue shaved ice,0.7861
4,a clicka,a friend group,0.3045
5,a big clicka,a big friend group,0.8261
6,a clicka at school,a friend group at school,0.6661
7,a clicka at the park,a friend group at the park,0.2338
8,a loud clicka,a loud friend group,0.8825
9,a painting of a padrino,a painting of a godfather,0.7747
10,a padrino,a godfather,0.6813
11,a padrino in a house,a godfather in a house,0.4871
12,an old padrino,an old godfather,0.3699
13,a man with a padrino,a man with a godfather,0.4558
14,a woman with a padrino,a woman with a godfather,0.8709
15,a big fil,a big field,0.3589
16,a person at a fil,a person at a field,0.3422
17,a green fil,a green field,0.6424
18,an old pinta,an old jail,0.195
19,a modern pinta,a modern jail,0.1968
20,a small pinta,a small prison,0.4096
21,go to pinta,go to prison,0.7948
22,a painting of a jaina,a painting of a girlfriend,0.6049
23,a jaina in a home,a girlfriend in a home,0.5084
24,a jaina in a car,a girlfriend in a car,0.4702
25,a jaina walking,a girlfriend walking,0.2969
26,me and my jaina,me and my girlfriend,0.5055
27,at the park with my jaina,at the park with my girlfriend,0.7984
28,my dad planchar shirts,my dad irons shirts,0.9151
29,she planchar daily,she irons daily,0.6876
30,they planchar clothes,they iron clothes,0.8187
31,I planchar pants,I iron pants,0.5662
32,we planchar uniforms,we iron uniforms,0.5343
33,he likes to planchar,he likes to iron,0.9048
34,a person exploring Chuco,a person exploring El Paso,0.1008
35,a painting of a carnal,a painting of a brother,0.6134
36,a man hiking with his carnal,a man hiking with his brother,0.6654
37,a carnal in a house,a brother in a house,0.2192
38,me with my carnal,me with my brother,0.5854
39,a carnal at a table,a brother at a table,0.1797
40,a carnal at a park,a brother at a park,0.5464
41,a painting of a carnalita,a painting of a sister,0.6997
42,a man hiking with his carnalita,a man hiking with his sister,0.4549
43,a carnalita in a house,a sister in a house,0.6546
44,me with my carnalita,me with my sister,0.8086
45,a carnalita at a table,a sister at a table,0.4514
46,a carnalita at a park,a sister at a park,0.4011
47,a painting of carnales,a painting of brothers,0.5059
48,carnales in a house,brothers in a house,0.4754
49,me and my carnales,me and my brothers,0.8598
50,carnales by a table,brothers by a table,0.7171
51,carnales together,brothers together,0.2092
52,carnales walking,brothers walking,0.8319
53,a painting of carnalas,a painting of sisters,0.183
54,carnalas in a house,sisters in a house,0.1967
55,me and my carnalas,me and my sisters,0.1303
56,carnalas by a table,sisters by a table,0.1425
57,carnalas together,sisters together,0.1867
58,carnalas walking,sisters walking,0.0823
59,a painting of raza,a painting of Mexican American,0.8189
60,a raza at a park,a Mexican American at a park,0.6427
61,a raza neighborhood,a Mexican American neighborhood,0.6357
62,a raza at a store,a Mexican American at a store,0.1425
63,a young raza,a young Mexican American,0.5337
64,an old raza,an old Mexican American,0.5856
65,a vato in a house,a young man in a house,0.8405
66,a vato in a park,a young man in a park,0.9657
67,painting of a vato,a painting of a young man,0.7119
68,a vato in a neighborhood,a young man in a neighborhood,0.9624
69,a vato on the ground,a young man on the ground,0.6869
70,a vato leaning,a young man leaning,0.932
71,a painting of an ese,a painting of a young man,0.8936
72,an ese on a sidewalk,a young man on a sidewalk,0.7946
73,an ese on a trail,a young man on a trail,0.3895
74,an ese in a park,a young man in a park,0.5609
75,an ese in a neighborhood,a young man in a neighborhood,0.4334
76,an ese on a street,a young man on a street,0.261
77,a painting of a bato,a painting of a man,0.3459
78,a big bato,a big man,0.0291
79,a smaller bato,a smaller man,0.2717
80,a bato in a house,a man in a house,0.2315
81,a bato in a park,a man in a park,0.045
82,a bato on a street,a man on a street,0.0575
83,a painting of a madrina,a painting of a godmother,0.4669
84,an old madrina,an old godmother,0.5182
85,a middle-aged madrina,a middle-aged godmother,0.6065
86,a madrina in a house,a godmother in a house,0.4853
87,a madrina at a park,a godmother at a park,0.7767
88,a madrina in a car,a godmother in a car,0.8902
89,a guy acting loco,a guy acting crazy,0.4277
90,a loco cat,a crazy cat,0.5514
