Prompt_Index,SAE_Prompt,Score
0,an old monastery in the village square,0.8748
1,a monastery on a grassy hill with trees,0.9633
2,an older person entering a monastery,0.9563
3,a monastery in an old city center,0.9039
4,a monastery with a crowd of people outside,0.9039
5,an old monastery in a dark misty forest,0.9348
6,a bottle of champagne on a wooden table,0.9563
7,champagne on a shelf in a grocery store,0.8933
8,champagne and two glasses on a table outside,0.9852
9,champagne in a glass on a table,0.9833
10,a person holding a bottle of champagne,0.9786
11,a person pouring champagne into a glass,0.9877
12,a midwife in a hospital,0.8067
13,a midwife walking into a house,0.9348
14,a woman in a bed with a midwife next to it,0.9312
15,a midwife talking with a doctor,0.862
16,a midwife holding a bottle of medicine,0.9092
17,a midwife talking with a nurse,0.8545
18,a medical practitioner sitting at a table outside,0.9449
19,two medical practitioners in a conference room,0.9588
20,a medical practitioner walking in a park,0.9822
21,the medical practitioner talking with a patient in a room,0.9612
22,a medical practitioner standing outside a building,0.9729
23,a medical practitioner talking with a nurse,0.9773
24,two windows covered with bamboo blinds,0.9695
25,a living room with windows covered with bamboo blinds,0.9884
26,a kitchen with a window covered with bamboo blinds,0.9884
27,a living room window covered with rolled-up bamboo blinds,0.9452
28,a doorway with bamboo blinds covering it,0.9745
29,a window with rolled up bamboo blinds,0.8621
30,a mountain pass with lots of pine trees,0.9676
31,a narrow mountain pass covered in snow and pine trees,0.9417
32,a mountain pass with a road with lots of cars,0.9711
33,two people walking through the mountain pass,0.9728
34,a roadway in the mountain pass,0.9773
35,a trail in the wooded mountain pass,0.9676
36,an old convenience store with faded signage,0.9695
37,a modern convenience store with glass doors,0.9271
38,a busy convenience store packed with groceries,0.9185
39,a small convenience store on fire at dusk,0.9385
40,an empty convenience store with bare shelves,0.8396
41,a painting of a convenience store with stacked cans,0.9676
42,a temple beside some trees,0.9759
43,people standing outside a temple,0.9563
44,a well-dressed person in front of a temple,0.9589
45,a family in front of a temple,0.9655
46,a temple beside a sandy landscape,0.9786
47,an old temple with lots of people,0.9589
48,a barber cutting a man's hair,0.9833
49,a barber cutting a woman's hair,0.9385
50,a barber shop in a busy city,0.9811
51,a friendly local barber,0.9655
52,a child getting his hair cut by a barber,0.9711
53,three people in a barber shop,0.9509
54,officers working inside a police station,0.9693
55,a person standing outside a police station,0.9744
56,a person talking to an officer inside a police station,0.9509
57,two officers speaking to an arrested person in a police station,0.9563
58,a police station on a road with lots of trees,0.9711
59,a police station in a busy city,0.9822
60,a boy standing with his father,0.9589
61,a girl standing with her father near the school gate,0.9185
62,a man hiking with his father,0.7592
63,a woman in a car with her father,0.749
64,a woman walking with her father and a dog,0.6846
65,a man sitting at a table with his father,0.8688
66,a big house with a veranda,0.9711
67,outdoor furniture under a veranda,0.9861
68,a small one story house with a veranda,0.9676
69,people relaxing under a veranda,0.9744
70,a modern looking veranda on a house,0.9729
71,a glass veranda on a house,0.9655
72,a dry river-bed surrounded by a dry landscape,0.9141
73,two people walking through a river-bed,0.9744
74,a dry river-bed in a dense green forest,0.8756
75,a river-bed in an alpine meadow,0.9655
76,a bridge across a river-bed,0.9312
77,a river-bed with some water in it,0.9449
78,a queen sitting on a throne,0.9729
79,a queen making a speech,0.9482
80,a queen in a palace,0.9633
81,a queen sitting at a banquet,0.923
82,a queen in a garden surrounded by blooming flowers,0.9842
83,a queen riding in a large car,0.9852
84,eggplant in a grocery store,0.9655
85,eggplant sitting on a kitchen counter,0.9729
86,eggplant being sliced,0.8396
87,eggplant in a pot,0.9185
88,an eggplant plant in a garden,0.9537
89,a spicy curry dish with eggplant slices,0.9385
90,a table with lots of food,0.9909
91,a person eating food,0.9884
92,a couple enjoying food at a restaurant,0.9891
93,a person cooking food on the stove,0.9852
94,a person buying food from a grocery store,0.9676
95,a family enjoying lots of food,0.9822
96,a main street in a small town,0.9711
97,a residential neighborhood in a small town,0.9676
98,birds-eye view of a town,0.9589
99,a couple walking in a town,0.9655
100,a town in a desert climate,0.9861
101,a town with snow everywhere,0.9563
102,a person riding a camel in the desert,0.9897
103,a large group of camels walking in a desert,0.9822
104,a person giving water to a camel,0.9869
105,a camel eating food near a desert tent,0.9861
106,two camels walking down the street,0.9822
107,a camel walking in a grassy field,0.9695
108,incense burning in a house,0.9711
109,a bundle of incense on a table,0.9695
110,a person holding a bundle of incense,0.9676
111,incense in a stand,0.749
112,incense inside a box on a table,0.9773
113,incense inside a store,0.9612
114,a crane bird flying above a beautiful pond,0.8688
115,a crane bird sitting on a dock,0.7593
116,a crane bird with a caught fish,0.7887
117,two crane birds on a river,0.7697
118,a person looking at a crane bird,0.8323
119,a crane bird sitting on the side of a bridge,0.798
120,a large warehouse with lots of boxes,0.9877
121,a large warehouse with lots of produce,0.9877
122,a warehouse with lots of people inside,0.9711
123,a person walking inside a warehouse,0.9852
124,a person driving a forklift inside a warehouse,0.9869
125,a dark abandoned warehouse with broken windows,0.9711
126,a pharmacy in a big city,0.9869
127,a pharmacy with a large parking lot,0.9612
128,a person walking inside a pharmacy,0.9891
129,a person talking to a worker inside a pharmacy,0.9417
130,a pharmacy with lots of people outside,0.9833
131,a small pharmacy in a rural area,0.9786
132,a shabby old looking gas station,0.9833
133,a person getting gas for their car at a gas station,0.9891
134,a small shop next to a gas station,0.9563
135,a small gas station in a dusty desert town,0.9312
136,a very busy gas station with people refueling,0.9744
137,a gas station surrounded by tall city buildings,0.9799
138,a man riding a blue motorcycle,0.9861
139,a woman riding a black motorcycle,0.9843
140,three motorcycles riding on a road,0.9419
141,a person riding a motorcycle on a dirt road,0.9891
142,a person riding a motorcycle in a big city,0.9891
143,a motorcycle sitting in a garage,0.9589
144,two rifles leaning on a wall,0.9271
145,a person holding a rifle in the countryside,0.9759
146,a woman aiming a rifle,0.9833
147,several soldiers holding rifles,0.6494
148,a store selling rifles,0.9385
149,a police officer holding a rifle,0.9185
150,a craftsman weaving a rug,0.6381
151,my local craftsman's newest creation,0.8154
152,a skilled craftsman at work,0.9676
153,an elderly craftsman sharing his wisdom,0.9449
154,a talented craftsman from the village,0.749
155,an innovative craftsman designing jewelry,0.9092
156,my supervisor talking to me,0.7697
157,a new supervisor at the construction site,0.7697
158,a supervisor giving instructions to the team,0.9633
159,a friendly supervisor helping out,0.9449
160,a supervisor in the office breakroom,0.9348
161,a supervisor working at a computer,0.986
162,a glass of cold water on a hot day,0.9312
163,an earthen pot filled with water,0.8545
164,a pitcher filled with water,0.9745
165,a vendor selling water bottles,0.9509
166,a jar filled with water on a wooden table,0.9773
167,containers of water at a grocery store,0.7697
168,a colorful festival in the city,0.9773
169,a festival filled with dance and music,0.9728
170,an autumn festival in the town center,0.9773
171,food stalls at a festival,0.9711
172,a festival with lots of people,0.9822
173,a festival in winter,0.9655
174,a checkpoint guarded by armed forces,0.9759
175,a checkpoint on the highway,0.9728
176,a long queue at the toll checkpoint,0.8816
177,a checkpoint at the national border,0.8872
178,a checkpoint with police officers,0.9092
179,a checkpoint with very few cars,0.5544
180,an outdoor luncheon with lots of people,0.9417
181,two people having a luncheon,0.9482
182,a company having a luncheon,0.9693
183,a fancy indoor luncheon,0.9744
184,a plant-based luncheon,0.9786
185,a luncheon with lots of salad,0.9612
186,a gambling den hidden away in an alley,0.8986
187,a group of people gambling in a room,0.9786
188,a place of gambling in a big city,0.9759
189,an illegal gambling den,0.9563
190,a place of gambling with lots of people,0.9897
191,a group of people gambling at a table,0.9842
192,a wooden wardrobe filled with clothes,0.9759
193,my grandmother's antique wardrobe,0.749
194,a painted wardrobe with intricate designs,0.9822
195,a wardrobe storing precious heirlooms,0.9226
196,my personal wardrobe for all my books,0.4596
197,a large wardrobe in the bedroom corner,0.9449
198,a man loading groceries into the car trunk,0.8688
199,a white car with an empty car trunk,0.9589
200,a woman retrieving bags from the car trunk,0.9786
201,a dirty car trunk covered with mud stains,0.9633
202,a mechanic repairing a broken car trunk,0.8986
203,children hiding inside an open car trunk,0.9729
204,a spare tire stored neatly inside the garage,0.6258
205,a mechanic installing a new spare tire,0.8067
206,a dusty spare tire on an old car,0.5068
207,a spare tire attached to a blue truck,0.749
208,a spare tire with mud on its surface,0.9385
209,a woman checking air in the spare tire,0.9185
210,a selfie taken with my favorite classmate outside,0.9226
211,a classmate reading quietly in the library,0.9092
212,classmates sitting together during lunch break,0.9672
213,a classmate holding books near the entrance,0.8877
214,classmates gathered around a classroom table,0.9563
215,a classmate standing by a school window,0.8396
