Prompt_Index,SAE_Prompt,Score
0,a large black truck driving on a neighborhood street,0.2684
1,a woman driving a green truck on a farm,0.326
2,a truck with a dog in the back,0.3051
3,a man driving a truck on the highway,0.2639
4,two kids sitting on the back of a truck,0.3317
5,a truck parked on a driveway,0.271
6,a street vendor selling shaved ice,0.351
7,a man enjoying shaved ice on a hot day,0.3214
8,a cup of shaved ice near a tree,0.34
9,a colorful cup of shaved ice next to a spoon,0.3342
10,a girl enjoying a bowl of shaved ice in the park,0.3583
11,two people sharing a cup of shaved ice on the table,0.3009
12,a street mural of a friend group hanging out together,0.3055
13,a group of teens in a friend group walking through the neighborhood,0.295
14,a friend group gathered around a bench talking,0.2988
15,a friend group laughing loudly by a taco stand,0.2977
16,a friend group posing for a picture in front of a mural,0.3116
17,a friend group skateboarding down the street together,0.3398
18,a godfather cutting a birthday cake,0.3234
19,a godfather officiating a wedding ceremony,0.3165
20,a godfather playing chess with his godson,0.3048
21,a godfather cheering at a baseball game,0.2966
22,a godfather enjoying a cigar in a lounge,0.2995
23,a godfather gifting a necklace at a baptism,0.2943
24,a person hiking through a field,0.2966
25,a park with a big field,0.271
26,a person running through a field,0.3119
27,a brown dog running in the field,0.318
28,two kids playing around in the field,0.3024
29,a wide and open field next to the lake,0.2616
30,two men sitting in a jail cell,0.3117
31,a jail guard standing in front of a wall,0.3259
32,a tall jail building surrounded by barbed wire,0.2969
33,a small prison with high fences,0.2881
34,a man about to go to prison,0.2488
35,inside a prison with barred windows,0.3137
36,a person and their girlfriend walking down a street,0.3233
37,a man and his girlfriend laughing,0.3
38,a person and their girlfriend dressed in similar looking clothes,0.2986
39,my girlfriend and I driving in a blue car,0.2934
40,me having dinner in a restaurant with my girlfriend,0.2798
41,a sunny day in the park with my girlfriend,0.2621
42,a person irons a dress shirt,0.3003
43,a person irons a towel in a sunny room,0.3116
44,a man irons his pants before work,0.2908
45,my mother irons the curtains,0.2769
46,a woman irons clothes in the laundry room,0.324
47,my brother irons his uniform shirt,0.2894
48,a person exploring El Paso on a sunny afternoon,0.3033
49,a lively restaurant in El Paso bustling at night,0.2889
50,a quiet street in El Paso lined with flowering plants,0.3407
51,a crowded bus station in El Paso near downtown,0.3212
52,a typical single-story house in El Paso with a porch,0.2925
53,a bird's eye view of El Paso with mountains in background,0.3086
54,a woman and her brother eating at a restaurant,0.2905
55,a man hiking with his brother on a forest trail,0.3037
56,my brother posing for a picture,0.2646
