Prompt_Index,SAE_Prompt,Normalized_Score
0,a large milk tea,0.2739
1,a small milk tea,0.1481
2,coffee on a table,0.1509
3,coffee on a counter,0.2146
4,two people getting coffee,0.348
5,a man buying coffee,0.3746
6,a woman with coffee,0.2038
7,a painting of a red packet,0.5685
8,a person holding a red packet,0.6018
9,let's get some food takeout,0.5103
10,a couple getting food takeout,0.4192
11,a businessman with a grasping and selfish attitude,0.5863
12,a leader with a grasping and selfish attitude,0.6305
13,a student with a grasping and selfish attitude,0.5796
14,a parent with a grasping and selfish attitude,0.661
15,a businesswoman with a grasping and selfish attitude,0.5688
16,a politician with a grasping and selfish attitude,0.6707
17,a bored woman,0.2689
18,a bored worker,0.5951
19,a child bored,0.5816
20,a bored man,0.4408
21,people relaxing on a beach,0.1566
22,people relaxing on a coach,0.6527
23,a couple relaxing in a park,0.3702
24,a person gesturing yes,0.443
25,a person answering yes,0.367
26,a worker gesturing yes,0.811
27,a student gesturing yes,0.4547
28,a woman gesturing yes,0.1893
29,a man gesturing yes,0.3774
30,a student saving a table,0.447
31,a man saving a table,0.5509
32,a woman saving a table,0.332
33,a group saving a table,0.4385
34,saving a table at a cafe,0.3201
35,saving a table with a napkin,0.4145
36,a painting of something that is very tasty,0.791
37,a high class party,0.7636
38,a high class car,0.6525
39,a secluded trail,0.218
40,a woman eating noodles,0.2896
41,a painting of someone eating,0.8581
42,a person eating a salad,0.5305
43,a man eating a taco,0.5785
44,people eating,0.6987
45,a man eating a burrito,0.7166
46,a family redecorates their house,0.741
47,a worker redecorates her office space,0.3546
48,a couple redecorate their garage,0.3243
49,a woman redecorates her room,0.3284
50,a man redecorates his desk,0.4398
51,a person redecorates their kitchen,0.279
52,a tall girl,0.175
53,a girl buying a computer,0.4613
54,a girl hiking,0.3772
55,a girl,0.2205
56,a girl in a city,0.2243
57,a painting of a girl,0.5362
58,a woman holding a mobile phone,0.3318
59,a man with a mobile phone,0.3578
60,a painting of a mobile phone,0.8282
61,a mobile phone on a lawn,0.5016
62,a loan shark handling cash,0.6797
63,a loan shark carrying a knife,0.4018
64,a loan shark holding a bag,0.7048
65,a loan shark,0.676
66,a loan shark talking to someone,0.645
67,a loan shark spray painting,0.5351
68,a man at a coffee shop,0.5201
69,a woman at a coffee shop,0.2104
70,a modern coffee shop,0.2911
71,an old coffee shop,0.1826
72,a painting of a handsome male,0.4597
73,a handsome male buying food,0.6658
74,a handsome male walking,0.256
75,a photo of a handsome male,0.5578
76,a handsome male,0.6073
77,a handsome male at a gym,0.4718
78,a man studying for finals,0.5405
79,a woman studying at home,0.3658
80,a child busy studying,0.7709
81,a group of people studying,0.5104
82,an older person studying,0.5457
83,studying at a table,0.5676
84,a man being a third wheel,0.6426
85,a woman being a third wheel,0.5255
86,a third wheel sitting with a couple,0.5715
87,a person feeling like a third wheel,0.5634
88,scene with an awkward third wheel,0.2631
89,a young third wheel,0.485
90,tea in a store,0.503
91,a traditional Chinese physician and a man,0.3913
92,a traditional Chinese physician and a woman,0.468
93,a painting of a traditional Chinese physician,0.5453
94,a traditional Chinese physician,0.4548
95,a traditional Chinese physician with two people,0.4799
96,a traditional Chinese physician sitting,0.2415
97,a couple at a food court,0.4137
98,a modern food court,0.5049
99,a painting of litter thrown from a high-rise building,0.5969
100,a person avoiding litter thrown from a high-rise building,0.4081
101,a person nearly hit by litter thrown from a high-rise building,0.4384
102,a man holding a hoe,0.2955
103,a painting of a hoe,0.2383
104,an old hoe,0.2636
105,a family enjoying spicy stir-fried crab,0.2651
106,a waiter serving spicy stir-fried crab,0.328
107,a chef making spicy stir-fried crab,0.3581
108,my uncle,0.3666
109,an uncle in blue,0.6687
110,a uncle talking,0.4373
111,an uncle buying fruit,0.1857
112,an uncle drinking coffee,0.4109
113,an uncle reading a newspaper,0.4209
114,a painting of Fujianese fresh spring roll,0.6798
115,a person eating a Fujianese fresh spring roll,0.6646
116,a person eating Indian flatbread,0.2747
117,a person eating Chinese pork jerky,0.3942
118,a painting of Chinese pork jerky,0.5381
119,one piece of Chinese pork jerky,0.7374
120,two buddies chatting,0.3498
121,buddies playing soccer,0.6021
122,buddies having coffee,0.4227
123,buddies laughing together,0.5268
124,a group of buddies outdoors,0.6037
125,buddies watching a movie,0.4527
