Prompt_Index,SAE_Prompt,Normalized_Score
0,a little baby,0.8947
1,a painting of a little boy,0.9411
2,a little girl,0.5181
3,a man holler at a girl,0.2135
4,a man holler at a woman,0.4704
5,a guy holler at a woman,0.6508
6,a guy holler at his close friend,0.4664
7,a holler from the audience,0.5609
8,my close friend,0.2751
9,my handsome close friend,0.5001
10,an old close friend,0.344
11,me and my close friend,0.0331
12,a close friend from childhood,0.3262
13,painting of me and my close friend,0.4564
14,me and my friends,0.1681
15,me and my large friends,0.5708
16,painting of me and my friends,0.5825
17,me and my small friends,0.695
18,my friends wearing red,0.2387
19,my friends at my house,0.3784
20,an old grandma,0.744
21,my beautiful grandma,0.7344
22,a group of grandmas,0.6846
23,my grandma in purple,0.6675
24,my grandma in her house,0.5294
25,an angry grandma,0.3954
26,a picture of my lover,0.2487
27,my sleeping lover,0.4674
28,my beautiful lover,0.2715
29,my lover at my house,0.1506
30,my lover wearing purple,0.2393
31,my handsome lover,0.3618
32,a kid deposit some money,0.8324
33,a man paying with money,0.7076
34,a woman paying with money,0.5782
35,a man aiming his gun,0.2725
36,a man wearing dental jewelry,0.8818
37,a woman wearing dental jewelry,0.6745
38,tipping my hat,0.2864
39,wearing a hat,0.3196
40,loading the gun,0.2228
41,aiming the gun,0.2361
42,a busy neighborhood,0.3134
43,a man flashing bills,0.6072
44,a man with his close friends,0.3568
45,a group picture with the close friends,0.3398
46,a painting of my close friends,0.698
47,my close friends in the house,0.6487
48,me with my close friends,0.1123
49,hanging with my close friends,0.3199
50,a picture of my lover,0.2487
51,my sleeping lover,0.4674
52,my beautiful lover,0.2715
53,my lover at my house,0.1506
54,my lover wearing pink,0.6379
55,my handsome lover,0.3618
56,my close friend,0.2751
57,my handsome close friend,0.5001
58,an old close friend,0.344
59,me and my close friend,0.0331
60,a close friend from childhood,0.3262
61,painting of me and my close friend,0.4564
62,a man high on marijuana,0.8047
63,a woman high on marijuana,0.8162
64,a painting of a person high on marijuana,0.6706
65,a group of people high on marijuana,0.825
66,college students high on marijuana,0.8632
67,a person high on marijuana,0.7297
68,my morning hair frizziness,0.5697
69,a painting of my hair frizziness,0.5484
70,fixing my hair frizziness,0.5572
71,a woman with hair frizziness,0.6545
72,my natural hair frizziness,0.1482
73,two people with hair frizziness,0.2602
74,a painting of my dreadlocks,0.4922
75,my dirty dreadlocks,0.3439
76,my long dreadlocks,0.4225
77,two people with dreadlocks,0.0719
78,cutting my dreadlocks,0.283
79,dyed dreadlocks,0.3654
