Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,a lil baby,a little baby,0.9816
1,a lil dog,a little dog,0.9776
2,a lil cat,a little cat,0.9758
3,a painting of a lil boy,a painting of a little boy,0.9853
4,a lil horse,a little horse,0.53
5,a lil girl,a little girl,0.9864
6,a parked whip,a parked car,0.9685
7,a second-hand whip,a second-hand car,0.1075
8,a gas whip,a gas car,0.34
9,a rental whip,a rental car,0.3826
10,an electric whip,an electric car,0.1683
11,a leased whip,a leased car,0.2046
12,a suburban crib,a suburban house,0.8977
13,a crib downtown,a house downtown,0.6954
14,a lakeside crib,a lakeside house,0.6165
15,an old crib,an old house,0.9096
16,a waterfront crib,a waterfront house,0.9736
17,a brick crib,a brick house,0.8285
18,a man holla at a girl,a man holler at a girl,0.2152
19,a man holla at a woman,a man holler at a woman,0.1728
20,a guy holla at a woman,a guy holler at a woman,0.2032
21,a guy holla at his homie,a guy holler at his close friend,0.1678
22,a holla from the audience,a holler from the audience,0.5302
23,a loud holla,a loud holler,0.5722
24,my homie,my close friend,0.414
25,my handsome homie,my handsome close friend,0.8423
26,an old homie,an old close friend,0.7964
27,me and my homie,me and my close friend,0.8579
28,a homie from childhood,a close friend from childhood,0.2563
29,painting of me and my homie,painting of me and my close friend,0.6787
30,me and my crew,me and my friends,0.781
31,me and my large crew,me and my large friends,0.8103
32,painting of me and my crew,painting of me and my friends,0.7669
33,me and my small crew,me and my small friends,0.6177
34,my crew wearing red,my friends wearing red,0.9416
35,my crew at my house,my friends at my house,0.8777
36,an old nana,an old grandma,0.9804
37,my beautiful nana,my beautiful grandma,0.9111
38,a group of nanas,a group of grandmas,0.1346
39,my nana in purple,my grandma in purple,0.947
40,my nana in her house,my grandma in her house,0.8854
41,an angry nana,an angry grandma,0.9336
42,a picture of my bae,a picture of my lover,0.3675
43,my sleeping bae,my sleeping lover,0.7163
44,my beautiful bae,my beautiful lover,0.66
45,my bae at my house,my lover at my house,0.3605
46,my bae wearing purple,my lover wearing purple,0.7818
47,my handsome bae,my handsome lover,0.8527
48,work for dough,work for money,0.7125
49,a kid deposit some dough,a kid deposit some money,0.0613
50,a man paying with dough,a man paying with money,0.0915
51,a woman paying with dough,a woman paying with money,0.141
52,a wallet overflowing with dough,a wallet overflowing with money,0.1605
53,bags of dough,bags of money,0.1049
54,dirty kicks,dirty sneakers,0.9823
55,retro kicks,retro sneakers,0.9548
56,brown kicks,brown sneakers,0.9744
57,broken kicks,broken sneakers,0.9316
58,brand new kicks,brand new sneakers,0.7868
59,a painting of blue kicks,a painting of blue sneakers,0.969
60,a hand-held piece,a hand-held gun,0.224
61,a man aiming his piece,a man aiming his gun,0.6477
62,a rusty piece,a rusty gun,0.3374
63,a painting of a silver piece,a painting of a silver gun,0.1542
64,a broken piece,a broken gun,0.1874
65,a long-range piece,a long-range gun,0.1887
66,designer threads,designer clothes,0.3411
67,stylish threads,stylish clothes,0.6142
68,vintage threads,vintage clothes,0.3274
69,a rack of purple threads,a rack of purple clothes,0.3366
70,a rack of beautiful threads,a rack of beautiful clothes,0.1935
71,a painting of blue threads,a painting of blue clothes,0.4232
72,golden grills,golden dental jewelry,0.4205
73,dirty grills,dirty dental jewelry,0.0705
74,a man wearing grills,a man wearing dental jewelry,0.9875
75,a woman wearing grills,a woman wearing dental jewelry,0.9855
76,silver grills,silver dental jewelry,0.3446
77,bronze grills,bronze dental jewelry,0.2235
78,very dark tint,very dark tinted car windows,0.2652
79,a convertible with a tint,a convertible with tinted car windows,0.687
80,a bus with dark tint,a bus with dark tinted car windows,0.6776
81,a van with light tint,a van with light tinted car windows,0.6736
82,broken tint,broken tinted car windows,0.6056
83,orange tint,orange tinted car windows,0.258
84,a modern drop,a modern convertible car,0.09
85,a luxury drop,a luxury convertible car,0.0661
86,a purple drop,a purple convertible car,0.1046
87,a sporty drop,a sporty convertible car,0.0844
