Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,a medieval math,a medieval monastery,0.398
1,a math on a hill,a monastery on a hill,0.1117
2,a small math,a small monastery,0.0991
3,a painting of a math,a painting of a monastery,0.096
4,a crowded math,a crowded monastery,0.2227
5,a math in a dark forest,a monastery in a dark forest,0.2418
6,simkin on a wooden table,champagne on a wooden table,0.0566
7,simkin in a cabinet,champagne in a cabinet,0.1133
8,simkin on a table outside,champagne on a table outside,0.0751
9,a painting of some simkin,a painting of some champagne,0.0471
10,simkin on the beach,champagne on the beach,0.1279
11,simkin on top of a piano,champagne on top of a piano,0.0586
12,an old dai,an old midwife,0.1081
13,a dai with a woman,a midwife with a woman,0.1669
14,a painting of a dai,a painting of a midwife,0.2949
15,a young dai,a young midwife,0.0928
16,a dai sitting down,a midwife sitting down,0.2035
17,a photograph of a dai with a cat,a photograph of a midwife with a cat,0.4063
18,a medico at a table,a medical practitioner at a table,0.8968
19,an old medico,an old medical practitioner,0.8679
20,a medico at a park,a medical practitioner at a park,0.9862
21,a medico with a woman,a medical practitioner with a woman,0.9868
22,a medico with a notepad,a medical practitioner with a notepad,0.9789
23,a painting of a medico,a painting of a medical practitioner,0.8563
24,a window covered with chick,a window covered with bamboo blinds,0.4094
25,a doorway with chick,a doorway with bamboo blinds,0.2255
26,hand-crafted chick,hand-crafted bamboo blinds,0.3788
27,sun-faded chick,sun-faded bamboo blinds,0.3252
28,chick with decorative trim,bamboo blinds with decorative trim,0.2213
29,tattered chick,tattered bamboo blinds,0.3282
30,a dark ghat,a dark mountain pass,0.2394
31,a ghat covered in snow,a mountain pass covered in snow,0.4479
32,a crowded ghat,a crowded mountain pass,0.2789
33,a ghat with a nearby lake,a mountain pass with a nearby lake,0.5733
34,a painting of a beautiful ghat,a painting of a beautiful mountain pass,0.4818
35,an abandoned ghat,an abandoned mountain pass,0.4365
36,an old kirana,an old convenience store,0.2147
37,a modern kirana,a modern convenience store,0.0865
38,a busy kirana,a busy convenience store,0.6211
39,a kirana on fire,a convenience store on fire,0.0833
40,an empty kirana,an empty convenience store,0.1378
41,a painting of a kirana,a painting of a convenience store,0.0376
42,an old mandapa,an old temple,0.948
43,a mandapa on a hill,a temple on a hill,0.955
44,a painting of a mandapa,a painting of a temple,0.9676
45,a mandapa in a dark forest,a temple in a dark forest,0.8802
46,a mandapa in a city,a temple in a city,0.8922
47,a abandoned mandapa,an abandoned temple,0.9464
48,a nai in red,a barber in red,0.2483
49,an old nai,an old barber,0.2562
50,a small nai shop,a small barber shop,0.1887
51,a busy nai shop,a busy barber shop,0.0815
52,a nai by the chair,a barber by the chair,0.0948
53,a nai working,a barber working,0.2233
54,a thana in a city,a police station in a city,0.1325
55,a busy thana,a busy police station,0.1049
56,a thana in a small town,a police station in a small town,0.1351
57,a person entering a thana,a person walking into a police station,0.1122
58,a painting of a thana,a painting of a police station,0.03
59,a photograph of a modern thana,a photograph of a modern police station,0.3424
60,an abba in front of a house,a father in front of a house,0.6049
61,a girl standing with her abba,a girl standing with her father,0.167
62,a crying abba,a crying father,0.2778
63,an abba on a bed,a father on a bed,0.0743
64,an old abba with a dog,an old father with a dog,0.4979
65,an old abba in the kitchen,an old father in the kitchen,0.5096
66,a beautiful pial,a beautiful veranda,0.229
67,an expensive looking pial,an expensive looking veranda,0.5205
68,a modern looking pial,a modern looking veranda,0.6606
69,a green pial,a green veranda,0.2727
70,a dimly lit pial,a dimly lit veranda,0.5563
71,a painting of a pial,a painting of a veranda,0.2638
72,a dry nullah,a dry riverbed,0.7673
73,a beautiful nullah in a painting,a beautiful riverbed in a painting,0.9019
74,a nullah in a forest,a riverbed in a forest,0.9232
75,a narrow nullah,a narrow riverbed,0.8381
76,a small nullah,a small riverbed,0.7705
77,a wet nullah,a wet riverbed,0.8175
78,a beautiful rani,a beautiful queen,0.8418
79,a rani in a garden,a queen in a garden,0.6967
80,a painting of an old rani,a painting of an old queen,0.7723
81,a rani covered in snow,a queen covered in snow,0.3022
82,a rani in a large hall,a queen in a large hall,0.7015
83,an old rani on a bed,an old queen on a bed,0.6658
84,a sliced brinjal,a sliced eggplant,0.8705
85,a brinjal on a table,an eggplant on a table,0.9764
86,brinjal in a basket,eggplant in a basket,0.9685
87,a painting of a brinjal,a painting of a eggplant,0.9727
88,a moldy brinjal,a moldy eggplant,0.9395
89,a dish with brinjal,a dish with eggplant,0.8747
90,a table of khana,a table of food,0.9713
91,a basket with khana,a basket with food,0.8907
92,healthy khana,healthy food,0.9044
