Prompt_Index,SAE_Prompt,Score
0,a red semitruck driving down the street,0.9655
1,a delivery semitruck loaded with packages,0.9348
2,a semitruck parked by the curb,0.8242
3,a semitruck parked at a stop sign,0.6494
4,a semitruck hauling timber,0.9877
5,a semitruck with a flat tire,0.9537
6,a cozy sweater hanging in a closet,0.9633
7,a man wearing a purple sweater,0.9884
8,a woman knitting a brown sweater,0.9385
9,a sweater with reindeer patterns,0.9877
10,a sweater on a hanger,0.9271
11,a sweater folded neatly,0.7593
12,a girl knocking on the bathroom door,0.495
13,a set of fresh towels in the bathroom,0.8756
14,a line of people waiting outside the bathroom,0.8067
15,a bathroom with a leaky faucet,0.9655
16,a tidy bathroom with shiny blue wall tiles,0.923
17,a bathroom with a shower curtain,0.9312
18,a pack of sausages at the grocery store,0.8242
19,a plate of sausages and eggs with toast,0.5416
20,a man cutting a sausage in half,0.9092
21,sausages on a grill,0.9449
22,sausages and mashed potatoes on a plate,0.7175
23,my sausages sizzling in a pan,0.8816
24,a woman throwing away the trash,0.9185
25,a bin overflowing with trash,0.9385
26,a raccoon going through trash,0.9348
27,a trash can near a park bench,0.9891
28,a trash pile in an alley,0.749
29,a trash dumpster in a construction site,0.7175
30,a top-floor apartment with a view of the city,0.9676
31,a college student's apartment,0.6494
32,a cozy apartment in the city,0.8323
33,an apartment with a balcony overlooking the city,0.9385
34,an apartment with a rooftop garden,0.9589
35,my apartment with an open-plan kitchen,0.8067
36,a man loading luggage into the car trunk,0.9271
37,a spare tire in the car trunk,0.9271
38,a woman putting groceries in the car trunk,0.9537
39,a car trunk filled with groceries,0.9869
40,a car trunk packed for a road trip,0.9537
41,my car trunk after a shopping spree,0.9271
42,a boy waiting in the line at a grocery store,0.3947
43,a line for the rollercoaster,0.6954
44,a line of cars at a drive-through,0.8877
45,a line at the ticket counter,0.749
46,a line for the morning bus,0.5902
47,a line at the post office,0.8154
48,a man ironing creases in his pants,0.8621
49,a pair of purple pants folded on a chair,0.9745
50,a kid wearing a pair of blue pants,0.7697
51,a pants display in a store,0.9312
52,pants with a matching blazer,0.8621
53,my pants hanging in the closet,0.8872
54,a woman enjoying a cup of tea with a cookie,0.9758
55,a tin of assorted cookies,0.8816
56,a man baking homemade cookies,0.8154
57,a cookie with chocolate chips,0.9773
58,a cookie on a baking tray,0.6727
59,a cookie with a bite taken out,0.9773
60,a beam of light from the flashlight,0.9481
61,a man searching in the dark with a flashlight,0.7795
62,a rechargeable LED flashlight,0.8396
63,my flashlight in a toolbox,0.8621
64,a flashlight with low battery,0.5788
65,a policeman shining a flashlight at the suspect,0.6137
66,a mother changing her baby's diaper,0.986
67,a pack of cloth diapers,0.8756
68,a happy baby wearing pink diapers,0.749
69,a diaper on a changing table,0.6727
70,diapers with cute patterns,0.9712
71,a diaper on a clothesline,0.9509
72,a gasoline station at night,0.9852
73,a man filling up his car with gasoline,0.9711
74,a sign showing gasoline prices,0.9563
75,a gasoline pump at a station,0.9786
76,a gasoline tanker on the road,0.9417
77,a brightly lit gasoline station sign at night,0.9385
78,a group of kids kicking a soccer ball,0.9861
79,a soccer player in the stadium,0.9655
80,a soccer player celebrating a win,0.9609
81,my soccer cleats on the field,0.9092
82,a soccer goalie in the field,0.9141
83,a goalkeeper trying to catch a soccer ball,0.927
84,a woman picking up a precription at the pharmacy,0.9589
85,a wide range of products at the pharmacy,0.9633
86,a group of people waiting at the pharmacy,0.9785
87,a pharmacy counter with vitamins,0.9141
88,my pharmacy where I get prescriptions,0.8323
89,a pharmacy with a neon sign,0.9509
90,a bowl of french fries at a restaurant,0.8234
91,a boy eating french fries,0.9897
92,a plate with a burger and french fries,0.9891
93,french fries with ketchup and mayo,0.4836
94,my french fries from the local fry shop,0.8748
95,a french fries portion next to a burger,0.9833
96,an office belonging to an attorney,0.798
97,an attorney talking to his client,0.8748
98,a man attending a meeting with his attorney,0.6494
99,an attorney in a courtroom,0.8242
100,my attorney discussing the case,0.6494
101,an attorney with legal books,0.8872
102,a school janitor sweeping the hallway,0.8323
103,a man talking to a janitor at the mall,0.5653
104,a tired janitor in an empty hallway,0.9348
105,a janitor sweeping the school hallway,0.6258
106,an office janitor in a supply closet,0.6258
107,a building janitor taking out the trash,0.8545
108,a man preparing dinner on the stove,0.9271
109,a bowl of hot soup sitting on the stove,0.8933
110,a modern electric stove with digital controls,0.9348
111,a stove with boiling pots,0.9537
112,a stove with a baking oven,0.8154
113,my stove after making breakfast,0.7288
114,a woman putting the baby down in the crib,0.7388
115,a man setting up a crib,0.9729
116,a baby in a colorful crib,0.3751
117,a crib with soft blankets,0.7593
118,a baby crib with wooden bars,0.8396
119,a crib with stuffed animals,0.9729
120,an advertisement on a city billboard,0.4596
121,a worker changing the image on the billboard,0.9141
122,a group of people staring at a large billboard,0.5653
123,a billboard advertising a concert,0.9563
124,my billboard design displayed downtown,0.8323
125,a billboard lit up at night,0.9482
126,a woman using a vacuum cleaner to clean the carpet,0.9271
127,a bright red vacuum cleaner in a store,0.9612
128,a dirty vacuum cleaner on the carpet,0.8396
129,a vacuum cleaner stored in a closet,0.749
130,a red vacuum cleaner with a long cord on the floor,0.9417
131,a man using a vacuum cleaner on a carpeted floor,0.9482
132,a man holding a water pitcher,0.9563
133,a boy refilling his cup with a water pitcher,0.7796
134,a decorative ceramic pitcher,0.9676
135,a pitcher filled with lemonade,0.8621
136,a pitcher with a floral design,0.9843
137,a pitcher in the refrigerator,0.9695
138,a mailman delivering packages,0.449
139,a man having a friendly chat with the mailman,0.749
140,a mailman in blue uniform,0.9271
141,a mailman in a truck,0.8067
142,a mailman at the front door,0.5311
143,my mailman with a big bag,0.495
144,a woman taking a walk with her baby in the baby carriage,0.9693
145,a baby carriage with a sunshade parked on a sidewalk,0.9348
146,a bright pink baby carriage next to a bench,0.9729
147,a baby carriage with a sleeping baby,0.9655
148,a baby carriage near a playground,0.9852
149,a man walking with a baby carriage on a cobblestone street,0.9799
150,a luxurious sedan parked outside a mansion,0.9877
151,the spacious interior of the sedan,0.7593
152,a man inside a black sedan,0.7063
153,a sedan parked in the driveway,0.8621
154,a sedan with tinted windows,0.8688
155,my sedan at the gas station,0.8323
156,a boy sitting on the hood of the car,0.8545
157,a car with a red hood,0.4596
158,a car at a repair shop with an open hood,0.9676
159,a hood with a company logo,0.9636
160,a hood in the process of being painted,0.9417
161,a hood with racing stripes,0.6954
162,a woman chopping cilantro in the kitchen,0.749
163,cilantro at the supermarket,0.9712
164,cilantro sprinked on top of pasta,0.9745
165,cilantro garnishing a curry,0.9185
166,cilantro leaves on a cutting board,0.9773
167,a cilantro bunch at the market,0.7697
168,a man slicing a zucchini in the kitchen,0.9799
169,a woman picking a zucchini at the market,0.9271
170,a large basket of zucchinis,0.9482
171,a zucchini in a vegetable garden,0.9482
172,my zucchini in a stir fry,0.8933
173,a zucchini in a shopping basket,0.9482
174,a crowd of people waiting for the subway,0.9711
175,a busy subway station with people rushing inside,0.6258
176,a man sitting inside the subway,0.9449
177,a subway train arriving,0.923
178,my subway ride during rush hour,0.6954
179,a subway map on the wall,0.5416
180,a grandma slicing an eggplant in the kitchen,0.9786
181,a large basket of eggplants,0.9482
182,a man picking an eggplant at the market,0.8067
183,an eggplant in the supermarket,0.9141
184,a grilled eggplant with olive oil,0.9449
185,my eggplant in a curry,0.8933
186,a child waiting at a crosswalk,0.9449
187,a faded crosswalk,0.9039
188,bikes crossing a crosswalk,0.9482
189,a crosswalk near a park,0.8877
190,a woman walking over a crosswalk,0.9612
191,a crosswalk near traffic lights,0.7388
192,trucks parked along the highway,0.9612
193,a crowded highway during rush hour,0.9744
194,a highway passing through mountains,0.9563
195,an aerial view of a highway,0.9588
196,highway signs at night,0.9811
197,a highway blocked due to accident,0.8154
198,a band-aid covering a small wound,0.8688
199,a band-aid on someone's forehead,0.8986
200,a band-aid floating in a swimming pool,0.976
201,a discarded band-aid on the sidewalk,0.976
202,a band-aid with cartoon characters,0.8396
203,a waterproof band-aid on a hand,0.7388
204,a black trash bag left outdoors,0.9589
205,a trash bag full of leaves,0.9509
206,a neatly tied trash bag,0.5068
207,a trash bag beside a dumpster,0.9092
208,a trash bag overflowing with trash,0.8816
209,a stack of unused trash bags,0.3538
210,a vest displayed on a mannequin,0.9786
211,a checked vest on display,0.7063
212,a man buttoning his vest,0.9312
213,a silk vest in a boutique,0.798
214,a vest matching formal pants,0.8688
215,a vest embroidered with flowers,0.9589
216,arugula leaves in a salad spinner,0.7288
217,a sandwich filled with arugula,0.9312
218,chopped arugula sprinkled on pasta,0.8986
219,a burger topped with fresh arugula,0.8877
220,a gardener harvesting arugula leaves,0.9385
221,a basket filled with fresh arugula,0.9811
