Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
0,an older person entering a math,an older person entering a monastery,0.6099
1,a math with a crowd of people outside,a monastery with a crowd of people outside,0.4746
2,a person holding a bottle of simkin,a person holding a bottle of champagne,0.4262
3,a person pouring simkin into a glass,a person pouring champagne into a glass,0.4223
4,a dai in a hospital,a midwife in a hospital,0.4317
5,a dai walking into a house,a midwife walking into a house,0.0973
6,a woman in a bed with a dai next to it,a woman in a bed with a midwife next to it,0.6193
7,a dai talking with a doctor,a midwife talking with a doctor,0.2072
8,a dai holding a bottle of medicine,a midwife holding a bottle of medicine,0.2329
9,a dai talking with a nurse,a midwife talking with a nurse,0.1588
10,a medico sitting at a table outside,a medical practitioner sitting at a table outside,0.3322
11,two medicos in a conference room,two medical practitioners in a conference room,0.3198
12,a medico walking in a park,a medical practitioner walking in a park,0.4198
13,the medico talking with a patient in a room,the medical practitioner talking with a patient in a room,0.4725
14,a medico standing outside a building,a medical practitioner standing outside a building,0.3136
15,a medico talking with a nurse,a medical practitioner talking with a nurse,0.3531
16,people standing outside a mandapa,people standing outside a temple,0.0128
17,a well-dressed person in front of a mandapa,a well-dressed person in front of a temple,0.0613
18,a family in front of a mandapa,a family in front of a temple,0.0345
19,an old mandapa with lots of people,an old temple with lots of people,0.011
20,a nai cutting a man's hair,a barber cutting a man's hair,0.7464
21,a nai cutting a woman's hair,a barber cutting a woman's hair,0.5386
22,a friendly local nai,a friendly local barber,0.4187
23,a child getting his hair cut by a nai,a child getting his hair cut by a barber,0.5456
24,three people in a nai shop,three people in a barber shop,0.3689
25,officers working inside a thana,officers working inside a police station,0.1668
26,a person standing outside a thana,a person standing outside a police station,0.0544
27,a person talking to an officer inside a thana,a person talking to an officer inside a police station,0.2912
28,two officers speaking to an arrested person in a thana,two officers speaking to an arrested person in a police station,0.3812
29,a boy standing with his abba,a boy standing with his father,0.4536
30,a girl standing with her abba near the school gate,a girl standing with her father near the school gate,0.1925
31,a man hiking with his abba,a man hiking with his father,0.4751
32,a woman in a car with her abba,a woman in a car with her father,0.7907
33,a woman walking with her abba and a dog,a woman walking with her father and a dog,0.3314
34,a man sitting at a table with his abba,a man sitting at a table with his father,0.5713
35,people relaxing under a pial,people relaxing under a veranda,0.273
36,two people walking through a nullah,two people walking through a river-bed,0.0648
37,a rani sitting on a throne,a queen sitting on a throne,0.0262
38,a rani making a speech,a queen making a speech,0.006
39,a rani inside a palace,a queen in a palace,0.0778
40,a rani sitting at a banquet,a queen sitting at a banquet,0.0673
41,a rani in a garden surrounded by blooming flowers,a queen in a garden surrounded by blooming flowers,0.0387
42,a rani riding in a large car,a queen riding in a large car,0.1069
43,brinjal being sliced,eggplant being sliced,0.3989
44,a person eating khana,a person eating food,0.1686
45,a couple enjoying khana at a restaurant,a couple enjoying food at a restaurant,0.2008
