Prompt_Index,SAE_Prompt,Score
0,a large black truck driving on a neighborhood street,0.2863
1,a woman driving a green truck on a farm,0.3254
2,a truck with a dog in the back,0.2968
3,a man driving a truck on the highway,0.2689
4,two kids sitting on the back of a truck,0.3369
5,a truck parked on a driveway,0.2747
6,a street vendor selling shaved ice,0.3487
7,a man enjoying shaved ice on a hot day,0.304
8,a cup of shaved ice near a tree,0.3367
9,a colorful cup of shaved ice next to a spoon,0.3273
10,a girl enjoying a bowl of shaved ice in the park,0.3373
11,two people sharing a cup of shaved ice on the table,0.2918
12,a street mural of a friend group hanging out together,0.2911
13,a group of teens in a friend group walking through the neighborhood,0.2991
14,a friend group gathered around a bench talking,0.2957
15,a friend group laughing loudly by a taco stand,0.3072
16,a friend group posing for a picture in front of a mural,0.321
17,a friend group skateboarding down the street together,0.3247
18,a godfather cutting a birthday cake,0.3045
19,a godfather officiating a wedding ceremony,0.3226
20,a godfather playing chess with his godson,0.3021
21,a godfather cheering at a baseball game,0.3196
22,a godfather enjoying a cigar in a lounge,0.2956
23,a godfather gifting a necklace at a baptism,0.2916
24,a person hiking through a field,0.2721
25,a park with a big field,0.2718
26,a person running through a field,0.2982
27,a brown dog running in the field,0.3206
28,two kids playing around in the field,0.308
29,a wide and open field next to the lake,0.2634
30,two men sitting in a jail cell,0.3092
31,a jail guard standing in front of a wall,0.3213
32,a tall jail building surrounded by barbed wire,0.3021
33,a small prison with high fences,0.279
34,a man about to go to prison,0.2485
35,inside a prison with barred windows,0.3208
36,a person and their girlfriend walking down a street,0.3158
37,a man and his girlfriend laughing,0.3155
38,a person and their girlfriend dressed in similar looking clothes,0.2877
39,my girlfriend and I driving in a blue car,0.2783
40,me having dinner in a restaurant with my girlfriend,0.2684
41,a sunny day in the park with my girlfriend,0.2706
42,a person irons a dress shirt,0.3099
43,a person irons a towel in a sunny room,0.3122
44,a man irons his pants before work,0.2983
45,my mother irons the curtains,0.2815
46,a woman irons clothes in the laundry room,0.3213
47,my brother irons his uniform shirt,0.2652
48,a person exploring El Paso on a sunny afternoon,0.3013
49,a lively restaurant in El Paso bustling at night,0.2859
50,a quiet street in El Paso lined with flowering plants,0.3355
51,a crowded bus station in El Paso near downtown,0.3058
52,a typical single-story house in El Paso with a porch,0.3071
53,a bird's eye view of El Paso with mountains in background,0.3148
54,a woman and her brother eating at a restaurant,0.2975
55,a man hiking with his brother on a forest trail,0.3034
56,my brother posing for a picture,0.254
57,me standing with my brother,0.2649
58,my brother and I sitting at a table,0.2721
59,my brother riding a bike,0.2845
60,a woman and her sister eating at a restaurant,0.3076
61,a man hiking with his sister through a mountain path,0.2907
62,me and my sister posing for a picture,0.2678
63,me standing with my sister,0.2533
64,my sister and I sitting at a table,0.2609
65,my sister riding a bike,0.2875
66,my brothers playing basketball together,0.2952
67,a brothers duo in a rock band,0.2601
68,my brothers on a camping trip,0.3103
69,a brothers wrestling match,0.2744
70,my brothers building a treehouse,0.3134
71,a brothers handshake at graduation,0.3139
72,a sisters moment at a wedding,0.2803
73,my sisters studying together,0.2726
74,a sisters dance routine,0.2757
75,my sisters sharing a secret,0.2638
76,my sisters having a tea party in the garden,0.3391
77,my sisters braiding each other's hair,0.2755
78,a group of mexican americans at a family reunion,0.3256
79,a mexican american activist speaking at a rally,0.296
80,a mexican american community center hosting an event,0.2854
81,a mexican american cultural festival in the park,0.3135
82,a mexican american musician performing live,0.3131
