Prompt_Index,SAE_Prompt,Score
0,a large black truck,0.9712
1,a green truck,0.9833
2,a truck with a dog,0.9799
3,a painting of a truck,0.9884
4,a new truck,0.8688
5,an old truck,0.9759
6,a painting of shaved ice,0.8067
7,a man enjoying shaved ice,0.8933
8,a cup of shaved ice,0.8154
9,colorful shaved ice,0.798
10,cup of shaved ice on a table,0.7887
11,a blue shaved ice,0.9589
12,a friend group,0.9563
13,a big friend group,0.9711
14,a friend group at school,0.9633
15,a painting of a friend group,0.9612
16,a friend group at the park,0.9676
17,a loud friend group,0.9633
18,a painting of a godfather,0.7063
19,a godfather,0.6381
20,a godfather in a house,0.3272
21,an old godfather,0.8479
22,a man with a godfather,0.384
23,a woman with a godfather,0.7796
24,a big field,0.9092
25,a painting of a field,0.9676
26,a person at a field,0.9745
27,a yellow field,0.9822
28,a green field,0.9759
29,a busy field,0.7697
30,an old jail,0.8545
31,a modern jail,0.8067
32,a painting of a jail,0.5311
33,a small prison,0.4596
34,go to prison,0.4386
35,inside a prison,0.9745
36,a painting of a girlfriend,0.8323
37,a girlfriend in a home,0.9676
38,a girlfriend in a car,0.9676
39,a girlfriend walking,0.9348
40,me and my girlfriend,0.8688
41,at the park with my girlfriend,0.6258
42,my dad irons shirts,0.749
43,she irons daily,0.7593
44,they iron clothes,0.7593
45,I iron pants,0.6381
46,we iron uniforms,0.4386
47,he likes to iron,0.5788
48,a person exploring El Paso,0.6954
49,a painting of El Paso,0.9711
50,a person in El Paso,0.6258
51,El Paso landscape,0.8816
52,a typical house in El Paso,0.7593
53,a bird's eye view of El Paso,0.8688
54,a painting of a brother,0.6149
55,a man hiking with his brother,0.5902
56,a brother in a house,0.9185
57,me with my brother,0.7796
58,a brother at a table,0.9449
59,a brother at a park,0.9271
60,a painting of a sister,0.749
61,a man hiking with his sister,0.5902
62,a sister in a house,0.7593
63,me with my sister,0.8545
64,a sister at a table,0.9537
65,a sister at a park,0.9537
66,a painting of brothers,0.9563
67,brothers in a house,0.6727
68,me and my brothers,0.8242
69,brothers by a table,0.9348
70,brothers together,0.9633
71,brothers walking,0.9449
72,a painting of sisters,0.9271
73,sisters in a house,0.9449
74,me and my sisters,0.798
75,sisters by a table,0.9348
76,sisters together,0.9884
77,sisters walking,0.8986
78,a painting of Mexican American,0.8986
79,a Mexican American at a park,0.9482
80,a Mexican American neighborhood,0.6018
81,a Mexican American at a store,0.9092
82,a young Mexican American,0.8872
83,an old Mexican American,0.8067
84,a young man in a house,0.9633
85,a young man in a park,0.9271
86,a painting of a young man,0.9612
87,a young man in a neighborhood,0.9348
88,a young man on the ground,0.7697
89,a young man leaning,0.7887
90,a painting of a young man,0.9612
91,a young man on a sidewalk,0.8479
92,a young man on a trail,0.9185
93,a young man in a park,0.9271
94,a young man in a neighborhood,0.9348
95,a young man on a street,0.8933
96,a painting of a junkyard,0.9811
97,an old junkyard,0.9676
98,a modern junkyard,0.8396
99,a big junkyard,0.9633
100,a small junkyard,0.365
101,a dirty junkyard,0.9711
102,a painting of alcohol,0.9271
103,aged alcohol,0.9612
104,strong alcohol,0.9348
105,old alcohol,0.9271
106,a large alcohol,0.7796
107,a small alcohol,0.7887
108,a painting of a man,0.9877
109,a big man,0.5416
110,a smaller man,0.5902
111,a man in a house,0.9271
112,a man in a park,0.9537
113,a man on a street,0.9141
114,a painting of a godmother,0.7288
115,an old godmother,0.8479
116,a middle-aged godmother,0.2755
117,a godmother in a house,0.7175
118,a godmother at a park,0.4596
119,a godmother in a car,0.449
120,a guy acting crazy,0.8067
121,a crazy cat,0.6846
122,a crazy dog,0.8479
123,a child acting crazy,0.8545
124,a crazy painting,0.9141
125,a crazy toy,0.8877
126,a daughter,0.899
127,a daughter at home,0.923
128,a daughter at a park,0.9185
129,a younger daughter,0.495
130,an older daughter,0.7063
131,a painting of a daugher,0.9612
132,a son,0.9385
133,a son at home,0.6137
134,a son at a park,0.6137
135,a younger son,0.7796
136,an older son,0.5311
137,a painting of a son,0.8933
138,a painting of pulled pork,0.3171
139,pulled pork in a bowl,0.8756
140,pulled pork on a table,0.9482
141,lots of pulled pork,0.9452
142,pulled pork at a store,0.8688
143,a small amount of pulled pork,0.2048
144,a painting of California,0.847
145,a California landscape,0.9417
146,a city in California,0.8933
147,older California,0.6137
148,an iconic bridge in California,0.9695
149,a California suburb,0.9271
150,money on a counter,0.9537
151,a painting of money,0.9712
152,money on a table,0.9729
153,money in the car,0.9773
154,money on the sidewalk,0.9636
155,a person holding money,0.9811
156,a painting of a close friend,0.798
157,me and my close friend,0.9417
158,a close friend in a house,0.9537
159,a close friend at a cafe,0.9092
160,a close friend on the sidewalk,0.9417
161,a close friend in a park,0.9385
162,a cat getting pampered,0.9711
163,a dog getting pampered,0.9799
164,a person pampered himself,0.8479
165,a couple getting pampered,0.1122
166,a woman getting pampered,0.1332
167,a man getting pampered,0.1475
168,lunch in the house,0.6494
169,getting lunch,0.7888
170,lunch at the park,0.9633
171,a couple getting lunch,0.9563
172,lunch in the forest,0.9417
173,lunch in the meadow,0.9312
174,a boy at the park,0.8621
175,a boy in a house,0.9482
176,a boy on the sidewalk,0.8756
177,a painting of a chamaco,0.7796
178,a boy at a school,0.9868
179,a boy and a soccer ball,0.9861
180,a girl at the park,0.9509
181,a girl in a house,0.9786
182,a girl on the sidewalk,0.9676
183,a girl and a basketball,0.9271
184,a girl at a school,0.495
185,a girl at a store,0.7175
186,a pair of colorful flip-flops,0.9843
187,dirty flip-flops on the floor,0.9385
188,flip-flops at the beach,0.9861
189,new flip-flops in a store,0.9417
190,a woman wearing flip-flops,0.9676
191,broken flip-flops,0.862
192,a bowl of cooked beans,0.9417
193,beans on a wooden table,0.9636
194,a spoonful of beans,0.8816
195,uncooked beans in a bowl,0.9786
196,beans spilled on the floor,0.5311
197,a bag of dried beans,0.9449
198,a modern fridge,0.9589
199,an open fridge,0.9655
200,a dirty fridge,0.9877
201,a white fridge,0.9695
202,an empty fridge,0.9695
203,a broken fridge,0.8621
