Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
0,a long queue,a long line,0.437
1,a short queue,a short line,0.2584
2,a painting of a long queue,a painting of a long line,0.5865
3,a queue of people,a line of people,0.5796
4,a queue outside the store,a line outside the store,0.6417
5,a queue for food,a line for food,0.4764
6,a team scoring a football goal,a team scoring a soccer goal,0.2892
7,queue at a chemist shop,queue at a pharmacy shop,0.8204
8,a barrister at a table,an attorney at a table,0.6296
9,an old barrister,an old attorney,0.4624
10,a barrister at a park,an attorney at a park,0.489
11,a barrister with a woman,an attorney with a woman,0.4315
12,a barrister with a notepad,an attorney with a notepad,0.4627
13,a painting of a barrister,a painting of an attorney,0.5364
14,a school caretaker,a school janitor,0.5182
15,a dirty caretaker,a dirty janitor,0.0943
16,a tired caretaker,a tired janitor,0.002
17,a busy caretaker,a busy janitor,0.635
18,a painting of an old caretaker,a painting of an old janitor,0.3824
19,a caretaker in a mall,a janitor in a mall,0.6017
20,a young postman,a young mailman,0.6833
21,a lazy postman,a lazy mailman,0.6578
22,a tired postman,a tired mailman,0.4063
23,a busy postman,a busy mailman,0.1724
24,a painting of an old postman,a painting of an old mailman,0.4315
25,a postman on the street,a mailman on the street,0.5045
26,inside of the tube,inside of the subway,0.6267
27,a tube station,a subway station,0.3007
28,a sliced aubergine,a sliced eggplant,0.067
29,an aubergine on the table,an eggplant on the table,0.2212
30,aubergine in a basket,eggplant in a basket,0.0285
31,a painting of an aubergine,a painting of an eggplant,0.0625
32,a moldy aubergine,a moldy eggplant,0.1509
33,a dish with aubergine,a dish with eggplant,0.5438
34,people on a zebra crossing,people on a crosswalk,0.8985
35,a busy zebra crossing,a busy crosswalk,0.6344
36,a woman on a zebra crossing,a woman on a crosswalk,0.4446
37,a plaster wrapped around a finger,a band-aid wrapped around a finger,0.7256
38,a plaster covering a small cut,a band-aid covering a small cut,0.3063
39,a plaster on an injured knee,a band-aid on an injured knee,0.407
40,a colorful plaster on an elbow,a colorful band-aid on an elbow,0.8909
41,a plaster for a cut,a band-aid for a cut,0.6389
42,a plaster peeling off skin,a band-aid peeling off skin,0.6212
