Prompt_Index,SAE_Prompt,Score
0,an old monastery in the village square,0.3047
1,a monastery on a grassy hill with trees,0.3092
2,an older person entering a monastery,0.3351
3,a monastery in an old city center,0.2938
4,a monastery with a crowd of people outside,0.2965
5,an old monastery in a dark misty forest,0.3058
6,a bottle of champagne on a wooden table,0.301
7,champagne on a shelf in a grocery store,0.2845
8,champagne and two glasses on a table outside,0.2931
9,champagne in a glass on a table,0.2833
10,a person holding a bottle of champagne,0.297
11,a person pouring champagne into a glass,0.2905
12,a midwife in a hospital,0.2972
13,a midwife walking into a house,0.3044
14,a woman in a bed with a midwife next to it,0.3042
15,a midwife talking with a doctor,0.2915
16,a midwife holding a bottle of medicine,0.2935
17,a midwife talking with a nurse,0.3084
18,a medical practitioner sitting at a table outside,0.2886
19,two medical practitioners in a conference room,0.291
20,a medical practitioner walking in a park,0.3188
21,the medical practitioner talking with a patient in a room,0.3004
22,a medical practitioner standing outside a building,0.3236
23,a medical practitioner talking with a nurse,0.3035
24,two windows covered with bamboo blinds,0.3229
25,a living room with windows covered with bamboo blinds,0.3339
26,a kitchen with a window covered with bamboo blinds,0.3439
27,a living room window covered with rolled-up bamboo blinds,0.3392
28,a doorway with bamboo blinds covering it,0.3412
29,a window with rolled up bamboo blinds,0.3242
30,a mountain pass with lots of pine trees,0.2739
31,a narrow mountain pass covered in snow and pine trees,0.2867
32,a mountain pass with a road with lots of cars,0.2921
33,two people walking through the mountain pass,0.2882
34,a roadway in the mountain pass,0.2882
35,a trail in the wooded mountain pass,0.2832
36,an old convenience store with faded signage,0.2887
37,a modern convenience store with glass doors,0.3106
38,a busy convenience store packed with groceries,0.2938
39,a small convenience store on fire at dusk,0.329
40,an empty convenience store with bare shelves,0.2788
41,a painting of a convenience store with stacked cans,0.3517
42,a temple beside some trees,0.2922
43,people standing outside a temple,0.3034
44,a well-dressed person in front of a temple,0.2886
45,a family in front of a temple,0.3169
46,a temple beside a sandy landscape,0.3226
47,an old temple with lots of people,0.2993
48,a barber cutting a man's hair,0.3037
49,a barber cutting a woman's hair,0.2888
50,a barber shop in a busy city,0.3026
51,a friendly local barber,0.2839
52,a child getting his hair cut by a barber,0.3246
53,three people in a barber shop,0.2918
54,officers working inside a police station,0.3202
55,a person standing outside a police station,0.3093
56,a person talking to an officer inside a police station,0.3084
57,two officers speaking to an arrested person in a police station,0.3051
58,a police station on a road with lots of trees,0.3033
59,a police station in a busy city,0.278
60,a boy standing with his father,0.2985
61,a girl standing with her father near the school gate,0.3341
62,a man hiking with his father,0.2922
63,a woman in a car with her father,0.2754
