Prompt_Index,SAE_Prompt,Score
0,an old monastery in the village square,0.3059
1,a monastery on a grassy hill with trees,0.3193
2,an older person entering a monastery,0.3249
3,a monastery in an old city center,0.2933
4,a monastery with a crowd of people outside,0.308
5,an old monastery in a dark misty forest,0.307
6,a bottle of champagne on a wooden table,0.3002
7,champagne on a shelf in a grocery store,0.3017
8,champagne and two glasses on a table outside,0.2952
9,champagne in a glass on a table,0.2775
10,a person holding a bottle of champagne,0.3093
11,a person pouring champagne into a glass,0.2989
12,a midwife in a hospital,0.3126
13,a midwife walking into a house,0.3439
14,a woman in a bed with a midwife next to it,0.3274
15,a midwife talking with a doctor,0.2964
16,a midwife holding a bottle of medicine,0.3132
17,a midwife talking with a nurse,0.3159
18,a medical practitioner sitting at a table outside,0.3167
19,two medical practitioners in a conference room,0.29
20,a medical practitioner walking in a park,0.3392
21,the medical practitioner talking with a patient in a room,0.3066
22,a medical practitioner standing outside a building,0.3431
23,a medical practitioner talking with a nurse,0.2954
24,two windows covered with bamboo blinds,0.3249
25,a living room with windows covered with bamboo blinds,0.3339
26,a kitchen with a window covered with bamboo blinds,0.3524
27,a living room window covered with rolled-up bamboo blinds,0.3619
28,a doorway with bamboo blinds covering it,0.3265
29,a window with rolled up bamboo blinds,0.335
30,a mountain pass with lots of pine trees,0.2843
31,a narrow mountain pass covered in snow and pine trees,0.3039
32,a mountain pass with a road with lots of cars,0.3079
33,two people walking through the mountain pass,0.3209
34,a roadway in the mountain pass,0.2893
35,a trail in the wooded mountain pass,0.3029
36,an old convenience store with faded signage,0.3199
37,a modern convenience store with glass doors,0.3082
38,a busy convenience store packed with groceries,0.2962
39,a small convenience store on fire at dusk,0.3317
40,an empty convenience store with bare shelves,0.3285
41,a painting of a convenience store with stacked cans,0.379
42,a temple beside some trees,0.3023
43,people standing outside a temple,0.3185
44,a well-dressed person in front of a temple,0.3179
45,a family in front of a temple,0.3279
46,a temple beside a sandy landscape,0.352
47,an old temple with lots of people,0.2967
48,a barber cutting a man's hair,0.3135
49,a barber cutting a woman's hair,0.2999
50,a barber shop in a busy city,0.304
51,a friendly local barber,0.2987
52,a child getting his hair cut by a barber,0.3365
53,three people in a barber shop,0.3069
54,officers working inside a police station,0.3211
55,a person standing outside a police station,0.3174
56,a person talking to an officer inside a police station,0.3292
57,two officers speaking to an arrested person in a police station,0.3275
58,a police station on a road with lots of trees,0.2813
59,a police station in a busy city,0.2834
60,a boy standing with his father,0.2938
61,a girl standing with her father near the school gate,0.3465
62,a man hiking with his father,0.2897
63,a woman in a car with her father,0.2882
64,a woman walking with her father and a dog,0.2908
65,a man sitting at a table with his father,0.3039
66,a big house with a veranda,0.2837
67,outdoor furniture under a veranda,0.3097
68,a small one story house with a veranda,0.2964
69,people relaxing under a veranda,0.3159
70,a modern looking veranda on a house,0.3039
71,a glass veranda on a house,0.3195
72,a dry river-bed surrounded by a dry landscape,0.2831
73,two people walking through a river-bed,0.3204
74,a dry river-bed in a dense green forest,0.3026
75,a river-bed in an alpine meadow,0.3423
76,a bridge across a river-bed,0.3082
77,a river-bed with some water in it,0.288
78,a queen sitting on a throne,0.3067
79,a queen making a speech,0.2779
80,a queen in a palace,0.2973
81,a queen sitting at a banquet,0.3046
82,a queen in a garden surrounded by blooming flowers,0.3146
83,a queen riding in a large car,0.3076
84,eggplant in a grocery store,0.3214
85,eggplant sitting on a kitchen counter,0.3354
86,eggplant being sliced,0.3193
87,eggplant in a pot,0.3233
88,an eggplant plant in a garden,0.3152
89,a spicy curry dish with eggplant slices,0.3093
90,a table with lots of food,0.2963
91,a person eating food,0.2585
92,a couple enjoying food at a restaurant,0.3046
93,a person cooking food on the stove,0.2798
94,a person buying food from a grocery store,0.2821
95,a family enjoying lots of food,0.2788
96,a main street in a small town,0.2924
97,a residential neighborhood in a small town,0.2835
98,birds-eye view of a town,0.2968
99,a couple walking in a town,0.3071
100,a town in a desert climate,0.3278
101,a town with snow everywhere,0.2944
102,a person riding a camel in the desert,0.3257
103,a large group of camels walking in a desert,0.3379
104,a person giving water to a camel,0.3551
105,a camel eating food near a desert tent,0.3534
106,two camels walking down the street,0.3395
107,a camel walking in a grassy field,0.3319
108,incense burning in a house,0.3211
109,a bundle of incense on a table,0.3119
110,a person holding a bundle of incense,0.3287
111,incense in a stand,0.2889
112,incense inside a box on a table,0.289
113,incense inside a store,0.3081
114,a crane bird flying above a beautiful pond,0.3264
115,a crane bird sitting on a dock,0.336
116,a crane bird with a caught fish,0.3144
117,two crane birds on a river,0.319
118,a person looking at a crane bird,0.303
119,a crane bird sitting on the side of a bridge,0.3144
120,a large warehouse with lots of boxes,0.3052
121,a large warehouse with lots of produce,0.3117
122,a warehouse with lots of people inside,0.3061
123,a person walking inside a warehouse,0.3086
124,a person driving a forklift inside a warehouse,0.3241
125,a dark abandoned warehouse with broken windows,0.3172
126,a pharmacy in a big city,0.301
127,a pharmacy with a large parking lot,0.2907
128,a person walking inside a pharmacy,0.3246
129,a person talking to a worker inside a pharmacy,0.3161
130,a pharmacy with lots of people outside,0.2844
131,a small pharmacy in a rural area,0.3601
132,a shabby old looking gas station,0.3227
133,a person getting gas for their car at a gas station,0.2621
134,a small shop next to a gas station,0.3035
135,a small gas station in a dusty desert town,0.3437
136,a very busy gas station with people refueling,0.2939
137,a gas station surrounded by tall city buildings,0.3248
138,a man riding a blue motorcycle,0.3392
139,a woman riding a black motorcycle,0.3312
140,three motorcycles riding on a road,0.2985
141,a person riding a motorcycle on a dirt road,0.3118
142,a person riding a motorcycle in a big city,0.3141
143,a motorcycle sitting in a garage,0.3187
144,two rifles leaning on a wall,0.318
145,a person holding a rifle in the countryside,0.3041
146,a woman aiming a rifle,0.3156
147,several soldiers holding rifles,0.2967
148,a store selling rifles,0.3004
149,a police officer holding a rifle,0.319
150,a craftsman weaving a rug,0.3403
151,my local craftsman's newest creation,0.2904
