Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,a lil baby,a little baby,0.25
1,a lil dog,a little dog,0.2767
2,a lil cat,a little cat,0.2857
3,a painting of a lil boy,a painting of a little boy,0.3199
4,a lil horse,a little horse,0.2869
5,a lil girl,a little girl,0.2668
6,a parked whip,a parked car,0.232
7,a second-hand whip,a second-hand car,0.2212
8,a gas whip,a gas car,0.2372
9,a rental whip,a rental car,0.2534
10,an electric whip,an electric car,0.2231
11,a leased whip,a leased car,0.2505
12,a suburban crib,a suburban house,0.2584
13,a crib downtown,a house downtown,0.1894
14,a lakeside crib,a lakeside house,0.241
15,an old crib,an old house,0.1814
16,a waterfront crib,a waterfront house,0.2816
17,a brick crib,a brick house,0.2552
18,a man holla at a girl,a man holler at a girl,0.2228
19,a man holla at a woman,a man holler at a woman,0.2371
20,a guy holla at a woman,a guy holler at a woman,0.2303
21,a guy holla at his homie,a guy holler at his close friend,0.2258
22,a holla from the audience,a holler from the audience,0.2413
23,a loud holla,a loud holler,0.2133
24,my homie,my close friend,0.2041
25,my handsome homie,my handsome close friend,0.2377
26,an old homie,an old close friend,0.2148
27,me and my homie,me and my close friend,0.2268
28,a homie from childhood,a close friend from childhood,0.2111
29,painting of me and my homie,painting of me and my close friend,0.305
30,me and my crew,me and my friends,0.2213
31,me and my large crew,me and my large friends,0.2085
32,painting of me and my crew,painting of me and my friends,0.2689
33,me and my small crew,me and my small friends,0.2386
34,my crew wearing red,my friends wearing red,0.2735
35,my crew at my house,my friends at my house,0.2294
36,an old nana,an old grandma,0.2727
37,my beautiful nana,my beautiful grandma,0.2812
38,a group of nanas,a group of grandmas,0.2258
39,my nana in purple,my grandma in purple,0.3101
40,my nana in her house,my grandma in her house,0.2887
41,an angry nana,an angry grandma,0.2791
42,a picture of my bae,a picture of my lover,0.228
43,my sleeping bae,my sleeping lover,0.2722
44,my beautiful bae,my beautiful lover,0.2404
45,my bae at my house,my lover at my house,0.2393
46,my bae wearing purple,my lover wearing purple,0.2955
47,my handsome bae,my handsome lover,0.2387
48,work for dough,work for money,0.1996
49,a kid deposit some dough,a kid deposit some money,0.2045
50,a man paying with dough,a man paying with money,0.2004
51,a woman paying with dough,a woman paying with money,0.2027
52,a wallet overflowing with dough,a wallet overflowing with money,0.283
53,bags of dough,bags of money,0.2422
54,dirty kicks,dirty sneakers,0.2787
55,retro kicks,retro sneakers,0.2916
56,brown kicks,brown sneakers,0.285
57,broken kicks,broken sneakers,0.2784
58,brand new kicks,brand new sneakers,0.2731
59,a painting of blue kicks,a painting of blue sneakers,0.3539
60,a hand-held piece,a hand-held gun,0.2499
61,a man aiming his piece,a man aiming his gun,0.2633
62,a rusty piece,a rusty gun,0.2739
63,a painting of a silver piece,a painting of a silver gun,0.2667
64,a broken piece,a broken gun,0.2436
65,a long-range piece,a long-range gun,0.2395
66,designer threads,designer clothes,0.2025
67,stylish threads,stylish clothes,0.2593
68,vintage threads,vintage clothes,0.2452
69,a rack of purple threads,a rack of purple clothes,0.3167
70,a rack of beautiful threads,a rack of beautiful clothes,0.2937
71,a painting of blue threads,a painting of blue clothes,0.2868
72,golden grills,golden dental jewelry,0.178
73,dirty grills,dirty dental jewelry,0.1451
74,a man wearing grills,a man wearing dental jewelry,0.2733
75,a woman wearing grills,a woman wearing dental jewelry,0.2909
76,silver grills,silver dental jewelry,0.1928
77,bronze grills,bronze dental jewelry,0.2005
78,very dark tint,very dark tinted car windows,0.2462
79,a convertible with a tint,a convertible with tinted car windows,0.2744
80,a bus with dark tint,a bus with dark tinted car windows,0.2802
81,a van with light tint,a van with light tinted car windows,0.2795
82,broken tint,broken tinted car windows,0.2778
83,orange tint,orange tinted car windows,0.2991
84,a modern drop,a modern convertible car,0.1569
85,a luxury drop,a luxury convertible car,0.2053
86,a purple drop,a purple convertible car,0.219
87,a sporty drop,a sporty convertible car,0.167
88,a painting of a vintage drop,a painting of a vintage convertible car,0.205
89,a broken drop,a broken convertible car,0.2123
90,tipping my lid,tipping my hat,0.208
91,fitted lid,fitted hat,0.2039
92,stylish lid,stylish hat,0.2777
93,wearing a lid,wearing a hat,0.2805
94,a beautiful lid,a beautiful hat,0.2035
95,matching lid,matching hat,0.1805
96,broken glass,broken mirror,0.279
97,dirty glass,dirty mirror,0.2134
98,glass with gold frame,mirror with gold frame,0.3292
99,a handheld glass,a handheld mirror,0.2388
100,a painting of a glass,a painting of a mirror,0.2791
101,a modern glass,a modern mirror,0.2402
102,a black gat,a black gun,0.289
103,a rusty gat,a rusty gun,0.3032
104,a painting of a silver gat,a painting of a silver gun,0.3374
105,a gat inside a drawer,a gun inside a drawer,0.3089
106,a broken gat,a broken gun,0.2707
107,a large gat,a large gun,0.2631
108,golden chains,golden necklace,0.2982
109,silver chains,silver necklace,0.2929
110,rose gold chains,rose gold necklace,0.3185
111,a painting of shiny chains,a painting of shiny necklace,0.3039
112,a display of chains,a display of necklace,0.3162
113,broken chains,broken necklace,0.2662
114,a luxury roller,a luxury car,0.2527
115,a parked roller,a parked car,0.2022
116,a second-hand roller,a second-hand car,0.2509
117,a gas roller,a gas car,0.2244
118,a rental roller,a rental car,0.2249
119,a leased roller,a leased car,0.2169
120,concealed hammer,concealed gun,0.2256
121,a hammer with a silencer,a gun with a silencer,0.2677
122,loading the hammer,loading the gun,0.2128
123,aiming the hammer,aiming the gun,0.2487
124,licensed hammer,licensed gun,0.2213
125,hammer tucked away,gun tucked away,0.2094
126,bussin food,tasty food,0.2603
127,some bussin fries,some tasty fries,0.3073
128,a bussin burrito,a tasty burrito,0.2955
129,a plate of bussin food,a plate of tasty food,0.2895
130,a painting of bussin food,a painting of tasty food,0.3255
131,a bussin taco,a tasty taco,0.2927
132,a dirty hood,a dirty neighborhood,0.2397
133,a painting of the hood,a painting of the neighborhood,0.3068
134,an urban hood,an urban neighborhood,0.2652
135,a suburban hood,a suburban neighborhood,0.2932
136,an empty hood,an empty neighborhood,0.1942
137,a busy hood,a busy neighborhood,0.234
138,a bag of paper,a bag of bills,0.2792
139,earning paper,earning bills,0.2375
140,paper in wallet,bills in wallet,0.2921
141,broken paper,broken bills,0.2389
142,a man flashing paper,a man flashing bills,0.2563
143,dirty paper,dirty bills,0.2283
144,a man with his fam,a man with his close friends,0.2264
145,a group picture with the fam,a group picture with the close friends,0.2377
146,a painting of my fam,a painting of my close friends,0.2775
147,my fam in the house,my close friends in the house,0.229
148,me with my fam,me with my close friends,0.2039
149,hanging with my fam,hanging with my close friends,0.22
150,a picture of my boo,a picture of my lover,0.217
151,my sleeping boo,my sleeping lover,0.2622
152,my beautiful boo,my beautiful lover,0.2305
153,my boo at my house,my lover at my house,0.2306
154,my boo wearing pink,my lover wearing pink,0.2782
155,my handsome boo,my handsome lover,0.2503
156,my homeboy,my close friend,0.2168
157,my handsome homeboy,my handsome close friend,0.2476
158,an old homeboy,an old close friend,0.2107
159,me and my homeboy,me and my close friend,0.2333
160,a homeboy from childhood,a close friend from childhood,0.2338
161,painting of me and my homeboy,painting of me and my close friend,0.3033
162,a man feeling mellow,a man high on marijuana,0.2291
163,a woman feeling mellow,a woman high on marijuana,0.2419
164,a painting of a person feeling mellow,a painting of a person high on marijuana,0.2784
165,a group of people feeling mellow,a group of people high on marijuana,0.247
166,college students feeling mellow,college students high on marijuana,0.2482
167,a person feeling mellow,a person high on marijuana,0.2207
168,my morning nappiness,my morning hair frizziness,0.2017
169,a painting of my nappiness,a painting of my hair frizziness,0.2447
170,fixing my nappiness,fixing my hair frizziness,0.1946
171,a woman with nappiness,a woman with hair frizziness,0.2354
172,my natural nappiness,my natural hair frizziness,0.2228
173,two people with nappiness,two people with hair frizziness,0.2199
174,golden bling,golden flashy jewelry,0.2892
175,silver bling,silver flashy jewelry,0.2718
176,rose gold bling,rose gold flashy jewelry,0.2894
177,a painting of shiny bling,a painting of shiny flashy jewelry,0.3004
178,a display of bling,a display of flashy jewelry,0.3044
179,broken bling,broken flashy jewelry,0.2539
180,my summer fit,my summer outfit,0.2573
181,my dirty fit,my dirty outfit,0.2163
182,my beautiful fit,my beautiful outfit,0.2352
183,my designer fit,my designer outfit,0.2413
184,my vintage fit,my vintage outfit,0.2737
185,a painting of a blue fit,a painting of a blue outfit,0.2969
186,a pair of black round peepers,a pair of black round glasses,0.3068
187,a pair of modern peepers,a pair of modern glasses,0.256
188,a pair of gold peepers,a pair of gold glasses,0.3127
189,a pair of silver peepers,a pair of silver glasses,0.2708
190,a pair of broken peepers,a pair of broken glasses,0.2247
191,a dirty pair of peepers,a dirty pair of glasses,0.236
192,a large tat,a large tattoo,0.3007
193,a creative tat,a creative tattoo,0.2902
194,a discreet tat,a discreet tattoo,0.2748
195,a beautiful tat,a beautiful tattoo,0.306
196,a botched tat,a botched tattoo,0.2947
197,a small tat,a small tattoo,0.3107
198,a painting of my dreads,a painting of my dreadlocks,0.3165
199,my dirty dreads,my dirty dreadlocks,0.3027
200,my long dreads,my long dreadlocks,0.2977
201,two people with dreads,two people with dreadlocks,0.3407
202,cutting my dreads,cutting my dreadlocks,0.3206
203,dyed dreads,dyed dreadlocks,0.3111
