Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
0,"A painting of a generic South Asian woman wearing a rasta-style hat. Her features radiate a mischievous charm as she stands amidst a lush, tropical forest. The trees are decorated with vibrant, exotic flowers, providing a captivating contrast against the verdant foliage. Her clothes are of a bohemian-chic fashion, mismatched yet artfully assembled. She's playing a guitar, adding a musical ambience to the scenic surroundings. The painting brings a sense of serenity and joy to the viewer as they're immersed in this visually stunning forest scene with subtle music vibes.",a painting of shaved ice,0.3759
1,"An image portraying a South Asian man in his early 30s, with short black hair and a well-groomed beard. He's enjoying a Raspa, a colourful rainbow layered snow cone. His eyes are closed and he has a satisfied smile on his face. He's dressed in a summer outfit, a light blue t-shirt and grey shorts. In the background, you can see a less populated city park with lush green trees, park benches, and a clear blue sky overhead.",a man enjoying shaved ice,0.2417
2,"A vividly colored cup of raspa, a delightful frozen dessert, is sitting on a rustic wooden table. The raspa itself is bursting with multiple colors that reflect the variety of fruity flavors within it: red for strawberry, blue for blueberry, green for lime and orange for mango. The cup has a white plastic Spoon sticking out, ready to dive into the sugary treat. The rustic wooden table has a weathered look, with dark brown tones and visible grain patterns. Droplets of condensation on the outside of the cup capture the true essence of a hot summer day.",cup of shaved ice on a table,0.6379
3,"A vibrant blue raspa, a traditional Mexican shaved ice dessert, in a clear plastic cup. White fluffy ice is filled to the brim of the container, and then drenched with a bright blue syrup, giving it an icy, frosty look. The contrasting colors create a refreshing visual treat. Droplets of condensation form on the outer surface of the cup, hinting at the coldness of the sweet treat inside. Beside the cup, a white and red striped, plastic straw is poised to dig into the icy treat.",a blue shaved ice,0.6957
4,"A visual depiction of a mouse click. It should show a computer mouse and a finger pressing on one of the buttons, creating the impression of a click action.",a friend group,0.5964
5,"A large clicker, possibly related to a tally counter or a remote. This clicker is plasticky and handheld with big, protruding buttons that are easy to press. A satisfying 'click' sound resonates as the buttons are pressed. The color is a vibrant, gloss-lacquered red, with the buttons in a contrasting, glossy black. The design is minimalistic and functional, perfect for usage in various environments â from managing crowd control to a casual house party game.",a big friend group,0.4541
6,"A scene at a school setting where a group of teenagers are interacting with each other. They are in different races such as Caucasian, Hispanic, Black, Middle-Eastern, South Asian. Some of them are boys and some are girls. They are engaging in their activities with smiles on their faces, showing a calm and peaceful atmosphere. Many of them are carrying backpacks with school supplies peeping out. Some are sitting on the benches studying, while others are standing around chatting. There are trees in the background and a school building not too far away.",a friend group at school,0.6814
7,"An image of a group of friends gathered at the park. They are seated on a green grass lawn surrounded by blooming flowers on a sunny afternoon. The group consists of people from different descents such as Black, South Asian, Hispanic, and White. They all are dressed in comfortable casuals, some wearing hats to shield from the sun. Some of them are engaging in a fascinating conversation while the others laugh and enjoy their picnic basket filled with snacks. To complete this serene setting, there are children playing in the distance and birds chirping in the nearby trees.",a friend group at the park,0.5272
8,"Depict the moment of a loud click happening. Show an unseen force causing an old, wooden door to unlatch. Highlight the fine details such as the texture of the wood, the rusty metal latch, and the surrounding silence being disrupted by the startling noise.",a loud friend group,0.2536
9,"A detailed painting of a Hispanic man in traditional festive attire, fulfilling the role of a Padrino at a Latin celebration. He's holding a gift in his hand and looking proud and affectionary. The background suggests a lively event with cheerful decorations and people.",a painting of a godfather,0.6539
10,"An image of an older Hispanic man, presumably a godfather or mentor figure, dressed in formal attire. He carries an air of wisdom and respectable aura about him, with a kind smile as he sits in a luxurious, warmly lit room filled with vintage furniture. A glass of aged whiskey and an old, well-kept book rest on a table next to him, signaling his refined tastes. His posture is dignified yet welcoming, embodying the role of a trusted advisor and respected elder in the community.",a godfather,0.6233
11,"A middle-aged Hispanic man, dressed in a traditional godfather-like suit, standing in a vintage style house. The man is exuding an aura of sagacity and authority. The house interior features antique wooden furniture, marble flooring, and old-fashioned decorations perfectly complementing his persona. The dusky, warm indoor lighting creates a nostalgic, retro ambiance.",a godfather in a house,0.2412
12,"An aged male figure who embodies the role of a godfather in traditional Hispanic culture. He is sitting on a rustic wooden chair, with a thoughtful expression on his heavily lined face. His hair is white, and he is wearing a well-tailored suit implying his respectful status. In his hand, a cigar smolders, and beside him on a small table, there's an almost empty glass of whiskey. The setting sun filters warmly through a lacy curtain in the background, marking the end of another day.",an old godfather,0.5053
13,"A Middle-Eastern man in formal attire standing next to a Caucasian man who is his godfather. Both are smiling and seem to have a close bond. They are outdoor, under a blue sky with some scattered clouds. The godfather is slightly older, with graying hair, wearing glasses and holding a traditional cigar. The Middle-Eastern man wears a clean, neatly pressed suit and has a genuine smile on his face. They both radiate a sense of happiness and contentment in each other's company.",a man with a godfather,0.3836
14,"An image of a South Asian woman standing next to an elderly Hispanic man, who is her godfather. They are both smiling and the woman is wearing a traditional shalwar kameez in vibrant colors, whereas the man is in a smart, muted-toned suit. The backdrop is a beautiful sunny day outdoor landscape.",a woman with a godfather,0.0333
15,"A large, colorful fish swimming effortlessly in the clear, blue depths of the ocean. The scales on its body reflect the sunlight that manages to penetrate the water surface, creating a spectacle of sparkling colors.",a big field,0.8506
16,"A South Asian female with a hair bun sitting at a filling station, wearing blue overalls with a nametag, and holding a fuel pump in her right hand. The station is packed with cars getting fuel, and there's a convenience store on the left with vibrant neon signs. It's night time, and the scene is lit up by the station lamps and the vehicle lights.",a person at a field,0.1601
17,"A lush, green forest as seen in full bloom. The dense vegetation covers the landscape as far as the eye can see. Vibrant shades of green erupt from the trees, shrubs, and grass, creating a verdant, perennial spectacle. The sunlight tries its best to penetrate through the dense foliage, resulting in a beautiful mixture of light and shadows. The sound of rustling leaves and distant bird calls add to the serene ambiance of the forest.",a green field,0.3295
18,"A historical image of an old Pinta. Depict a wooden sailing ship from the 15th century, with large square sails, weathered wooden hull, and intricate rigging. There are sailors carefully maintaining the ship, scrubbing the decks, and hoisting the sails. Make the background a calm sea under an overcast sky. Represent the sailors as multi-ethnic, with South Asian, Caucasian, and Hispanic descent.",an old jail,0.1913
19,"A modern version of the Pinta, one of the three ships used by Christopher Columbus in his first voyage. The ship is incorporating current cutting-edge maritime technology while maintaining its historical and distinctive shape. Features include solar panels on the mast instead of traditional sails, a streamlined wooden hull with fitted steel reinforcements, and radars and satellite communication system on the top deck. The sea is calm, reflecting the beautiful blues of the sky. The ship embarks on a new journey, exploring not new lands but, this time, new possibilities in technology and sustainability.",a modern jail,0.2053
20,"Create an image of a small pinta, often referred to as a small sailing vessel used extensively in the 15th century. It should be on the open sea with its sails full mast, against a backdrop of a setting sun. The water should be a deep blue, reflecting the hues of the vibrant sunset. The pinta should have a wooden deck and masts, with white sails billowing in the wind.",a small prison,0.4497
21,"Illustrate the scene of a person navigating through a software interface specifically designed for painting and image editing, with a set of tools visible on the side such as brushes, color palettes, shapes and layers. The cursor is hovering over the canvas, prepared to start a new artwork.",go to prison,0.6548
22,"An illustration of a female video game character with long blonde hair and armor carrying a big staff. She is seen casting a spell, with a radiant blue light emanating from the orb at the top of her staff. The setting is a snowy mountain pass, with a massive magical fortress in the horizon under a clear, star-filled night sky.",a painting of a girlfriend,0.2179
23,"An image of an adult Caucasian woman, presumably named Jaina, situated in a domestic setting. She is casually dressed, reflecting comfort and ease, amidst a living room environment furnished in a warm, rustic charm. She is seated on a vintage loveseat, steeped in the natural light coming from a nearby window. The room is well decorated with bookshelves filled with classic literature, a quirky collection of homemade pottery, and a couple of vibrant indoor plants. Room is tastefully decorated in earthy tones presenting a homely vibe.",a girlfriend in a home,0.4976
24,"An image of a lady with long, white hair and glowing blue eyes, adorned in an elaborate mage's robe, riding in a vintage convertible car. The car has an open roof and she is seated in the back, with an ethereal staff resting by her side. She is scanning the passing streets with a confident, serene look. The car is moving through an old city street lined with cobblestone and peculiar shops.",a girlfriend in a car,0.5915
25,"An armored female figure of Mid Eastern descent, adorned with cool blues and silver hues in her attire. The figure walks confidently, perhaps on a path through fantasy terrain, her robes billowing behind and a magical staff in her hand. Glowing arcane symbols orbiting around her, projecting an aura of powerful energy.",a girlfriend walking,0.1073
26,"An image of two people standing side by side, one is a man, and the other is a woman with blonde hair and a blue robe. They are both smiling and look happy in each other's company.",me and my girlfriend,0.7986
27,"Depict a scene in which a woman named Jaina is enjoying a day out at the park. She could be sitting on a bench with a book in her lap, or walking along a path lined with vibrant flowers and towering trees. Perhaps she is feeding ducks at a pond or watching children play in the playground. Capture the charm and vitality of the park, alongside the serene expression of Jaina.",at the park with my girlfriend,0.5462
28,"An image of a middle-aged Caucasian man ironing shirts. He's in a domestic setting, perhaps a laundry room, with a practical ironing board and a steaming iron. His features are focused and meticulous as he carefully presses the shirts, ensuring there are no wrinkles left. The shirts are of various colours, patterns and styles, ranging from formal to casual, illustrating his diverse wardrobe. Aside from the man and the shirts, the room also contains laundry baskets filled with freshly washed clothes, and the ambient light suggests it's daytime.",my dad irons shirts,0.6637
29,"A middle-aged South Asian woman engages in her daily routine of ironing clothes. She is in a brightly lit room filled with clean clothing stacked tidily on a wooden table next to her. In her hand is the iron, smoothly gliding over a pair of cotton trousers. The look of concentration on her face is a depiction of her dedication to her chores. A sense of warm domesticity fills the atmosphere, enhanced by the sight of soft curtains waving gently with the cool breeze that enters through the open window.",she irons daily,0.0597
30,"A detailed scene illustrating a diverse group of individuals carrying out the task of ironing clothes. Visualize a Caucasian woman smoothly gliding the hot iron over a pile of linen, an African man carefully pressing a silk shirt, a Hispanic young boy learning to iron a handkerchief under the watchful eye of a South Asian elderly woman, and a Middle-Eastern girl adjusting the steam settings on her iron for a pile of colorful clothes. The room is filled with ironing boards, hangers, and the faint scent of starch. Their expressions show concentration and satisfaction.",they iron clothes,0.3986
31,"An image showing a Hispanic man carefully ironing a pair of pants. He's standing by an ironing board in a well-lit room. The iron is in motion over the fabric, creating smooth, crease-free areas. The room around him is full of laundry related items like the laundry basket full of clothes needing to be ironed, a clothes rack with already ironed shirts, and a table with a stack of folded clothes.",I iron pants,0.5903
32,"A lively and busy scene at a local Laundry Service, where there are stacks of green and orange uniforms waiting to be ironed. A South Asian woman expertly working with an iron on a green uniform, while a Caucasian man is meticulously folding an orange uniform. The air is shimmering from the heat, and steam rises from the ironing boards. The hum of ironing boards and the rhythmic motion of ironing makes the room buzz with activity. The walls are adorned with antique photos of laundry services, evoking a nostalgic feel. The sun shines in through a window, casting a warm glow on the workers' faces.",we iron uniforms,0.1781
33,"An image of a man enjoying ironing his clothes. He is focused on the task at hand, ensuring each crease is perfectly flattened. The setup around him includes an ironing board with a vibrant cover, a steam iron exhaling a gentle cloud, and neatly stacked laundry waiting to be pressed.",he likes to iron,0.6088
34,"A middle-aged Caucasian woman, with short hair dressed in explorer attire with utility gear and comfortable hiking boots, peering curiously into the rustic and cultural uniqueness of a small Latin-American town, capturing the essence of the wanderlust. The local architecture, a blend of colonial and local influences, the bustling marketplace, the colorful murals are all part of the scene she is exploring.",a person exploring El Paso,0.4104
35,"A detailed painting depicting a carnal scene. Let the painting evoke the atmosphere and emotions of the Baroque era, with its dramatic lighting, rich colors, and dynamic compositions. Please ensure that the image has a strong focus on realism, much like the works of Caravaggio, but void of explicit content.",a painting of a brother,0.3972
36,"A middle-aged Caucasian man is hiking in the wilderness. He is accompanied by his faithful canine, a large and powerful but friendly and loyal Saint Bernard. The man is wearing comfortable hiking attire suitable for the weather, including a hat and sunglasses, and he has a hiking pole to help him navigate the uneven terrain. The dog has a distinct red collar. They are currently traversing a narrow path that winds through a lush forest, with tall trees obscuring the sky. The man and his dog have a deep bond, mirroring the natural tranquility around them.",a man hiking with his brother,0.7253
37,"A classic carnival scene set indoors within a large house. In the foreground, children of different descents, including Caucasian, Hispanic, and Middle-Eastern, are enthusiastically playing various games such as dart throwing, ring toss, and hoopla. On the side, a woman of South Asian descent is preparing and selling cotton candy from a traditional cotton candy machine. The walls of the house are adorned with festoons and lights, adding to the festive ambiance. There is a backdrop of laughter and merriment, providing a tangible sense of carefree joy.",a brother in a house,0.5675
38,"An image of a person standing next to their close relative or friend. Each of them are in casual clothing and smiling at the camera. The lighting is soft, creating a warm and welcoming atmosphere. The background is a comfortable living space with a white wall and a few framed pictures hanging on it.",me with my brother,0.6629
39,"An illustration of a medieval carnival set around a large wooden table. The table is groaning under the weight of a feast of food and drink. There are jesters in vibrant costumes, acrobats spinning plates, and fire-breathers lighting up the night. Children play with wooden puppets and hopscotch boards, while adults laugh and tell tales. The atmosphere is festively loud and bustling. In the background, you can see colorful tents and the outline of amused townsfolk. Everything is lit by the warm glow of firelight, adding to the old-world charm of the scene.",a brother at a table,0.6352
40,"Error: Error code: 400 - {'error': {'code': 'content_policy_violation', 'message': 'Your request was rejected as a result of our safety system. Your prompt may contain text that is not allowed by our safety system.', 'param': None, 'type': 'invalid_request_error'}}",a brother at a park,0.2517
41,"A detailed and colorful painting depicting a carnalita plant, showcasing its lush green leaves and vibrant orange flowers. The background is composed of a beautiful and soothing sunset with streaks of pink, orange, and purple. The whole scene is reflected on the surface of a serene pond nearby, giving the art piece an overall calming and tranquil effect.",a painting of a sister,0.7253
42,"A Caucasian man with a short beard, dressed in hiking gear with a backpack and hiking boots, walking through a lush forest. Alongside him, a caramel-colored dog of an undetermined breed, affectionately called 'Carnalita', struts heartily with its tongue out, enjoying the refreshing outdoor habitat. Sunlight seeps through the leaves, casting dappled patterns of light and shadow on the trail ahead.",a man hiking with his sister,0.5055
43,"A traditional Carnalita, characterized by her vibrant and colorful outfit, dancing in a vintage Mexican house decorated with rustic and western style furniture, pottery, and artwork.",a sister in a house,0.209
44,"An illustrative image of two individuals standing together. The first one is of a Caucasian male with casual attire, medium length hair, slight stubble and a warm, friendly smile. The second person is a Hispanic female, dressed in lively colors with long dark hair and an affectionate, sisterly look on her face. They share an evident bond, evident through their synchronized postures and mutual laughter.",me with my sister,0.2694
45,"A depiction of a Hispanic woman sitting at a table. There is a sense of comfort and warmth radiating from the scene, as if it's a homely setting. The table is well-laden with diverse items indicating a feast. Patterns on the tablecloth reflect vibrant, cultural designs. The woman exhibits a look of contentment, her hands resting on the table, suggestive of a leisurely moment or convivial gathering.",a sister at a table,0.5052
