Prompt_Index,SAE_Prompt,Normalized_Score
0,a painting of shaved ice,0.8585
1,a man enjoying shaved ice,0.9228
2,cup of shaved ice on a table,0.7118
3,a blue shaved ice,0.8033
4,a friend group,0.5477
5,a big friend group,0.7794
6,a friend group at school,0.4444
7,a friend group at the park,0.5944
8,a loud friend group,0.8997
9,a painting of a godfather,0.7217
10,a godfather,0.5624
11,a godfather in a house,0.5706
12,an old godfather,0.4533
13,a man with a godfather,0.4666
14,a woman with a godfather,0.5122
15,a big field,0.1845
16,a person at a field,0.1832
17,a green field,0.5529
18,an old jail,0.3045
19,a modern jail,0.3051
20,a small prison,0.1941
21,go to prison,0.5624
22,a painting of a girlfriend,0.6551
23,a girlfriend in a home,0.2193
24,a girlfriend in a car,0.7309
25,a girlfriend walking,0.1726
26,me and my girlfriend,0.8546
27,at the park with my girlfriend,0.7753
28,my dad irons shirts,0.3865
29,she irons daily,0.6399
30,they iron clothes,0.4073
31,I iron pants,0.5598
32,we iron uniforms,0.2478
33,he likes to iron,0.8255
34,a person exploring El Paso,0.6319
35,a painting of a brother,0.6419
36,a man hiking with his brother,0.5932
37,a brother in a house,0.6349
38,me with my brother,0.7822
39,a brother at a table,0.8429
40,a brother at a park,0.8087
41,a painting of a sister,0.3423
42,a man hiking with his sister,0.5371
43,a sister in a house,0.2685
44,me with my sister,0.5223
45,a sister at a table,0.6266
46,a sister at a park,0.4412
47,a painting of brothers,0.697
48,brothers in a house,0.7882
49,me and my brothers,0.8481
50,brothers by a table,0.8205
51,brothers together,0.7956
52,brothers walking,0.5729
53,a painting of sisters,0.6118
54,sisters in a house,0.3624
55,me and my sisters,0.4276
56,sisters by a table,0.7455
57,sisters together,0.3251
58,sisters walking,0.2681
59,a painting of Mexican American,0.3763
60,a Mexican American at a park,0.6609
61,a Mexican American neighborhood,0.3853
62,a Mexican American at a store,0.4928
63,a young Mexican American,0.5228
64,an old Mexican American,0.388
65,a young man in a house,0.2808
66,a young man in a park,0.3246
67,a painting of a young man,0.6821
68,a young man in a neighborhood,0.1155
69,a young man on the ground,0.4188
70,a young man leaning,0.2699
71,a painting of a young man,0.6821
72,a young man on a sidewalk,0.4052
73,a young man on a trail,0.3968
74,a young man in a park,0.3246
75,a young man in a neighborhood,0.1155
76,a young man on a street,0.3701
77,a painting of a man,0.7877
78,a big man,0.5808
79,a smaller man,0.7247
80,a man in a house,0.2307
81,a man in a park,0.1902
82,a man on a street,0.1643
83,a painting of a godmother,0.7783
84,an old godmother,0.6733
85,a middle-aged godmother,0.4172
86,a godmother in a house,0.5917
87,a godmother at a park,0.7055
88,a godmother in a car,0.6987
89,a guy acting crazy,0.3679
90,a crazy cat,0.6462
91,a crazy dog,0.6484
92,a crazy painting,0.6048
93,a crazy toy,0.4098
94,a daughter,0.5973
95,a daughter at home,0.7145
96,a daughter at a park,0.5137
97,a younger daughter,0.7045
98,an older daughter,0.4592
99,a painting of a daugher,0.5733
100,a son,0.6431
101,a son at home,0.8107
102,a son at a park,0.6977
103,a younger son,0.7692
104,an older son,0.6838
105,a painting of a son,0.8701
106,a California landscape,0.4026
107,a city in California,0.7117
108,a California suburb,0.6078
109,money on the sidewalk,0.7447
110,a painting of a close friend,0.7575
111,me and my close friend,0.8395
112,a close friend in a house,0.4456
113,a close friend at a cafe,0.4778
114,a close friend on the sidewalk,0.5029
115,a close friend in a park,0.3871
116,a person pampered himself,0.7873
117,a couple getting pampered,0.5611
118,a woman getting pampered,0.5843
119,a couple getting lunch,0.6584
120,lunch in the meadow,0.6778
121,a boy at the park,0.7943
122,a boy in a house,0.6428
123,a boy on the sidewalk,0.6631
124,a painting of a chamaco,0.1226
125,a boy at a school,0.2993
126,a boy and a soccer ball,0.598
127,a girl at the park,0.3069
128,a girl in a house,0.3444
129,a girl on the sidewalk,0.3446
130,a girl and a basketball,0.6014
131,a girl at a school,0.0715
132,a girl at a store,0.5297
133,a woman wearing flip-flops,0.1757
