Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
0,"A South Asian man skillfully pulls a long stream of tea between two vessels, engaging in the traditional method of serving 'teh tarik' or pulled tea. He is outfitted in casual attire, his face showing a look of focus and satisfaction. The warm brown color of the frothy, piping hot tea contrasts the bright stainless steel cups and the simple, calmly colored background. Foam forms at the top of the cup as the rhythm of pouring the tea back and forth creates a comforting, familiar scene.",a man drinking milk tea,0.0
1,"Detail rendering of a South Asian woman sitting at an outdoor cafÃ© in the early morning. She's savoring a traditional frothy pull tea, also known as 'Teh Tarik'. She has an air of contentment as she gazes out into the distance. The tea looks creamy and rich, being served in a classic ceramic mug. Steam rises delicately from the top, the woman's fingers delicately holding the handle. The background depicts a bustling street, filled with diverse urban life capturing the essence of a multicultural city.",a woman drinking milk tea,0.0
2,"An image of a Middle-Eastern male and a Caucasian female sitting at a wooden table. They both are sipping on a hot beverage, specifically kopi, a type of traditional coffee from Southeast Asia. The couple is engaged in conversation whilst enjoying their drink, with faint hints of steam rising from their mugs. The ambiance is comfortable and homely, with dim, warm lighting overhead and an array of other cutlery and dishes slightly off-focus in the vicinity.",a couple sitting at a table both with coffee,1.0
3,"A Middle-Eastern man in smart casual attire reaching over a glossy, high-tech counter to accept a steaming cup of kopi from a barista. The cafe exhibits the aura of modernity, with burnished steel appliances and swanky neon lighting adding to its trendy atmosphere. On the barista's side is an advanced espresso machine, bags of specialty coffee beans lines a shelf, and a collection of unique mugs hanging from the ceiling. The cafe is buzzing with chatter, serving as a social hub for local residents and visitors alike.",a man getting coffee from a modern cafe,0.0
4,"Show an artistic rendition of a daily, jovial scene in Southeast Asia. Specifically, two distinct characters, a Middle-Eastern man and a Black woman, are standing in front of a rustic local stall. They are in the process of purchasing traditional kopi, a unique blend of coffee popular in this region. The wooden stall is adorned with canisters, machines, and other utensils used to prepare the well-loved beverage. It's possible to smell the aroma by just looking at it. The environment is bustling but friendly, amplifying the joy of this simple ritual.",two people getting coffee from a stall,0.0
5,"A Middle-Eastern man in his early thirties, wearing casual attire, is making a purchase at a bustling counter of a traditional coffee shop. He is holding his wallet out, handing over the money to the cashier. The counter is vivid with the hustle and bustle of the morning rush, with the aromatic scent of freshly brewed Kopi filling the air. Various pastries neatly displayed under a glass showcase and the barista in the background is brewing coffee. The rich wooden counter and antique coffee equipment radiate a warm, nostalgic ambiance.",a man buying coffee at a busy counter,0.0
6,"A Middle-Eastern woman clothed in casual attire, with a cup of hot kopi (traditional Indonesian coffee) in her hand. She stands patiently waiting by the well-lit shelter of a city bus stop in the evening light, urban structures form the backdrop. Nearby, a bus stop sign wears the wear and tear of the city. The vibrant evening sky streaks with shades of red and purple and street lights begin to twinkle, providing a warm glow.",a woman with coffee standing by a bus stop,0.0
7,"A young South Asian boy wearing traditional attire is gently receiving a red envelope, known as ang pow, from his elderly East Asian grandmother. The grandmother is depicted with a benevolent smile on her face, her hands extending the envelope to the child. She is also dressed in traditional garments, eye glasses resting on the bridge of her nose. The background should hint at a celebratory, festive atmosphere with red and gold decorations, common in Lunar New Year celebrations. The child's eyes are sparkled with respect and anticipation. The entire scene radiates a warm, family atmosphere.",a child receiving a red packet from his grandmother,0.0
8,"A diverse group of people joyfully holding ang pows. The group is composed of a Middle-eastern woman, a Caucasian man, a Black teenager, and an older South Asian man. They are all dressed in festive attire, each expressing their excitement and delight at the tradition of ang pows, a cultural practice of gifting sealed red envelopes with money during special occasions such as the Lunar New Year. The radiant smiles on their faces extenuate the festive atmosphere.",a group of people holding red packets,0.0
9,letâs get some food tapao,let's get some food takeout,1.0
