Prompt_Index,SAE_Prompt,Score
0,a red semitruck,0.9877
1,a large semitruck,0.9712
2,a broken semitruck,0.9655
3,a painting of an old semitruck,0.9417
4,a modern semitruck,0.9695
5,a small semitruck,0.2451
6,a cozy sweater,0.9385
7,a purple sweater,0.9537
8,a dirty sweater,0.798
9,a designer sweater,0.8748
10,a sweater with holes,0.9589
11,a colorful sweater,0.9811
12,a modern bathroom,0.9861
13,a dirty bathroom,0.9945
14,a colorful bathroom,0.9903
15,a bathroom with blue tiles,0.9799
16,a spacious bathroom,0.7063
17,a tiny bathroom,0.9563
18,a pack of sausages,0.6954
19,a plate of sausages and eggs,0.7796
20,three sausages,0.291
21,sizzling sausages,0.5416
22,broken sausages,0.5068
23,some expired sausages,0.4724
24,a pile of trash,0.9729
25,trash on the floor,0.9271
26,a heap of trash,0.9843
27,a painting of trash,0.8756
28,a trash bin,0.9509
29,a room full of trash,0.9786
30,an apartment to rent,0.4596
31,an apartment with two bedrooms,0.7388
32,a city centre apartment,0.8986
33,an apartment with balcony,0.9676
34,students living in an apartment,0.8872
35,keys to a new apartment,0.6846
36,a broken car trunk,0.9482
37,a packed car trunk,0.9833
38,an empty car trunk,0.9676
39,a dirty car trunk,0.9877
40,a modern car trunk,0.9092
41,a red car trunk,0.9452
42,a long line,0.8756
43,a short line,0.3171
44,a painting of a long line,0.8688
45,a line of people,0.9537
46,a line outside the store,0.1765
47,a line for food,0.4836
48,a pair of purple pants,0.9811
49,a pair of denim pants,0.9852
50,some ripped pants,0.9729
51,my dirty pants,0.7388
52,a pair of designer pants,0.8242
53,pants with holes,0.9745
54,a small cookie,0.291
55,a fresh cookie,0.5653
56,a burnt cookie,0.9633
57,a broken cookie,0.9482
58,a painting of a cookie,0.9563
59,a chocolate cookie,0.8933
60,a handheld flashlight,0.9185
61,a flashlight in a drawer,0.7796
62,a pocket flashlight,0.9141
63,using a flashlight at night,0.9449
64,batteries for a flashlight,0.8688
65,a flashlight with a switch,0.9482
66,some dirty diapers,0.749
67,white diapers,0.9676
68,diapers with holes,0.6018
69,a pack of diapers,0.9385
70,a pair of pink diapers,0.8323
71,a ripped pair of diapers,0.8067
72,a modern gasoline station,0.9745
73,a painting of an old gasoline station,0.9636
74,a vintage gasoline station,0.8242
75,a gasoline pump,0.8242
76,a gasoline tanker,0.495
77,a gasoline station sign,0.8933
78,a round soccer ball,0.9745
79,a black and white soccor ball,0.5188
80,a soccer match in Europe,0.6137
81,a soccer with black spots,0.9039
82,a team scoring a soccer goal,0.6727
83,kicking a soccer ball,0.9449
84,shopping at a pharmacy,0.9852
85,entering a local pharmacy,0.8748
86,shelves in a pharmacy,0.9786
87,queue at a pharmacy shop,0.8816
88,sign for a pharmacy shop,0.9676
89,products from a pharmacy,0.9822
90,hot french fries with vinegar,0.6846
91,french fries with ketchup,0.9833
92,thick-cut french fries,0.8545
93,french fries from a chippy,0.8323
94,french fries with fish,0.9786
95,takeaway french fries,0.9589
96,an attorney at a table,0.8067
97,an old attorney,0.8545
98,an attorney at a park,0.8545
99,an attorney with a woman,0.8986
100,an attorney with a notepad,0.365
101,a painting of an attorney,0.9312
102,a school janitor,0.7175
103,a dirty janitor,0.3003
104,a tired janitor,0.9563
105,a busy janitor,0.6258
106,a painting of an old janitor,0.8396
107,a janitor in a mall,0.9141
108,a burning stove,0.9385
109,an old gas stove,0.9537
110,a modern electric stove,0.8242
111,a dirty stove,0.9891
112,a rusty stove,0.9655
113,a large stove,0.8621
114,a baby in a crib,0.9843
115,a wooden nursery crib,0.9039
116,toys beside a crib,0.9185
117,a crib with mobile,0.5416
118,a crib with bars,0.9589
119,an infant's crib,0.9655
120,a billboard in a city,0.7175
121,a broken billboard,0.9729
122,a colorful billboard,0.8154
123,a bright red billboard,0.9185
124,a billboard lit up,0.9676
125,a dirty billboard,0.9385
126,a bright red vacuum cleaner,0.9271
127,a vacuum cleaner with a long cord,0.7288
128,a modern vacuum cleaner,0.9509
129,a broken vacuum cleaner,0.9589
130,a dirty vacuum cleaner,0.9852
131,a painting of an old vacuum cleaner,0.8242
132,a filled pitcher,0.3098
133,an empty pitcher,0.9039
134,a broken pitcher,0.9417
135,a dirty pitcher,0.9141
136,a colorful pitcher,0.9745
137,a bright blue pitcher,0.9312
138,a young mailman,0.7887
139,a lazy mailman,0.7063
140,a tired mailman,0.9185
141,a busy mailman,0.6381
142,a painting of an old mailman,0.6954
143,a mailman on the street,0.798
144,a colorful baby carriage,0.9759
145,a baby carriage with a sunshade,0.6846
146,a bright pink baby carriage,0.9563
147,a dirty baby carriage,0.9822
148,a painting of a vintage baby carriage,0.9799
149,a modern baby carriage,0.9695
150,a luxurious sedan,0.9711
151,a bright red sedan,0.9449
152,a dirty sedan,0.9745
153,a sedan on the street,0.9039
154,a broken sedan,0.9612
155,a painting of a vintage sedan,0.9712
156,an open hood of car,0.9729
157,a dirty hood of car,0.9712
158,a bright red hood of car,0.8242
159,a hood of car with stripes,0.7288
160,a broken hood of car,0.9612
161,a colorful hood of car,0.9141
162,chopped cilantro,0.9271
163,cilantro on a table,0.9636
164,cilantro in a basket,0.9509
165,a painting of cilantro,0.9695
166,a basket of cilantro,0.9811
167,a dish with cilantro,0.8621
168,a sliced zucchini,0.9589
169,a zucchini on the table,0.9676
170,zucchini in a basket,0.9312
171,a painting of a zucchini,0.9773
172,a moldy zucchini,0.9852
173,a dish with zucchini,0.9811
