Dialect_Word,SAE_Word,Dialect_Prompt,SAE_Prompt,person_in_prompt,dialect_word_count,polysemic,Polysemy_Prompt
torque,truck,a large black torque,a large black truck,0,1,1,a mechanic adjusting the torque
torque,truck,a green torque,a green truck,0,1,1,a torque wrench on the floor
torque,truck,a torque with a dog,a truck with a dog,0,1,1,a diagram showing torque forces
torque,truck,a painting of a torque,a painting of a truck,0,1,1,a gauge measuring torque
torque,truck,a new torque,a new truck,0,1,1,a torque applied to engine parts
torque,truck,an old torque,an old truck,0,1,1,setting the torque precisely
raspa,shaved ice,a painting of raspa,a painting of shaved ice,1,1,0,
raspa,shaved ice,a man enjoying raspa,a man enjoying shaved ice,1,1,0,
raspa,shaved ice,a cup of raspa,a cup of shaved ice,0,1,0,
raspa,shaved ice,colorful raspa,colorful shaved ice,0,1,0,
raspa,shaved ice,cup of raspa on a table,cup of shaved ice on a table,1,1,0,
raspa,shaved ice,a blue raspa,a blue shaved ice,1,1,0,
padrino,godfather,a painting of a padrino,a painting of a godfather,1,1,0,
padrino,godfather,a padrino,a godfather,1,1,0,
padrino,godfather,a padrino in a house,a godfather in a house,1,1,0,
padrino,godfather,an old padrino,an old godfather,1,1,0,
padrino,godfather,a man with a padrino,a man with a godfather,1,1,0,
padrino,godfather,a woman with a padrino,a woman with a godfather,1,1,0,
fil,field,a big fil,a big field,1,1,0,
fil,field,a painting of a fil,a painting of a field,0,1,0,
fil,field,a person at a fil,a person at a field,1,1,0,
fil,field,a yellow fil,a yellow field,0,1,0,
fil,field,a green fil,a green field,1,1,0,
fil,field,a busy fil,a busy field,0,1,0,
pinta,jail,an old pinta,an old jail,1,1,0,
pinta,jail,a modern pinta,a modern jail,1,1,0,
pinta,jail,a painting of a pinta,a painting of a jail,0,1,0,
pinta,prison,an old pinta,an old prison,1,1,0,
pinta,prison,a modern pinta,a modern prison,1,1,0,
pinta,prison,a painting of a pinta,a painting of a prison,0,1,0,
jaina,girlfriend,a painting of a jaina,a painting of a girlfriend,1,1,0,
jaina,girlfriend,a jaina in a home,a girlfriend in a home,1,1,0,
jaina,girlfriend,a jaina in a car,a girlfriend in a car,1,1,0,
jaina,girlfriend,a jaina walking,a girlfriend walking,1,1,0,
jaina,girlfriend,me and my jaina,me and my girlfriend,1,1,0,
jaina,girlfriend,at the park with my jaina,at the park with my girlfriend,1,1,0,
planchar,iron,my dad planchar shirts,my dad irons shirts,1,1,0,
planchar,iron,she planchar daily,she irons daily,1,1,0,
planchar,iron,they planchar clothes,they iron clothes,1,1,0,
planchar,iron,I planchar pants,I iron pants,1,1,0,
planchar,iron,we planchar uniforms,we iron uniforms,1,1,0,
planchar,iron,he likes to planchar,he likes to iron,1,1,0,
Chuco,El Paso,a person exploring Chuco,a person exploring El Paso,1,1,0,
Chuco,El Paso,a painting of Chuco,a painting of El Paso,0,1,0,
Chuco,El Paso,a person in Chuco,a person in El Paso,0,1,0,
Chuco,El Paso,Chuco landscape,El Paso landscape,0,1,0,
Chuco,El Paso,a typical house in Chuco,a typical house in El Paso,0,1,0,
Chuco,El Paso,a bird's eye view of Chuco,a bird's eye view of El Paso,0,1,0,
Chuco Town,El Paso,a person exploring Chuco,a person exploring El Paso,1,1,0,
Chuco Town,El Paso,a painting of Chuco,a painting of El Paso,0,1,0,
Chuco Town,El Paso,a person in Chuco,a person in El Paso,0,1,0,
Chuco Town,El Paso,Chuco landscape,El Paso landscape,0,1,0,
Chuco Town,El Paso,a typical house in Chuco,a typical house in El Paso,0,1,0,
Chuco Town,El Paso,a bird's eye view of Chuco,a bird's eye view of El Paso,0,1,0,
carnal,brother,a painting of a carnal,a painting of a brother,1,1,1,a depiction of carnal desires
carnal,brother,a man hiking with his carnal,a man hiking with his brother,1,1,1,a scene showing carnal passion
carnal,brother,a carnal in a house,a brother in a house,1,1,1,a symbol of carnal temptation
carnal,brother,me with my carnal,me with my brother,1,1,1,a poem about carnal attraction
carnal,brother,a carnal at a table,a brother at a table,1,1,1,a movie exploring carnal themes
carnal,brother,a carnal at a park,a brother at a park,1,1,1,a novel depicting carnal relations
carnalita,sister,a painting of a carnalita,a painting of a sister,1,1,0,
carnalita,sister,a man hiking with his carnalita,a man hiking with his sister,1,1,0,
carnalita,sister,a carnalita in a house,a sister in a house,1,1,0,
carnalita,sister,me with my carnalita,me with my sister,1,1,0,
carnalita,sister,a carnalita at a table,a sister at a table,1,1,0,
carnalita,sister,a carnalita at a park,a sister at a park,1,1,0,
carnales,brothers,a painting of carnales,a painting of brothers,1,1,0,
carnales,brothers,carnales in a house,brothers in a house,1,1,0,
carnales,brothers,me and my carnales,me and my brothers,1,1,0,
carnales,brothers,carnales by a table,brothers by a table,1,1,0,
carnales,brothers,carnales together,brothers together,1,1,0,
carnales,brothers,carnales walking,brothers walking,1,1,0,
carnalas,sisters,a painting of carnalas,a painting of sisters,1,1,0,
carnalas,sisters,carnalas in a house,sisters in a house,1,1,0,
carnalas,sisters,me and my carnalas,me and my sisters,1,1,0,
carnalas,sisters,carnalas by a table,sisters by a table,1,1,0,
carnalas,sisters,carnalas together,sisters together,1,1,0,
