Dialect_Word,SAE_Word,Dialect_Prompt,SAE_Prompt,person_in_prompt,dialect_word_count,polysemic,Polysemy_Prompt
math,monastery,a medieval math,a medieval monastery,0,1,1,a student solving math problems on a chalkboard
math,monastery,a math on a hill,a monastery on a hill,0,1,1,a professor exploring complex math equations
math,monastery,a small math,a small monastery,0,1,1,a teacher explaining math concepts to a class
math,monastery,a painting of a math,a painting of a monastery,0,1,1,a pile of math textbooks on a desk
math,monastery,a crowded math,a crowded monastery,1,1,1,a shirt with math equations
math,monastery,a math in a dark forest,a monastery in a dark forest,0,1,1,a computer screen displaying math formulas
simkin,champagne,simkin on a wooden table,champagne on a wooden table,0,1,0,
simkin,champagne,simkin in a cabinet,champagne in a cabinet,0,1,0,
simkin,champagne,simkin on a table outside,champagne on a table outside,0,1,0,
simkin,champagne,a painting of some simkin,a painting of some champagne,1,1,0,
simkin,champagne,simkin on the beach,champagne on the beach,0,1,0,
simkin,champagne,simkin on top of a piano,champagne on top of a piano,0,1,0,
dai,midwife,an old dai,an old midwife,1,1,0,
dai,midwife,a dai with a woman,a midwife with a woman,1,1,0,
dai,midwife,a painting of a dai,a painting of a midwife,1,1,0,
dai,midwife,a young dai,a young midwife,1,1,0,
dai,midwife,a dai sitting down,a midwife sitting down,1,1,0,
dai,midwife,a photograph of a dai with a cat,a photograph of a midwife with a cat,1,1,0,
medico,medical practitioner,a medico at a table,a medical practitioner at a table,1,1,0,
medico,medical practitioner,an old medico,an old medical practitioner,1,1,0,
medico,medical practitioner,a medico at a park,a medical practitioner at a park,1,1,0,
medico,medical practitioner,a medico with a woman,a medical practitioner with a woman,1,1,0,
medico,medical practitioner,a medico with a notepad,a medical practitioner with a notepad,1,1,0,
medico,medical practitioner,a painting of a medico,a painting of a medical practitioner,1,1,0,
chick,bamboo blinds,a window covered with chick,a window covered with bamboo blinds,0,1,1,a fluffy chick in a nest
chick,bamboo blinds,a doorway with chick,a doorway with bamboo blinds,0,1,1,a curious chick exploring its surroundings
chick,bamboo blinds,hand-crafted chick,hand-crafted bamboo blinds,0,1,1,a newly hatched baby chick
chick,bamboo blinds,sun-faded chick,sun-faded bamboo blinds,0,1,1,a mother hen with her adorable chicks
chick,bamboo blinds,chick with decorative trim,bamboo blinds with decorative trim,0,1,1,a group of tiny chicks pecking at feed
chick,bamboo blinds,tattered chick,tattered bamboo blinds,0,1,1,a brood of chicks under a heat lamp
ghat,mountain pass,a dark ghat,a dark mountain pass,0,1,0,
ghat,mountain pass,a ghat covered in snow,a mountain pass covered in snow,0,1,0,
ghat,mountain pass,a crowded ghat,a crowded mountain pass,0,1,0,
ghat,mountain pass,a ghat with a nearby lake,a mountain pass with a nearby lake,0,1,0,
ghat,mountain pass,a painting of a beautiful ghat,a painting of a beautiful mountain pass,0,1,0,
ghat,mountain pass,an abandoned ghat,an abandoned mountain pass,0,1,0,
kirana,convenience store,an old kirana,an old convenience store,0,1,0,
kirana,convenience store,a modern kirana,a modern convenience store,0,1,0,
kirana,convenience store,a busy kirana,a busy convenience store,0,1,0,
kirana,convenience store,a kirana on fire,a convenience store on fire,0,1,0,
kirana,convenience store,an empty kirana,an empty convenience store,0,1,0,
kirana,convenience store,a painting of a kirana,a painting of a convenience store,0,1,0,
mandapa,temple,an old mandapa,an old temple,0,1,0,
mandapa,temple,a mandapa on a hill,a temple on a hill,0,1,0,
mandapa,temple,a painting of a mandapa,a painting of a temple,0,1,0,
mandapa,temple,a mandapa in a dark forest,a temple in a dark forest,0,1,0,
mandapa,temple,a mandapa in a city,a temple in a city,0,1,0,
mandapa,temple,a abandoned mandapa,an abandoned temple,0,1,0,
nai,barber,a nai in red,a barber in red,1,1,0,
nai,barber,an old nai,an old barber,1,1,0,
nai,barber,a small nai shop,a small barber shop,0,1,0,
nai,barber,a busy nai shop,a busy barber shop,0,1,0,
nai,barber,a nai by the chair,a barber by the chair,1,1,0,
nai,barber,a nai working,a barber working,1,1,0,
thana,police station,a thana in a city,a police station in a city,0,1,0,
thana,police station,a busy thana,a busy police station,0,1,0,
thana,police station,a thana in a small town,a police station in a small town,0,1,0,
thana,police station,a person entering a thana,a person walking into a police station,1,1,0,
thana,police station,a painting of a thana,a painting of a police station,0,1,0,
thana,police station,a photograph of a modern thana,a photograph of a modern police station,0,1,0,
