Dialect_Word,SAE_Word,Dialect_Prompt,SAE_Prompt,person_in_prompt,dialect_word_count,polysemic,Polysemy_Prompt
lil,little,a lil baby,a little baby,1,1,0,
lil,little,a lil dog,a little dog,0,1,0,
lil,little,a lil cat,a little cat,0,1,0,
lil,little,a painting of a lil boy,a painting of a little boy,1,1,0,
lil,little,a lil horse,a little horse,0,1,0,
lil,little,a lil girl,a little girl,1,1,0,
whip,car,a parked whip,a parked car,0,1,1,a leather whip on a table
whip,car,a second-hand whip,a second-hand car,0,1,1,a whip cracking in the air
whip,car,a gas whip,a gas car,0,1,1,a long whip made of rope
whip,car,a rental whip,a rental car,0,1,1,a whip hanging on the wall
whip,car,an electric whip,an electric car,0,1,1,a whip used by a horse rider
whip,car,a leased whip,a leased car,0,1,1,a circus performer holding a whip
crib,house,a suburban crib,a suburban house,0,1,1,a baby sleeping in a crib
crib,house,a crib downtown,a house downtown,0,1,1,a wooden crib in the bedroom
crib,house,a lakeside crib,a lakeside house,0,1,1,a crib filled with soft toys
crib,house,an old crib,an old house,0,1,1,a vintage crib for infants
crib,house,a waterfront crib,a waterfront house,0,1,1,a crib with colorful bedding
crib,house,a brick crib,a brick house,0,1,1,a crib painted in pastel colors
holla,holler,a man holla at a girl,a man holler at a girl,1,1,0,
holla,holler,a man holla at a woman,a man holler at a woman,1,1,0,
holla,holler,a guy holla at a woman,a guy holler at a woman,1,1,0,
holla,holler,a guy holla at his homie,a guy holler at his close friend,1,1,0,
holla,holler,a holla from the audience,a holler from the audience,1,1,0,
holla,holler,a loud holla,a loud holler,0,1,0,
homie,close friend,my homie,my close friend,1,1,0,
homie,close friend,my handsome homie,my handsome close friend,1,1,0,
homie,close friend,an old homie,an old close friend,1,1,0,
homie,close friend,me and my homie,me and my close friend,1,1,0,
homie,close friend,a homie from childhood,a close friend from childhood,1,1,0,
homie,close friend,painting of me and my homie,painting of me and my close friend,1,1,0,
crew,friends,me and my crew,me and my friends,1,1,1,the ship's crew on deck
crew,friends,me and my large crew,me and my large friends,1,1,1,a crew sailing a yacht
crew,friends,painting of me and my crew,painting of me and my friends,1,1,1,airline crew at the airport
crew,friends,me and my small crew,me and my small friends,1,1,1,a space crew in uniform
crew,friends,my crew wearing red,my friends wearing red,1,1,1,the submarine crew preparing
crew,friends,my crew at my house,my friends at my house,1,1,1,a ship's crew at work
nana,grandma,an old nana,an old grandma,1,1,0,
nana,grandma,my beautiful nana,my beautiful grandma,1,1,0,
nana,grandma,a group of nanas,a group of grandmas,1,1,0,
nana,grandma,my nana in purple,my grandma in purple,1,1,0,
nana,grandma,my nana in her house,my grandma in her house,1,1,0,
nana,grandma,an angry nana,an angry grandma,1,1,0,
bae,lover,a picture of my bae,a picture of my lover,1,1,0,
bae,lover,my sleeping bae,my sleeping lover,1,1,0,
bae,lover,my beautiful bae,my beautiful lover,1,1,0,
bae,lover,my bae at my house,my lover at my house,1,1,0,
bae,lover,my bae wearing purple,my lover wearing purple,1,1,0,
bae,lover,my handsome bae,my handsome lover,1,1,0,
dough,money,work for dough,work for money,0,1,1,kneading dough on a table
