Dialect_Word,SAE_Word,Dialect_Prompt,SAE_Prompt,person_in_prompt,dialect_word_count,polysemic,Polysemy_Prompt
teh tarik,milk tea,a plastic cup with teh tarik,a plastic cup with milk tea,0,1,0,
teh tarik,milk tea,a cup of teh tarik on a table,a cup of milk tea on a table,0,1,0,
teh tarik,milk tea,a shop selling teh tarik,a shop selling milk tea,0,1,0,
teh tarik,milk tea,a man drinking teh tarik,a man drinking milk tea,1,1,0,
teh tarik,milk tea,a woman drinking teh tarik,a woman drinking milk tea,1,1,0,
teh tarik,milk tea,three cups of teh tarik on the counter,three cups of milk tea on the counter,0,1,0,
kopi,coffee,a couple sitting at a table both with kopi,a couple sitting at a table both with coffee,1,1,0,
kopi,coffee,a man getting kopi from a modern cafe,a man getting coffee from a modern cafe,1,1,0,
kopi,coffee,a table with a cup of kopi and a slice of cake,a table with a cup of coffee and a slice of cake,0,1,0,
kopi,coffee,two people getting kopi,two people getting coffee,1,1,0,
kopi,coffee,a man buying kopi,a man buying coffee,1,1,0,
kopi,coffee,a woman with kopi,a woman with coffee,1,1,0,
ang pow,red packet,a child receiving an ang pow from his grandmother,a child receiving a red packet from his grandmother,1,1,0,
ang pow,red packet,two ang pows on a table,two red packets on a table,0,1,0,
ang pow,red packet,an ang pow and food on a table,a red packet and food on a table,0,1,0,
ang pow,red packet,a group of people holding ang pows,a group of people holding red packets,1,1,0,
ang pow,red packet,a store selling ang pows,a store selling red packets,0,1,0,
ang pow,red packet,an ang pow and some fruit on a table,a red packet and some fruit on a table,0,1,0,
sotong,squid,spicy sotong dish,spicy squid dish,0,1,0,
sotong,squid,raw sotong at a market,raw squid at a market,0,1,0,
sotong,squid,deep fried sotong on a plate,deep fried squid on a plate,0,1,0,
sotong,squid,a sotong in an aquarium,a squid in an aquarium,0,1,0,
sotong,squid,a sotong dish and rice on a table,a squid dish and rice on a table,0,1,0,
sotong,squid,sliced sotong in a frying pan,sliced squid in a frying pan,0,1,0,
tapao,takeout,getting food tapao from the small restaurant,getting food takeout from the small restaurant,0,1,0,
