Dialect_Word,SAE_Word,Dialect_Prompt,SAE_Prompt,person_in_prompt,dialect_word_count,polysemic,Polysemy_Prompt
lorry,semitruck,a red lorry driving down the street,a red semitruck driving down the street,0,1,0,
lorry,semitruck,a delivery lorry loaded with packages,a delivery semitruck loaded with packages,0,1,0,
lorry,semitruck,a lorry parked by the curb,a semitruck parked by the curb,0,1,0,
lorry,semitruck,a lorry parked at a rest stop,a semitruck parked at a stop sign,0,2,0,
lorry,semitruck,a lorry hauling timber,a semitruck hauling timber,0,1,0,
lorry,semitruck,a lorry with a flat tyre,a semitruck with a flat tire,0,2,0,
jumper,sweater,a cozy jumper hanging in a closet,a cozy sweater hanging in a closet,0,1,0,
jumper,sweater,a man wearing a purple jumper,a man wearing a purple sweater,1,1,0,
jumper,sweater,a woman knitting a brown jumper,a woman knitting a brown sweater,1,1,0,
jumper,sweater,a jumper with reindeer patterns,a sweater with reindeer patterns,0,1,0,
jumper,sweater,a jumper on a hanger,a sweater on a hanger,0,1,0,
jumper,sweater,a jumper folded neatly,a sweater folded neatly,0,1,0,
loo,bathroom,a girl knocking on the loo door,a girl knocking on the bathroom door,1,1,0,
loo,bathroom,a set of fresh towels in the loo,a set of fresh towels in the bathroom,0,1,0,
loo,bathroom,a line of people waiting outside the loo,a line of people waiting outside the bathroom,1,1,0,
loo,bathroom,a loo with a leaky tap,a bathroom with a leaky faucet,0,2,0,
loo,bathroom,a loo with blue tiles,a bathroom with blue tiles,0,1,0,
loo,bathroom,a loo with a shower curtain,a bathroom with a shower curtain,0,1,0,
banger,sausage,a pack of bangers at the grocery store,a pack of sausages at the grocery store,0,1,0,
banger,sausage,a plate of bangers and eggs,a plate of sausages and eggs,0,1,0,
banger,sausage,a man cutting a banger in half,a man cutting a sausage in half,1,1,0,
banger,sausage,bangers on a grill,sausages on a grill,0,1,0,
banger,sausage,bangers and mash on a plate,sausages and mashed potatoes on a plate,0,2,0,
banger,sausage,my bangers sizzling in a pan,my sausages sizzling in a pan,0,1,0,
rubbish,trash,a woman throwing away the rubbish,a woman throwing away the trash,1,1,0,
rubbish,trash,a bin overflowing with rubbish,a bin overflowing with trash,0,1,0,
rubbish,trash,a raccoon going through rubbish,a raccoon going through trash,0,1,0,
rubbish,trash,a rubbish bin near a park bench,a trash can near a park bench,0,2,0,
rubbish,trash,a rubbish heap in an alley,a trash pile in an alley,0,2,0,
rubbish,trash,a rubbish skip in a construction site,a trash dumpster in a construction site,0,2,0,
flat,apartment,a top-floor flat with a view of the city,a top-floor apartment with a view of the city,0,1,1,
flat,apartment,a college student's flat,a college student's apartment,0,1,1,
flat,apartment,a cozy flat in the city,a cozy apartment in the city,0,1,1,
flat,apartment,a flat with a balcony overlooking the city,an apartment with a balcony overlooking the city,0,1,1,
flat,apartment,a flat with a rooftop garden,an apartment with a rooftop garden,0,1,1,
flat,apartment,my flat with an open-plan kitchen,my apartment with an open-plan kitchen,0,1,1,
car boot,car trunk,a man loading luggage into the car boot,a man loading luggage into the car trunk,1,1,0,
