Prompt_Index,SAE_Prompt,Score
0,a painting of milk tea,0.7676
1,a photo of milk tea,0.7916
2,selling milk tea,0.8523
3,a large milk tea,0.8481
4,a small milk tea,0.7968
5,milk tea on a counter,0.8661
6,coffee on a table,0.9768
7,coffee on a counter,0.9459
8,a painting of coffee,0.9754
9,two people getting coffee,0.8175
10,a man buying coffee,0.8084
11,a woman with coffee,0.9718
12,a painting of a red packet,0.7796
13,two red packets on a table,0.8853
14,a red packet on a counter,0.7917
15,a person holding a red packet,0.9284
16,a red packet on the ground,0.955
17,a child holding a red packet,0.9535
18,a painting of squid,0.9019
19,squid on a table,0.866
20,a squid in a market,0.9353
21,a squid in an aquarium,0.8431
22,a squid on a counter,0.8386
23,squid in a box,0.8853
24,a person getting takeout,0.9136
25,takeout on a table,0.967
26,takeout from the food truck,0.8734
27,let's get some food takeout,0.8638
28,chinese food takeout,0.9834
29,a couple getting food takeout,0.9089
30,a businessman with a grasping and selfish attitude,0.7231
31,a leader with a grasping and selfish attitude,0.6967
32,a student with a grasping and selfish attitude,0.5232
33,a parent with a grasping and selfish attitude,0.2544
34,a businesswoman with a grasping and selfish attitude,0.6686
35,a politician with a grasping and selfish attitude,0.642
36,a bored cat,0.7796
37,a bored woman,0.8769
38,a bored worker,0.8244
39,a child bored,0.8961
40,a bored dog,0.8362
41,a bored man,0.9032
42,a relaxing dog,0.9668
43,people relaxing on a beach,0.9563
44,people relaxing on a coach,0.9321
45,a couple relaxing in a park,0.9598
46,a cat relaxing,0.9456
47,a relaxing setting,0.9899
48,a person gesturing yes,0.6731
49,a person answering yes,0.6651
50,a worker gesturing yes,0.7891
51,a student gesturing yes,0.7142
52,a woman gesturing yes,0.7616
53,a man gesturing yes,0.7961
54,a student saving a table,0.7125
55,a man saving a table,0.7146
56,a woman saving a table,0.6848
57,a group saving a table,0.7499
58,saving a table at a cafe,0.6742
59,saving a table with a napkin,0.8151
60,a counter with tasty things,0.9755
61,a painting of something that is very tasty,0.9836
62,a table with very tasty stuff,0.9794
63,a photo of something that is tasty,0.9665
64,something tasty,0.7842
65,a person enjoying something that is tasty,0.9477
66,a high class clothing store,0.9552
67,a high class party,0.9482
68,a painting of something that is high class,0.8465
69,a high class restaurant,0.9671
70,a high class car,0.8518
71,a high class house,0.9809
72,a secluded beach,0.9201
73,a secluded street,0.9319
74,a secluded trail,0.9504
75,a secluded locale,0.9582
76,a secluded house,0.9579
77,a secluded town,0.849
78,a woman eating noodles,0.9429
79,a painting of someone eating,0.8973
80,a person eating a salad,0.8419
81,a man eating a taco,0.8238
82,people eating,0.9244
83,a man eating a burrito,0.7648
84,a family redecorates their house,0.6115
