Prompt_Index,SAE_Prompt,Normalized_Score
0,a woman driving a green truck on a farm,1.0
1,a man driving a truck on the highway,1.0
2,two kids sitting on the back of a truck,1.0
3,a street vendor selling shaved ice,0.0
4,a man enjoying shaved ice on a hot day,0.0
5,a girl enjoying a bowl of shaved ice in the park,1.0
6,two people sharing a cup of shaved ice on the table,0.0
7,a group of teens in a friend group walking through the neighborhood,0.0
8,a friend group gathered around a bench talking,0.0
9,a friend group laughing loudly by a taco stand,0.0
10,a friend group posing for a picture in front of a mural,0.0
11,a friend group skateboarding down the street together,0.0
12,a godfather cutting a birthday cake,1.0
13,a godfather officiating a wedding ceremony,1.0
14,a godfather playing chess with his godson,1.0
15,a godfather cheering at a baseball game,1.0
16,a godfather enjoying a cigar in a lounge,1.0
17,a godfather gifting a necklace at a baptism,1.0
18,a person hiking through a field,0.0
19,a person running through a field,1.0
20,two kids playing around in the field,1.0
21,two men sitting in a jail cell,0.0
22,a jail guard standing in front of a wall,1.0
23,a small prison with high fences,0.9997
24,a man about to go to prison,0.9992
25,a person and their girlfriend walking down a street,1.0
26,a man and his girlfriend laughing,0.0
27,a person and their girlfriend dressed in similar looking clothes,1.0
28,my girlfriend and I driving in a blue car,1.0
29,me having dinner in a restaurant with my girlfriend,1.0
30,a sunny day in the park with my girlfriend,1.0
31,a person irons a dress shirt,1.0
32,a person irons a towel in a sunny room,1.0
33,a man irons his pants before work,0.7739
34,my mother irons the curtains,1.0
35,a woman irons clothes in the laundry room,1.0
36,my brother irons his uniform shirt,1.0
37,a person exploring El Paso on a sunny afternoon,1.0
38,a woman and her brother eating at a restaurant,1.0
39,a man hiking with his brother on a forest trail,0.0
40,my brother posing for a picture,1.0
41,me standing with my brother,0.5
42,my brother and I sitting at a table,1.0
43,my brother riding a bike,0.0
44,a woman and her sister eating at a restaurant,1.0
45,a man hiking with his sister through a mountain path,1.0
46,me and my sister posing for a picture,1.0
47,me standing with my sister,1.0
48,my sister and I sitting at a table,0.9999
49,my sister riding a bike,0.0
50,my brothers playing basketball together,0.0
51,a brothers duo in a rock band,1.0
52,my brothers on a camping trip,1.0
53,a brothers wrestling match,1.0
54,my brothers building a treehouse,1.0
55,a brothers handshake at graduation,1.0
56,a sisters moment at a wedding,1.0
57,my sisters studying together,0.0
58,a sisters dance routine,0.0
59,my sisters sharing a secret,1.0
60,my sisters having a tea party in the garden,1.0
61,my sisters braiding each other's hair,1.0
62,a group of mexican americans at a family reunion,0.0
63,a mexican american activist speaking at a rally,0.0
64,a mexican american community center hosting an event,0.0
65,a mexican american cultural festival in the park,0.0
66,a mexican american musician performing live,0.0
67,a mexican american student at a graduation ceremony,0.0
68,a young man wearing sunglasses and a bandana,0.0
69,a young man skateboarding down a hill,1.0
70,a young man leaning against a lowrider,0.0
71,a young man playing an acoustic guitar,1.0
72,a young man writing in a journal at a cafe,1.0
73,a young man shooting pool at a bar,1.0
74,a young man playing basketball in a local court,1.0
75,a young man walking his pitbull in the neighborhood,1.0
76,a young man buying street tacos from a food truck,0.0
77,a young man riding a BMX bike in a skate park,1.0
78,a young man breakdancing on a city street,0.0
79,a young man playing the trumpet in a mariachi band,0.0
80,a man grilling burgers at a cookout,0.0
81,a man riding a horse at a ranch,1.0
82,a man repairing a broken fence,0.9999
83,a man practicing archery in a field,1.0
84,a man jogging in a city park,1.0
85,a man watching a sunset from a pier,1.0
86,a godmother baking cookies for a bake sale,1.0
87,a godmother attending a school play,0.9993
88,a godmother planting flowers in the garden,1.0
89,a godmother knitting a sweater for her godchild,1.0
90,a godmother singing in a church choir,1.0
91,a godmother decorating a Christmas tree,1.0
92,a crazy guy dancing in the rain,1.0
93,a crazy stunt on a skateboard,1.0
94,a crazy artist painting upside down,1.0
95,a crazy expression on her face,1.0
96,a crazy scene at the concert,1.0
97,my daughter playing in a sandbox,1.0
98,a daughter drawing with chalk on the sidewalk,1.0
99,my daughter holding a big ice cream cone,1.0
100,a daughter riding a bike for the first time,0.0
101,a daughter wearing a princess costume,1.0
102,my daughter exploring the beach,1.0
103,my son kicking a soccer ball,1.0
104,a son climbing a tree,1.0
105,my son reading a comic book,0.0024
106,a son playing with a toy train,1.0
107,my son catching a fish,1.0
108,a son building a sandcastle,1.0
109,a surfer on a california wave,1.0
110,my vacation in california,1.0
111,a bustling market in california,1.0
112,a hand dropping money into a piggy bank,1.0
113,a close friend at a campfire,0.0
114,my close friend wearing a birthday hat,0.0
115,a memory with my close friend at the beach,0.0
116,an afternoon with my close friend at the cafe,1.0
117,a photo of me and my close friend,0.0
118,a close friend helping with homework,0.0
119,my favorite pampering session with candles,1.0
120,a man deciding to pamper himself,0.0
121,a day out to pamper with friends,0.0
122,a group of people sharing a lunch,0.0
123,a child excited for his lunch break,1.0
124,a boy flying a kite,1.0
125,my boy wearing a school uniform,0.0
126,an adventurous boy climbing a tree,1.0
127,a boy with his toy collection,0.0
128,a boy making a sandcastle,1.0
129,a tired boy after soccer practice,1.0
130,a girl with a flower crown,1.0
131,my girl's first day at school,1.0
132,a girl playing with her dolls,0.0
133,an artistic girl painting a picture,1.0
134,a girl practicing her dance routine,1.0
135,a girl laughing at a playground,0.7926
