Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,an old math in the village square,an old monastery in the village square,0.2106
1,a math on a grassy hill with trees,a monastery on a grassy hill with trees,0.2411
2,an older person entering a math,an older person entering a monastery,0.2422
3,a math in an old city center,a monastery in an old city center,0.2371
4,a math with a crowd of people outside,a monastery with a crowd of people outside,0.2167
5,an old math in a dark misty forest,an old monastery in a dark misty forest,0.2532
6,a bottle of simkin on a wooden table,a bottle of champagne on a wooden table,0.2469
7,simkin on a shelf in a grocery store,champagne on a shelf in a grocery store,0.2264
8,simkin and two glasses on a table outside,champagne and two glasses on a table outside,0.272
9,simkin in a glass on a table,champagne in a glass on a table,0.2343
10,a person holding a bottle of simkin,a person holding a bottle of champagne,0.2189
11,a person pouring simkin into a glass,a person pouring champagne into a glass,0.2435
12,a dai in a hospital,a midwife in a hospital,0.274
13,a dai walking into a house,a midwife walking into a house,0.2663
14,a woman in a bed with a dai next to it,a woman in a bed with a midwife next to it,0.2592
15,a dai talking with a doctor,a midwife talking with a doctor,0.2721
16,a dai holding a bottle of medicine,a midwife holding a bottle of medicine,0.2393
17,a dai talking with a nurse,a midwife talking with a nurse,0.2544
18,a medico sitting at a table outside,a medical practitioner sitting at a table outside,0.3316
19,two medicos in a conference room,two medical practitioners in a conference room,0.2961
20,a medico walking in a park,a medical practitioner walking in a park,0.3805
21,the medico talking with a patient in a room,the medical practitioner talking with a patient in a room,0.3005
22,a medico standing outside a building,a medical practitioner standing outside a building,0.3359
23,a medico talking with a nurse,a medical practitioner talking with a nurse,0.2992
24,two windows covered with chick,two windows covered with bamboo blinds,0.2353
25,a living room with windows covered with chick,a living room with windows covered with bamboo blinds,0.1745
26,a kitchen with a window covered with chick,a kitchen with a window covered with bamboo blinds,0.2541
27,a living room window covered with rolled-up chick,a living room window covered with rolled-up bamboo blinds,0.2298
28,a doorway with chick covering it,a doorway with bamboo blinds covering it,0.2217
29,a window with rolled up chick,a window with rolled up bamboo blinds,0.2379
30,a ghat with lots of pine trees,a mountain pass with lots of pine trees,0.2398
31,a narrow ghat covered in snow and pine trees,a narrow mountain pass covered in snow and pine trees,0.2739
32,a ghat with a road with lots of cars,a mountain pass with a road with lots of cars,0.2387
33,two people walking through the ghat,two people walking through the mountain pass,0.2527
34,a roadway in the ghat,a roadway in the mountain pass,0.2879
35,a trail in the wooded ghat,a trail in the wooded mountain pass,0.2967
36,an old kirana with faded signage,an old convenience store with faded signage,0.2928
37,a modern kirana with glass doors,a modern convenience store with glass doors,0.2561
38,a busy kirana packed with groceries,a busy convenience store packed with groceries,0.2631
39,a small kirana on fire at dusk,a small convenience store on fire at dusk,0.2319
40,an empty kirana with bare shelves,an empty convenience store with bare shelves,0.2839
41,a painting of a kirana with stacked cans,a painting of a convenience store with stacked cans,0.3506
42,a mandapa beside some trees,a temple beside some trees,0.3179
43,people standing outside a mandapa,people standing outside a temple,0.3314
44,a well-dressed person in front of a mandapa,a well-dressed person in front of a temple,0.3049
45,a family in front of a mandapa,a family in front of a temple,0.3312
46,a mandapa beside a sandy landscape,a temple beside a sandy landscape,0.3237
47,an old mandapa with lots of people,an old temple with lots of people,0.3101
48,a nai cutting a man's hair,a barber cutting a man's hair,0.3106
49,a nai cutting a woman's hair,a barber cutting a woman's hair,0.2619
50,a nai shop in a busy city,a barber shop in a busy city,0.2508
51,a friendly local nai,a friendly local barber,0.227
52,a child getting his hair cut by a nai,a child getting his hair cut by a barber,0.3391
53,three people in a nai shop,three people in a barber shop,0.2299
54,officers working inside a thana,officers working inside a police station,0.2804
55,a person standing outside a thana,a person standing outside a police station,0.2397
56,a person talking to an officer inside a thana,a person talking to an officer inside a police station,0.3035
57,two officers speaking to an arrested person in a thana,two officers speaking to an arrested person in a police station,0.2815
58,a thana on a road with lots of trees,a police station on a road with lots of trees,0.2567
59,a thana in a busy city,a police station in a busy city,0.2138
60,a boy standing with his abba,a boy standing with his father,0.2546
61,a girl standing with her abba near the school gate,a girl standing with her father near the school gate,0.3044
62,a man hiking with his abba,a man hiking with his father,0.2935
63,a woman in a car with her abba,a woman in a car with her father,0.264
64,a woman walking with her abba and a dog,a woman walking with her father and a dog,0.2957
65,a man sitting at a table with his abba,a man sitting at a table with his father,0.2326
66,a big house with a pial,a big house with a veranda,0.2631
67,outdoor furniture under a pial,outdoor furniture under a veranda,0.3038
68,a small one story house with a pial,a small one story house with a veranda,0.2859
69,people relaxing under a pial,people relaxing under a veranda,0.2745
70,a modern looking pial on a house,a modern looking veranda on a house,0.2588
71,a glass pial on a house,a glass veranda on a house,0.2912
72,a dry nullah surrounded by a dry landscape,a dry river-bed surrounded by a dry landscape,0.2997
73,two people walking through a nullah,two people walking through a river-bed,0.313
74,a dry nullah in a dense green forest,a dry river-bed in a dense green forest,0.3012
75,a nullah in an alpine meadow,a river-bed in an alpine meadow,0.313
76,a bridge across a nullah,a bridge across a river-bed,0.3006
77,a nullah with some water in it,a river-bed with some water in it,0.2925
78,a rani sitting on a throne,a queen sitting on a throne,0.2954
79,a rani making a speech,a queen making a speech,0.2656
80,a rani inside a palace,a queen in a palace,0.2809
81,a rani sitting at a banquet,a queen sitting at a banquet,0.2896
82,a rani in a garden surrounded by blooming flowers,a queen in a garden surrounded by blooming flowers,0.3033
83,a rani riding in a large car,a queen riding in a large car,0.2872
84,brinjal in a grocery store,eggplant in a grocery store,0.3397
85,brinjal sitting on a kitchen counter,eggplant sitting on a kitchen counter,0.3381
86,brinjal being sliced,eggplant being sliced,0.3231
87,brinjal in a pot,eggplant in a pot,0.3153
88,a brinjal plant in a garden,an eggplant plant in a garden,0.3431
89,a spicy curry dish with brinjal slices,a spicy curry dish with eggplant slices,0.3493
90,a table with lots of khana,a table with lots of food,0.2856
91,a person eating khana,a person eating food,0.3067
92,a couple enjoying khana at a restaurant,a couple enjoying food at a restaurant,0.3073
93,a person cooking khana on the stove,a person cooking food on the stove,0.3004
94,a person buying khana from a grocery store,a person buying food from a grocery store,0.288
95,a family enjoying lots of khana,a family enjoying lots of food,0.3061
96,a main street in a small nagar,a main street in a small town,0.281
97,a residential neighborhood in a small nagar,a residential neighborhood in a small town,0.28
98,birds-eye view of a nagar,birds-eye view of a town,0.2675
99,a couple walking in a nagar,a couple walking in a town,0.2918
100,a nagar in a desert climate,a town in a desert climate,0.2888
101,a nagar with snow everywhere,a town with snow everywhere,0.2704
102,a person riding an oont in the desert,a person riding a camel in the desert,0.3215
103,a large group of oonts walking in a desert,a large group of camels walking in a desert,0.3201
104,a person giving water to an oont,a person giving water to a camel,0.2307
105,an oont eating food near a desert tent,a camel eating food near a desert tent,0.3087
106,two oonts walking down the street,two camels walking down the street,0.24
107,an oont walking in a grassy field,a camel walking in a grassy field,0.2431
108,agarbatti burning in a house,incense burning in a house,0.3067
109,a bundle of agarbatti on a table,a bundle of incense on a table,0.3103
110,a person holding a bundle of agarbatti,a person holding a bundle of incense,0.3406
111,agarbatti in a stand,incense in a stand,0.3132
112,agarbatti inside a box on a table,incense inside a box on a table,0.3077
113,agarbatti inside a store,incense inside a store,0.3391
114,a kulang flying above a beautiful pond,a crane bird flying above a beautiful pond,0.319
115,a kulang sitting on a dock,a crane bird sitting on a dock,0.2382
116,a kulang with a caught fish,a crane bird with a caught fish,0.2479
117,two kulangs on a river,two crane birds on a river,0.2594
118,a person looking at a kulang,a person looking at a crane bird,0.2162
119,a kulang sitting on the side of a bridge,a crane bird sitting on the side of a bridge,0.2217
120,a large godown with lots of boxes,a large warehouse with lots of boxes,0.3203
121,a large godown with lots of produce,a large warehouse with lots of produce,0.3219
122,a godown with lots of people inside,a warehouse with lots of people inside,0.2698
123,a person walking inside a godown,a person walking inside a warehouse,0.3271
124,a person driving a forklift inside a godown,a person driving a forklift inside a warehouse,0.3401
125,a dark abandoned godown with broken windows,a dark abandoned warehouse with broken windows,0.3143
126,a medical hall in a big city,a pharmacy in a big city,0.2422
127,a medical hall with a large parking lot,a pharmacy with a large parking lot,0.2575
128,a person walking inside a medical hall,a person walking inside a pharmacy,0.2623
129,a person talking to a worker inside a medical hall,a person talking to a worker inside a pharmacy,0.2604
130,a medical hall with lots of people outside,a pharmacy with lots of people outside,0.2285
131,a small medical hall in a rural area,a small pharmacy in a rural area,0.3331
132,a shabby old looking petrol bunk,a shabby old looking gas station,0.2835
133,a person getting gas for their car at a petrol bunk,a person getting gas for their car at a gas station,0.2804
134,a small shop next to a petrol bunk,a small shop next to a gas station,0.2909
135,a small petrol bunk in a dusty desert town,a small gas station in a dusty desert town,0.3294
136,a very busy petrol bunk with people refueling,a very busy gas station with people refueling,0.2983
137,a petrol bunk surrounded by tall city buildings,a gas station surrounded by tall city buildings,0.3422
138,a man riding a blue mo-bike,a man riding a blue motorcycle,0.3098
139,a woman riding a black mo-bike,a woman riding a black motorcycle,0.2904
140,three mo-bikes riding on a road,three motorcycles riding on a road,0.2473
141,a person riding a mo-bike on a dirt road,a person riding a motorcycle on a dirt road,0.2889
142,a person riding a mo-bike in a big city,a person riding a motorcycle in a big city,0.2932
143,a mo-bike sitting in a garage,a motorcycle sitting in a garage,0.2697
144,two bundooks leaning on a wall,two rifles leaning on a wall,0.2302
145,a person holding a bundook in the countryside,a person holding a rifle in the countryside,0.2722
146,a woman aiming a bundook at a target,a woman aiming a rifle,0.3157
147,several soldiers holding bundooks,several soldiers holding rifles,0.2868
148,a store selling bundooks,a store selling rifles,0.264
149,a police officer holding a bundook,a police officer holding a rifle,0.3033
150,an handicraftsman weaving a rug,a craftsman weaving a rug,0.3608
151,my local handicraftsman's newest creation,my local craftsman's newest creation,0.2576
152,a skilled handicraftsman at work,a skilled craftsman at work,0.2728
153,an elderly handicraftsman sharing his wisdom,an elderly craftsman sharing his wisdom,0.3459
154,a talented handicraftsman from the village,a talented craftsman from the village,0.3165
155,an innovative handicraftsman designing jewelry,an innovative craftsman designing jewelry,0.295
156,my incharge talking to me,my supervisor talking to me,0.2052
157,a new incharge at the construction site,a new supervisor at the construction site,0.2615
158,an incharge giving instructions to the team,a supervisor giving instructions to the team,0.2785
159,a friendly incharge helping out,a friendly supervisor helping out,0.2114
160,an incharge in the office breakroom,a supervisor in the office breakroom,0.227
161,an incharge working at a computer,a supervisor working at a computer,0.2659
162,a glass of cold pani on a hot day,a glass of cold water on a hot day,0.2662
163,an earthen pot filled with pani,an earthen pot filled with water,0.3136
164,a pitcher filled with pani,a pitcher filled with water,0.3112
165,a vendor selling pani bottles,a vendor selling water bottles,0.336
166,a jar filled with pani on a wooden table,a jar filled with water on a wooden table,0.2732
167,containers of pani at a grocery store,containers of water at a grocery store,0.2773
168,a colorful yatra in the city,a colorful festival in the city,0.2846
